OBJECTID_1;FID_new;max;sum;vuosi;Id
;4260;1;966;2009;0
;4260;1;1110;2017;0
;4259;1;104;2009;0
;4259;1;117;2017;0
;4258;1;650;2009;0
;4258;1;713;2017;0
;4257;1;1543;2009;0
;4257;1;7578;2009;0
;4257;1;2563;2017;0
;4257;1;10747;2017;0
;4256;;;2017;0
;4256;1;1411;2020;0
;4255;1;1659;2016;0
;4255;;;2021;0
;4254;1;2087;2013;0
;4254;1;1507;2016;0
;4254;;;2021;0
;4253;1;5642;2013;0
;4253;1;5609;2016;0
;4253;;;2018;0
;4253;;;2020;0
;4253;;;2021;0
;4252;1;2090;2013;0
;4252;1;1990;2016;0
;4252;;;2021;0
;4251;1;3782;2013;0
;4251;1;1155;2016;0
;4251;1;713;2021;0
;4250;1;1379;2011;0
;4250;1;2130;2016;0
;4250;1;2399;2020;0
;4250;1;2135;2015;0
;4249;;;2013;0
;4249;1;1658;2016;0
;4249;1;1805;2021;0
;4248;;;2013;0
;4248;1;1556;2016;0
;4248;1;2087;2021;0
;4248;1;1321;2011;0
;4248;1;258;2011;0
;4248;1;414;2016;0
;4248;1;559;2021;0
;4247;1;389;2011;0
;4247;1;463;2016;0
;4247;1;469;2020;0
;4246;1;2818;2013;0
;4246;1;3266;2016;0
;4246;1;4573;2021;0
;4245;1;1614;2013;0
;4245;1;1699;2016;0
;4245;1;1802;2021;0
;4244;1;15079;2013;0
;4244;1;7796;2020;0
;4244;1;17373;2021;0
;4243;1;5276;2013;0
;4243;;;2020;0
;4243;1;6183;2021;0
;4242;1;1982;2013;0
;4242;1;1882;2016;0
;4242;1;2674;2021;0
;4242;1;5421;2013;0
;4242;1;5116;2016;0
;4242;1;5947;2021;0
;4242;1;7457;2013;0
;4242;1;7685;2016;0
;4242;1;8909;2021;0
;4241;1;11150;2013;0
;4241;1;11465;2016;0
;4241;1;14828;2021;0
;4240;;;2013;0
;4240;;;2016;0
;4240;;;2021;0
;4239;1;1772;2013;0
;4239;1;1792;2016;0
;4239;1;387;2021;0
;4238;1;602;2013;0
;4238;1;672;2016;0
;4238;1;1651;2021;0
;4237;;;2011;0
;4237;1;1479;2013;0
;4237;;;2020;0
;4237;1;2447;2021;0
;4236;;;2011;0
;4236;1;5895;2013;0
;4236;1;3935;2016;0
;4236;1;4812;2021;0
;4236;1;4697;2011;0
;4235;;;2011;0
;4235;1;824;2013;0
;4235;1;484;2016;0
;4235;1;629;2021;0
;4234;1;830;2011;0
;4234;1;3215;2021;0
;4234;;;2013;0
;4233;1;2154;2011;0
;4233;1;12093;2021;0
;4233;;;2013;0
;4232;1;62;2011;0
;4232;1;437;2021;0
;4231;1;1368;2011;0
;4231;1;6136;2021;0
;4230;1;2924;2011;0
;4230;1;15906;2021;0
;4229;1;893;2011;0
;4229;1;5059;2021;0
;4228;1;5032;2011;0
;4228;1;7447;2016;0
;4228;1;8514;2020;0
;4227;1;2926;2011;0
;4227;1;4680;2016;0
;4227;1;4967;2020;0
;4226;1;211;2011;0
;4226;1;2493;2021;0
;4225;1;4231;2011;0
;4225;1;6064;2016;0
;4225;1;7223;2020;0
;4224;1;3239;2011;0
;4224;1;4713;2016;0
;4224;1;4847;2020;0
;4223;1;2205;2011;0
;4223;1;2524;2016;0
;4223;1;2633;2020;0
;4222;1;2195;2011;0
;4222;1;2268;2016;0
;4222;1;2396;2020;0
;4221;1;1931;2011;0
;4221;1;8571;2021;0
;4220;1;1431;2011;0
;4220;1;1519;2020;0
;4220;;;2021;0
;4219;1;2308;2011;0
;4219;1;17611;2021;0
;4218;1;104;2011;0
;4218;1;876;2020;0
;4217;1;2349;2011;0
;4217;1;9251;2020;0
;4216;1;527;2011;0
;4216;1;2612;2021;0
;4215;1;213;2011;0
;4215;1;722;2020;0
;4214;1;334;2011;0
;4214;1;1244;2018;0
;4214;1;1278;2020;0
;4213;1;12;2011;0
;4213;1;22;2020;0
;4212;1;364;2011;0
;4212;1;1697;2021;0
;4211;1;244;2011;0
;4211;1;959;2020;0
;4210;1;1963;2011;0
;4210;1;8715;2021;0
;4209;1;612;2011;0
;4209;1;2484;2020;0
;4208;1;384;2011;0
;4208;1;1718;2021;0
;4207;1;1308;2011;0
;4207;1;5797;2020;0
;4206;1;168;2011;0
;4206;1;655;2020;0
;4205;1;40;2011;0
;4205;1;336;2021;0
;4204;1;4875;2011;0
;4204;1;17773;2020;0
;4203;1;2394;2011;0
;4203;1;9874;2020;0
;4202;1;292;2011;0
;4202;1;1166;2021;0
;4201;1;439;2011;0
;4201;1;1623;2020;0
;4200;1;123;2011;0
;4200;1;455;2021;0
;4199;1;719;2011;0
;4199;1;3244;2020;0
;4198;1;315;2011;0
;4198;1;1088;2021;0
;4197;1;812;2011;0
;4197;;;2019;0
;4197;1;4678;2020;0
;4197;;;2021;0
;4196;1;696;2011;0
;4196;1;2454;2021;0
;4195;1;207;2011;0
;4195;;;2019;0
;4195;1;819;2020;0
;4194;1;107;2011;0
;4194;1;410;2021;0
;4193;1;155;2011;0
;4193;;;2019;0
;4193;1;591;2020;0
;4192;1;335;2011;0
;4192;1;1581;2021;0
;4191;1;66;2011;0
;4191;1;391;2019;0
;4191;1;383;2020;0
;4191;;;2021;0
;4190;1;6190;2011;0
;4190;1;26459;2019;0
;4190;;;2020;0
;4190;;;2021;0
;4189;1;1216;2011;0
;4189;1;4296;2016;0
;4189;1;3130;2021;0
;4188;1;2501;2011;0
;4188;1;10369;2019;0
;4188;;;2020;0
;4188;;;2021;0
;4187;1;1586;2011;0
;4187;1;6806;2019;0
;4187;;;2020;0
;4187;;;2021;0
;4186;1;611;2011;0
;4186;;;2020;0
;4186;1;2419;2021;0
;4185;1;778;2011;0
;4185;1;3517;2019;0
;4185;;;2020;0
;4185;;;2021;0
;4184;1;341;2011;0
;4184;;;2020;0
;4184;1;1311;2021;0
;4183;1;121;2011;0
;4183;1;532;2019;0
;4183;;;2020;0
;4182;1;2271;2011;0
;4182;1;8480;2016;0
;4182;1;5842;2021;0
;4181;1;1258;2011;0
;4181;1;5076;2016;0
;4181;;;2021;0
;4180;1;524;2011;0
;4180;1;1985;2019;0
;4180;;;2020;0
;4179;1;330;2011;0
;4179;1;1224;2016;0
;4179;;;2021;0
;4178;1;1474;2011;0
;4178;1;5863;2019;0
;4178;;;2020;0
;4177;1;124;2011;0
;4177;1;514;2019;0
;4177;;;2020;0
;4177;;;2021;0
;4176;1;1124;2011;0
;4176;1;4827;2019;0
;4176;;;2020;0
;4175;1;50;2011;0
;4175;1;631;2019;0
;4174;1;148;2011;0
;4174;1;654;2019;0
;4173;1;160;2011;0
;4173;1;641;2019;0
;4172;1;503;2011;0
;4172;1;1937;2016;0
;4172;;;2018;0
;4172;;;2021;0
;4171;1;1020;2011;0
;4171;1;3272;2014;0
;4171;1;3716;2019;0
;4171;;;2020;0
;4170;1;926;2011;0
;4170;1;3424;2016;0
;4170;;;2018;0
;4170;;;2021;0
;4169;1;605;2011;0
;4169;1;2045;2014;0
;4169;1;1871;2019;0
;4169;;;2020;0
;4168;1;21;2011;0
;4168;1;31;2014;0
;4168;;;2019;0
;4168;1;38;2020;0
;4167;1;2068;2011;0
;4167;;;2017;0
;4167;;;2020;0
;4167;;;2021;0
;4166;1;553;2011;0
;4166;1;2272;2019;0
;4165;1;143;2011;0
;4165;1;591;2016;0
;4165;;;2018;0
;4165;;;2021;0
;4164;1;90;2011;0
;4164;1;3059;2011;0
;4164;1;316;2014;0
;4164;1;11630;2014;0
;4164;1;354;2019;0
;4164;1;12355;2019;0
;4163;1;9;2011;0
;4163;1;35;2014;0
;4163;1;355;2019;0
;4162;1;1427;2011;0
;4162;1;4700;2014;0
;4162;1;5700;2019;0
;4161;1;316;2011;0
;4161;1;961;2014;0
;4161;1;1282;2019;0
;4160;1;1804;2011;0
;4160;1;2114;2011;0
;4160;1;6884;2012;0
;4160;1;7817;2012;0
;4160;1;8839;2016;0
;4160;1;8325;2016;0
;4160;1;9432;2018;0
;4160;1;8303;2018;0
;4160;;;2020;0
;4160;;;2021;0
;4159;1;505;2011;0
;4159;1;1884;2014;0
;4159;1;2060;2019;0
;4158;1;246;2011;0
;4158;;;2017;0
;4158;;;2020;0
;4158;;;2021;0
;4157;1;828;2011;0
;4157;1;3053;2014;0
;4157;1;2855;2019;0
;4156;1;2544;2011;0
;4156;;;2017;0
;4155;1;2615;2011;0
;4155;1;8514;2014;0
;4155;1;10815;2019;0
;4154;1;442;2011;0
;4154;;;2017;0
;4153;1;234;2011;0
;4153;1;762;2014;0
;4153;1;963;2019;0
;4152;1;1178;2011;0
;4152;;;2019;0
;4151;1;682;2014;0
;4151;1;994;2019;0
;4150;1;4717;2011;0
;4150;1;16705;2012;0
;4150;;;2017;0
;4149;1;2839;2014;0
;4149;1;3972;2019;0
;4148;1;1233;2014;0
;4148;1;1437;2019;0
;4147;1;215;2014;0
;4147;1;335;2019;0
;4146;1;146;2011;0
;4146;1;535;2012;0
;4146;;;2017;0
;4145;1;590;2014;0
;4145;1;740;2019;0
;4144;1;4487;2011;0
;4144;1;16589;2014;0
;4144;;;2019;0
;4143;1;439;2014;0
;4143;1;672;2019;0
;4142;1;2454;2014;0
;4142;1;3045;2019;0
;4141;1;8104;2014;0
;4141;1;7218;2019;0
;4140;;;2011;0
;4140;1;3891;2017;0
;4139;1;1315;2014;0
;4139;1;1689;2019;0
;4138;;;2011;0
;4138;1;2028;2017;0
;4137;1;1214;2014;0
;4137;1;1568;2019;0
;4136;1;1280;2011;0
;4136;1;4275;2014;0
;4136;;;2019;0
;4135;1;1739;2014;0
;4135;1;2457;2019;0
;4134;1;1817;2011;0
;4134;1;6576;2012;0
;4134;1;7912;2017;0
;4133;1;834;2011;0
;4133;1;2994;2014;0
;4133;1;3060;2019;0
;4132;1;659;2011;0
;4132;1;2275;2012;0
;4132;1;2650;2017;0
;4131;1;667;2014;0
;4131;1;1023;2019;0
;4130;1;1014;2011;0
;4130;1;3681;2014;0
;4130;;;2019;0
;4129;1;1067;2011;0
;4129;1;3724;2014;0
;4129;1;3869;2019;0
;4128;1;878;2011;0
;4128;1;3065;2012;0
;4128;;;2017;0
;4127;1;316;2011;0
;4127;1;1050;2014;0
;4127;1;1423;2019;0
;4126;1;340;2011;0
;4126;1;515;2012;0
;4126;;;2017;0
;4125;1;2221;2017;0
;4124;1;3178;2011;0
;4124;1;11075;2014;0
;4124;1;13223;2019;0
;4123;1;11284;2014;0
;4123;1;13743;2019;0
;4122;1;4138;2012;0
;4122;1;6667;2017;0
;4121;1;2823;2014;0
;4121;;;2019;0
;4121;1;4271;2020;0
;4120;1;1009;2012;0
;4120;1;1221;2017;0
;4119;1;49;2011;0
;4119;1;152;2014;0
;4119;1;141;2019;0
;4118;1;361;2011;0
;4118;1;1099;2012;0
;4118;;;2017;0
;4117;1;191;2011;0
;4117;1;728;2014;0
;4117;1;607;2019;0
;4116;1;912;2011;0
;4116;1;3498;2014;0
;4116;1;3456;2019;0
;4115;1;653;2011;0
;4115;1;2009;2014;0
;4115;;;2019;0
;4114;1;599;2011;0
;4114;1;2117;2014;0
;4114;1;2322;2019;0
;4113;1;6215;2012;0
;4113;1;7727;2017;0
;4112;1;815;2011;0
;4112;1;2246;2014;0
;4112;1;2507;2019;0
;4111;1;7795;2014;0
;4111;1;9824;2019;0
;4110;1;222;2011;0
;4110;1;519;2014;0
;4110;1;658;2019;0
;4109;1;3595;2011;0
;4109;1;7849;2014;0
;4109;1;10088;2019;0
;4108;1;281;2017;0
;4107;1;436;2017;0
;4106;1;193;2011;0
;4106;1;777;2014;0
;4106;1;793;2019;0
;4105;1;12485;2017;0
;4104;1;4619;2011;0
;4104;1;14296;2014;0
;4104;1;18357;2019;0
;4103;1;486;2014;0
;4103;1;533;2019;0
;4103;1;560;2011;0
;4103;1;2172;2014;0
;4103;1;2159;2019;0
;4102;1;5302;2017;0
;4102;1;8685;2017;0
;4101;1;996;2011;0
;4101;1;3083;2014;0
;4101;1;4068;2019;0
;4100;1;7921;2017;0
;4099;1;1209;2014;0
;4099;1;1694;2019;0
;4098;1;790;2012;0
;4098;1;852;2017;0
;4097;1;2069;2011;0
;4097;1;6261;2014;0
;4097;1;7456;2019;0
;4096;1;3515;2012;0
;4096;1;5266;2017;0
;4095;1;27;2012;0
;4095;1;232;2017;0
;4094;1;909;2014;0
;4094;1;1183;2019;0
;4093;1;233;2012;0
;4093;1;517;2017;0
;4092;1;1759;2011;0
;4092;1;5326;2014;0
;4092;1;7350;2019;0
;4091;1;869;2012;0
;4091;1;2132;2017;0
;4090;1;13;2011;0
;4090;1;62;2014;0
;4090;1;308;2019;0
;4089;1;92;2017;0
;4088;1;638;2011;0
;4088;1;2285;2014;0
;4088;1;2595;2019;0
;4087;1;1665;2011;0
;4087;1;6105;2012;0
;4087;1;5798;2014;0
;4087;;;2019;0
;4087;;;2020;0
;4086;1;460;2011;0
;4086;1;1514;2014;0
;4086;1;1736;2019;0
;4085;1;221;2011;0
;4085;1;811;2012;0
;4085;;;2015;0
;4085;1;958;2017;0
;4085;;;2020;0
;4084;1;543;2014;0
;4084;;;2019;0
;4084;1;646;2020;0
;4084;1;4745;2014;0
;4084;1;4533;2020;0
;4083;1;58;2017;0
;4083;;;2020;0
;4082;1;18925;2014;0
;4082;;;2019;0
;4082;1;11010;2020;0
;4081;1;222;2011;0
;4081;1;773;2012;0
;4081;1;738;2014;0
;4081;;;2019;0
;4081;;;2020;0
;4080;1;17;2011;0
;4080;1;30;2014;0
;4080;;;2018;0
;4080;1;81;2019;0
;4079;1;1213;2011;0
;4079;1;4032;2012;0
;4079;1;2791;2014;0
;4079;;;2019;0
;4079;1;1291;2020;0
;4078;1;184;2011;0
;4078;1;573;2014;0
;4078;;;2018;0
;4078;1;868;2019;0
;4077;1;69;2012;0
;4077;1;418;2012;0
;4077;1;352;2017;0
;4077;1;553;2017;0
;4077;1;40;2020;0
;4077;1;447;2020;0
;4076;1;7002;2014;0
;4076;;;2018;0
;4076;1;8486;2019;0
;4076;;;2020;0
;4075;1;30;2012;0
;4075;1;94;2015;0
;4075;;;2016;0
;4075;1;216;2017;0
;4075;;;2018;0
;4075;1;269;2020;0
;4074;1;714;2014;0
;4074;;;2018;0
;4074;1;1421;2019;0
;4074;;;2020;0
;4073;1;254;2011;0
;4073;1;765;2014;0
;4073;1;907;2018;0
;4073;;;2019;0
;4073;;;2020;0
;4072;1;2181;2014;0
;4072;;;2018;0
;4072;1;2617;2019;0
;4072;;;2020;0
;4071;1;3439;2011;0
;4071;1;12574;2012;0
;4071;1;11842;2014;0
;4071;1;13402;2018;0
;4071;;;2020;0
;4070;1;4855;2014;0
;4070;;;2018;0
;4070;1;5640;2019;0
;4070;;;2020;0
;4069;1;459;2017;0
;4069;;;2017;0
;4068;1;86;2011;0
;4068;1;307;2012;0
;4068;;;2014;0
;4068;1;361;2018;0
;4068;;;2020;0
;4067;1;760;2011;0
;4067;1;218;2011;0
;4067;1;2678;2014;0
;4067;1;963;2014;0
;4067;1;3406;2018;0
;4067;1;1535;2018;0
;4067;;;2019;0
;4067;;;2020;0
;4066;1;157;2011;0
;4066;1;568;2012;0
;4066;;;2014;0
;4066;1;580;2018;0
;4066;;;2020;0
;4065;1;8995;2014;0
;4065;;;2018;0
;4065;1;11169;2019;0
;4065;1;10701;2020;0
;4064;1;833;2017;0
;4064;;;2017;0
;4063;1;1083;2017;0
;4063;;;2017;0
;4062;1;1944;2014;0
;4062;;;2018;0
;4062;;;2019;0
;4062;1;1864;2020;0
;4061;1;5297;2017;0
;4061;;;2017;0
;4060;1;2258;2014;0
;4060;;;2018;0
;4060;;;2019;0
;4060;1;2530;2020;0
;4059;1;3215;2012;0
;4059;1;3499;2015;0
;4059;1;2984;2018;0
;4059;1;2999;2020;0
;4058;1;1259;2014;0
;4058;1;1315;2018;0
;4058;1;1338;2019;0
;4058;1;1310;2020;0
;4057;1;645;2014;0
;4057;1;661;2018;0
;4057;1;665;2019;0
;4057;1;661;2020;0
;4056;1;210;2017;0
;4056;;;2017;0
;4055;1;5085;2014;0
;4055;1;6010;2018;0
;4055;1;6307;2019;0
;4055;;;2020;0
;4054;1;508;2017;0
;4054;;;2017;0
;4054;1;457;2019;0
;4053;1;420;2014;0
;4053;1;820;2018;0
;4053;;;2020;0
;4053;1;2454;2014;0
;4053;1;3592;2018;0
;4053;;;2019;0
;4052;;;2015;0
;4052;1;4854;2017;0
;4052;1;4559;2019;0
;4052;;;2020;0
;4051;1;9061;2015;0
;4051;1;8903;2016;0
;4051;;;2017;0
;4051;1;8862;2020;0
;4050;1;2783;2015;0
;4050;1;2705;2016;0
;4050;;;2017;0
;4050;1;2544;2020;0
;4049;1;11624;2014;0
;4049;1;10329;2018;0
;4049;;;2019;0
;4048;1;1796;2015;0
;4048;1;1753;2016;0
;4048;;;2017;0
;4048;1;1703;2020;0
;4047;1;4713;2014;0
;4047;1;6351;2018;0
;4047;;;2019;0
;4046;1;2243;2015;0
;4046;1;2127;2016;0
;4046;;;2017;0
;4046;1;2288;2020;0
;4045;1;5823;2012;0
;4045;1;7660;2015;0
;4045;1;6738;2018;0
;4045;1;8410;2020;0
;4044;1;1427;2014;0
;4044;1;1684;2018;0
;4044;;;2019;0
;4043;1;10557;2015;0
;4043;1;10254;2016;0
;4043;1;10918;2017;0
;4043;1;10694;2020;0
;4042;1;1892;2015;0
;4042;1;1849;2016;0
;4042;1;1883;2020;0
;4041;1;1753;2015;0
;4041;1;1670;2016;0
;4041;;;2018;0
;4041;1;1768;2020;0
;4041;1;684;2015;0
;4041;1;666;2016;0
;4041;1;685;2020;0
;4040;1;268;2014;0
;4040;1;307;2018;0
;4040;;;2019;0
;4039;1;653;2014;0
;4039;1;729;2018;0
;4039;;;2019;0
;4038;1;8420;2015;0
;4038;1;8138;2016;0
;4038;1;7155;2020;0
;4037;1;352;2014;0
;4037;1;406;2018;0
;4037;;;2019;0
;4036;1;9653;2015;0
;4036;1;8988;2016;0
;4036;1;8960;2020;0
;4035;1;1364;2014;0
;4035;1;1401;2018;0
;4035;;;2019;0
;4034;1;6118;2015;0
;4034;1;5795;2016;0
;4034;;;2017;0
;4034;1;5895;2020;0
;4033;1;29;2015;0
;4033;1;26;2016;0
;4033;1;33;2020;0
;4032;1;5606;2015;0
;4032;1;5307;2016;0
;4032;;;2017;0
;4032;1;5024;2020;0
;4031;1;649;2014;0
;4031;1;678;2018;0
;4031;;;2019;0
;4031;;;2020;0
;4030;1;1784;2014;0
;4030;1;2291;2018;0
;4030;;;2019;0
;4030;;;2020;0
;4029;1;560;2014;0
;4029;1;573;2018;0
;4028;1;9249;2015;0
;4028;1;9022;2016;0
;4028;;;2018;0
;4028;1;9125;2020;0
;4027;1;1956;2012;0
;4027;1;2200;2015;0
;4027;1;2082;2018;0
;4027;1;2107;2020;0
;4026;1;2631;2014;0
;4026;1;2591;2018;0
;4025;1;3739;2012;0
;4025;1;3692;2018;0
;4025;;;2020;0
;4024;1;328;2014;0
;4024;1;364;2018;0
;4023;1;1788;2012;0
;4023;1;2228;2015;0
;4023;1;2074;2018;0
;4023;1;2310;2020;0
;4022;1;78;2014;0
;4022;1;77;2018;0
;4021;1;988;2012;0
;4021;1;1132;2015;0
;4021;1;1115;2018;0
;4021;1;1178;2020;0
;4020;1;3473;2014;0
;4020;1;4084;2018;0
;4019;1;6544;2012;0
;4019;1;7491;2018;0
;4019;;;2020;0
;4018;1;1649;2014;0
;4018;1;1952;2018;0
;4017;1;154;2012;0
;4017;1;208;2015;0
;4017;1;183;2018;0
;4017;1;295;2020;0
;4016;1;10150;2014;0
;4016;1;12745;2018;0
;4015;1;1672;2015;0
;4015;1;1663;2016;0
;4015;1;1664;2020;0
;4014;1;3780;2015;0
;4014;1;3753;2016;0
;4014;1;3668;2019;0
;4014;;;2020;0
;4013;1;2470;2014;0
;4013;1;2672;2018;0
;4013;1;6467;2014;0
;4013;1;7068;2018;0
;4012;1;2112;2012;0
;4012;1;2363;2015;0
;4012;1;2979;2018;0
;4012;1;4601;2020;0
;4011;1;1319;2014;0
;4011;1;1324;2018;0
;4010;1;1743;2012;0
;4010;1;1983;2015;0
;4010;1;2535;2018;0
;4010;1;3361;2020;0
;4009;1;37036;2014;0
;4009;1;36184;2018;0
;4008;1;6923;2015;0
;4008;1;6925;2016;0
;4008;;;2018;0
;4008;1;6957;2020;0
;4007;1;2418;2015;0
;4007;1;2347;2016;0
;4007;;;2017;0
;4007;1;2093;2019;0
;4006;1;1754;2014;0
;4006;1;2510;2018;0
;4005;1;3587;2012;0
;4005;1;3893;2018;0
;4005;;;2020;0
;4004;1;4470;2012;0
;4004;1;4823;2018;0
;4004;;;2020;0
;4003;1;1930;2012;0
;4003;1;2122;2018;0
;4003;;;2020;0
;4002;1;406;2012;0
;4002;1;663;2018;0
;4002;;;2020;0
;4001;1;938;2014;0
;4001;1;1379;2018;0
;4000;1;5409;2015;0
;4000;1;4571;2016;0
;4000;;;2018;0
;4000;1;4278;2020;0
;3999;1;841;2015;0
;3999;1;813;2016;0
;3999;;;2017;0
;3999;1;788;2019;0
;3998;1;2047;2015;0
;3998;1;1834;2016;0
;3998;;;2018;0
;3998;1;1854;2020;0
;3997;1;1253;2015;0
;3997;1;1270;2016;0
;3997;;;2017;0
;3997;1;1042;2019;0
;3997;1;3309;2015;0
;3997;1;3307;2016;0
;3997;1;1972;2019;0
;3996;1;9722;2015;0
;3996;1;9710;2016;0
;3996;;;2017;0
;3996;1;9614;2020;0
;3995;1;2385;2015;0
;3995;1;1912;2016;0
;3995;;;2017;0
;3995;1;1635;2019;0
;3994;1;3999;2015;0
;3994;1;3958;2016;0
;3994;;;2017;0
;3994;1;4165;2020;0
;3993;1;2278;2015;0
;3993;1;2241;2016;0
;3993;;;2017;0
;3993;1;2259;2020;0
;3992;1;2318;2015;0
;3992;1;2274;2016;0
;3992;;;2017;0
;3992;1;2400;2020;0
;3991;1;1567;2015;0
;3991;1;1566;2016;0
;3991;;;2017;0
;3991;1;1543;2020;0
;3990;1;2867;2015;0
;3990;1;2814;2016;0
;3990;;;2017;0
;3990;1;2657;2019;0
;3989;1;11214;2015;0
;3989;1;11136;2016;0
;3989;;;2017;0
;3989;1;10884;2019;0
;3988;1;7362;2015;0
;3988;1;7330;2016;0
;3988;;;2017;0
;3988;1;6726;2020;0
;3987;1;4037;2015;0
;3987;1;4135;2016;0
;3987;;;2017;0
;3987;1;4177;2020;0
;3986;1;2082;2015;0
;3986;1;2086;2016;0
;3986;1;2003;2017;0
;3986;1;2049;2019;0
;3986;;;2020;0
;3986;1;3419;2015;0
;3986;1;3411;2016;0
;3986;1;3291;2017;0
;3986;1;3351;2019;0
;3985;1;2849;2015;0
;3985;1;2843;2016;0
;3985;1;2803;2017;0
;3985;1;2809;2019;0
;3985;;;2020;0
;3984;1;874;2015;0
;3984;1;877;2016;0
;3984;1;865;2017;0
;3984;1;860;2019;0
;3984;;;2020;0
;3983;1;929;2015;0
;3983;1;925;2016;0
;3983;1;922;2017;0
;3983;1;922;2019;0
;3983;;;2020;0
;3982;1;30890;2015;0
;3982;1;30791;2016;0
;3982;1;27852;2017;0
;3982;1;27645;2019;0
;3982;;;2020;0
;3981;1;10399;2015;0
;3981;1;10197;2016;0
;3981;1;9731;2017;0
;3981;1;9631;2019;0
;3981;;;2020;0
;3980;1;914;2011;0
;3980;1;3406;2017;0
;3980;1;3149;2018;0
;3979;1;7611;2012;0
;3979;1;8805;2017;0
;3978;1;34529;2012;0
;3978;1;37465;2017;0
;3977;1;9211;2012;0
;3977;1;10092;2017;0
;3976;1;36;2011;0
;3976;1;119;2018;0
;3975;1;196;2011;0
;3975;1;809;2018;0
;3974;1;1117;2012;0
;3974;1;1754;2017;0
;3973;1;298;2011;0
;3973;1;1273;2018;0
;3972;1;103;2011;0
;3972;1;385;2018;0
;3971;1;173;2011;0
;3971;1;692;2018;0
;3970;1;91;2011;0
;3970;1;353;2018;0
;3969;1;1381;2011;0
;3969;1;5458;2018;0
;3968;1;263;2011;0
;3968;1;870;2018;0
;3967;1;307;2011;0
;3967;1;1227;2018;0
;3966;1;199;2011;0
;3966;1;938;2018;0
;3965;1;773;2011;0
;3965;1;2721;2018;0
;3964;1;213;2011;0
;3964;1;796;2018;0
;3963;1;681;2012;0
;3963;1;739;2017;0
;3962;1;686;2011;0
;3962;1;2843;2017;0
;3962;;;2018;0
;3961;1;89;2011;0
;3961;1;358;2017;0
;3961;;;2018;0
;3960;1;669;2011;0
;3960;1;2999;2017;0
;3960;;;2018;0
;3959;1;25113;2012;0
;3959;1;26086;2020;0
;3958;1;1336;2012;0
;3958;1;1422;2020;0
;3957;1;1002;2012;0
;3957;1;1066;2020;0
;3956;1;3911;2012;0
;3956;1;3843;2014;0
;3956;1;4130;2020;0
;3955;1;553;2009;0
;3955;1;1096;2014;0
;3955;1;1314;2016;0
;3954;;;2009;0
;3954;1;4568;2014;0
;3954;1;4767;2016;0
;3953;1;3421;2011;0
;3953;;;2014;0
;3952;1;61;2011;0
;3952;;;2014;0
;3951;1;6462;2011;0
;3951;;;2014;0
;3951;1;4117;2018;0
;3950;1;9126;2013;0
;3950;1;9733;2018;0
;3949;1;642;2013;0
;3949;1;651;2018;0
;3948;1;535;2013;0
;3948;1;495;2018;0
;3947;1;2048;2013;0
;3947;1;2190;2018;0
;3946;1;549;2013;0
;3946;1;578;2018;0
;3945;1;902;2014;0
;3944;1;77;2014;0
;3943;1;284;2014;0
;3942;1;2418;2014;0
;3941;1;3203;2014;0
;3940;1;9799;2009;0
;3940;1;9665;2014;0
;3940;1;9347;2016;0
;3939;;;2009;0
;3939;1;673;2014;0
;3939;;;2016;0
;3938;;;2009;0
;3938;1;60;2014;0
;3938;;;2016;0
;3937;;;2009;0
;3937;1;84;2014;0
;3937;;;2016;0
;3936;;;2009;0
;3936;1;1085;2014;0
;3936;;;2016;0
;3935;1;417;2009;0
;3935;1;464;2014;0
;3935;1;286;2016;0
;3934;1;29;2014;0
;3934;1;34;2016;0
;3933;1;19;2014;0
;3933;1;21;2016;0
;3932;1;783;2014;0
;3932;1;742;2016;0
;3931;1;306;2014;0
;3931;1;246;2016;0
;3930;1;1507;2014;0
;3930;1;1496;2016;0
;3929;1;52;2014;0
;3928;;;2014;0
;3927;1;2369;2014;0
;3927;1;2303;2016;0
;3926;;;2011;0
;3926;1;232;2014;0
;3926;;;2014;0
;3925;1;676;2014;0
;3925;1;616;2016;0
;3924;1;9212;2014;0
;3924;1;9403;2016;0
;3923;1;1031;2014;0
;3923;1;1004;2016;0
;3922;1;3173;2014;0
;3921;1;1288;2011;0
;3920;1;1618;2011;0
;3919;1;4;2011;0
;3918;1;616;2011;0
;3917;1;155;2011;0
;3916;1;3088;2011;0
;3915;1;398;2011;0
;3914;1;434;2011;0
;3913;1;1352;2011;0
;3912;1;5902;2011;0
;3912;;;2014;0
;3911;1;150;2011;0
;3910;1;196;2011;0
;3910;;;2014;0
;3909;1;3072;2011;0
;3908;1;426;2011;0
;3907;1;122;2011;0
;3906;1;1362;2011;0
;3905;1;1;2011;0
;3904;1;4749;2011;0
;3903;1;925;2011;0
;3902;1;321;2011;0
;3901;1;184;2011;0
;3900;1;4018;2011;0
;3899;1;3610;2011;0
;3898;1;50;2011;0
;3897;1;373;2011;0
;3897;;;2017;0
;3897;;;2021;0
;3896;1;212;2011;0
;3896;;;2017;0
;3896;;;2021;0
;3895;1;8958;2011;0
;3895;;;2017;0
;3895;;;2021;0
;3894;1;3431;2011;0
;3894;1;3917;2017;0
;3894;1;3553;2021;0
;3893;1;10936;2011;0
;3893;1;13718;2017;0
;3893;1;11831;2021;0
;3892;1;1462;2011;0
;3892;1;1952;2017;0
;3892;1;1705;2021;0
;3891;1;716;2011;0
;3891;1;952;2017;0
