OBJECTID_1;FID_new;max;sum;vuosi;Id
;2347;1;841;2015;0
;2346;1;3114;2013;0
;2346;1;3278;2015;0
;2346;;;2018;0
;2346;1;7986;2013;0
;2346;1;8620;2015;0
;2346;1;8441;2018;0
;2345;1;699;2013;0
;2345;1;726;2015;0
;2345;;;2018;0
;2344;1;199;2013;0
;2344;1;238;2015;0
;2343;1;2471;2013;0
;2343;1;2384;2015;0
;2343;;;2018;0
;2342;1;843;2013;0
;2342;1;843;2015;0
;2342;;;2018;0
;2341;1;2178;2012;0
;2341;1;2707;2018;0
;2340;1;3878;2012;0
;2340;1;5113;2018;0
;2339;1;2114;2013;0
;2339;1;2196;2018;0
;2338;1;4301;2013;0
;2338;1;4641;2018;0
;2337;1;1632;2013;0
;2337;1;1418;2018;0
;2336;1;1880;2018;0
;2335;1;1647;2013;0
;2335;1;1910;2018;0
;2334;1;84;2013;0
;2334;1;184;2018;0
;2333;1;1118;2013;0
;2333;1;1142;2015;0
;2333;;;2018;0
;2332;1;35244;2013;0
;2332;1;29740;2015;0
;2332;;;2018;0
;2331;1;488;2013;0
;2331;1;503;2015;0
;2331;;;2018;0
;2330;1;742;2013;0
;2330;1;758;2015;0
;2330;;;2018;0
;2329;1;1103;2013;0
;2329;1;1193;2015;0
;2328;1;1418;2013;0
;2328;1;1521;2018;0
;2327;1;2177;2012;0
;2327;1;2188;2018;0
;2326;1;1272;2012;0
;2326;1;1290;2018;0
;2325;1;172;2012;0
;2325;1;202;2018;0
;2324;;;2015;0
;2324;1;2367;2018;0
;2323;;;2015;0
;2323;1;1045;2018;0
;2322;1;1118;2012;0
;2322;1;1165;2018;0
;2321;1;647;2012;0
;2321;1;651;2018;0
;2320;1;274;2012;0
;2320;1;320;2018;0
;2319;1;492;2013;0
;2319;1;563;2015;0
;2318;1;533;2013;0
;2318;1;594;2015;0
;2317;1;378;2013;0
;2317;1;509;2015;0
;2316;1;383;2013;0
;2316;1;415;2015;0
;2315;1;1067;2013;0
;2315;1;1143;2015;0
;2314;1;175;2013;0
;2314;1;195;2015;0
;2313;1;3753;2013;0
;2313;1;4003;2015;0
;2313;1;4239;2018;0
;2312;1;3901;2013;0
;2312;1;4188;2015;0
;2312;1;4363;2018;0
;2312;1;8984;2013;0
;2312;1;9451;2015;0
;2312;1;8794;2018;0
;2311;1;97;2013;0
;2311;1;47;2015;0
;2311;1;57;2018;0
;2310;;;2015;0
;2310;1;794;2018;0
;2309;1;1622;2013;0
;2309;1;1707;2015;0
;2309;1;1794;2018;0
;2309;1;5255;2013;0
;2309;1;5665;2015;0
;2309;1;4672;2018;0
;2308;1;735;2013;0
;2308;1;384;2015;0
;2308;1;402;2018;0
;2307;1;2440;2013;0
;2307;1;2775;2015;0
;2307;1;2668;2018;0
;2307;1;1376;2013;0
;2307;1;1873;2015;0
;2307;;;2018;0
;2306;1;2201;2013;0
;2306;1;2250;2015;0
;2306;1;1937;2018;0
;2305;1;828;2013;0
;2305;1;928;2018;0
;2304;1;378;2012;0
;2304;1;424;2018;0
;2303;1;350;2012;0
;2303;1;352;2018;0
;2302;1;2384;2013;0
;2302;1;2590;2018;0
;2301;1;1021;2013;0
;2301;1;1066;2015;0
;2301;1;942;2018;0
;2300;1;24726;2013;0
;2300;1;23126;2015;0
;2300;;;2018;0
;2299;1;1721;2012;0
;2299;1;1613;2018;0
;2298;1;112;2013;0
;2298;1;103;2015;0
;2298;;;2018;0
;2297;1;4201;2013;0
;2297;1;3984;2018;0
;2296;1;10747;2012;0
;2296;1;14131;2018;0
;2295;1;4476;2012;0
;2295;1;6281;2018;0
;2294;1;5259;2013;0
;2294;1;4158;2015;0
;2294;1;4226;2018;0
;2293;1;18790;2013;0
;2293;1;14915;2015;0
;2293;1;15328;2018;0
;2292;1;13409;2013;0
;2292;1;9643;2015;0
;2292;1;9610;2018;0
;2291;1;7292;2013;0
;2291;1;7921;2015;0
;2291;1;7674;2018;0
;2290;1;5608;2012;0
;2290;1;7782;2018;0
;2289;1;440;2012;0
;2289;1;415;2018;0
;2288;1;98;2012;0
;2288;1;115;2018;0
;2287;1;5711;2018;0
;2286;1;101;2013;0
;2286;1;118;2015;0
;2286;1;51;2018;0
;2285;1;476;2013;0
;2285;1;504;2015;0
;2285;1;501;2018;0
;2284;1;564;2013;0
;2284;1;641;2015;0
;2284;1;685;2018;0
;2283;1;42;2013;0
;2283;1;45;2015;0
;2283;1;56;2018;0
;2282;1;15258;2013;0
;2282;1;15856;2015;0
;2282;1;15480;2018;0
;2281;1;13;2018;0
;2280;1;2447;2018;0
;2279;1;1160;2018;0
;2278;1;868;2013;0
;2278;1;1037;2018;0
;2277;1;202;2013;0
;2277;1;281;2018;0
;2276;1;4030;2018;0
;2276;1;2018;2012;0
;2275;1;548;2013;0
;2275;1;380;2018;0
;2274;1;5837;2013;0
;2274;1;4729;2018;0
;2273;1;5216;2013;0
;2273;1;4244;2018;0
;2272;1;339;2013;0
;2272;;;2015;0
;2272;1;382;2018;0
;2271;1;3921;2012;0
;2271;1;4711;2018;0
;2270;1;1989;2013;0
;2270;;;2015;0
;2270;1;1505;2018;0
;2269;1;10965;2018;0
;2268;1;620;2013;0
;2268;1;717;2015;0
;2268;1;858;2018;0
;2267;1;1489;2013;0
;2267;1;1561;2015;0
;2267;1;1616;2018;0
;2266;1;75;2013;0
;2266;1;95;2018;0
;2265;1;2073;2013;0
;2265;1;2367;2018;0
;2264;1;1846;2013;0
;2264;1;1797;2018;0
;2263;1;1676;2013;0
;2263;1;1363;2018;0
;2262;1;1875;2013;0
;2262;1;1310;2018;0
;2261;1;2238;2013;0
;2261;1;2158;2018;0
;2260;;;2013;0
;2260;1;1968;2018;0
;2259;1;4325;2013;0
;2259;1;4166;2018;0
;2258;1;738;2013;0
;2258;1;703;2018;0
;2257;1;482;2013;0
;2257;1;516;2018;0
;2256;1;418;2018;0
;2255;1;4184;2018;0
;2254;1;719;2018;0
;2253;1;2600;2018;0
;2252;1;211;2018;0
;2251;1;1794;2018;0
;2250;1;2560;2018;0
;2249;1;3493;2018;0
;2248;1;5025;2018;0
;2247;1;65;2018;0
;2246;1;3543;2018;0
;2245;1;4623;2018;0
;2244;1;6008;2018;0
;2243;1;138;2015;0
;2243;1;141;2018;0
;2242;1;10790;2015;0
;2242;1;11098;2018;0
;2241;1;3671;2015;0
;2241;1;4242;2018;0
;2240;1;8484;2015;0
;2240;1;9243;2018;0
;2239;1;2080;2015;0
;2239;1;2238;2018;0
;2238;1;378;2015;0
;2238;1;395;2018;0
;2237;1;4128;2018;0
;2236;1;10279;2018;0
;2235;1;6558;2018;0
;2234;1;232;2018;0
;2233;1;2461;2018;0
;2232;1;4458;2018;0
;2231;;;2015;0
;2231;1;9721;2018;0
;2230;1;1529;2018;0
;2229;;;2015;0
;2229;1;7635;2018;0
;2228;1;1552;2018;0
;2227;1;3868;2015;0
;2227;;;2018;0
;2226;1;5874;2015;0
;2226;1;5824;2016;0
;2226;1;5750;2017;0
;2226;1;5723;2017;0
;2226;1;5686;2019;0
;2225;1;361;2015;0
;2225;1;207;2016;0
;2225;;;2017;0
;2225;1;198;2017;0
;2225;1;200;2019;0
;2224;1;793;2011;0
;2224;1;215;2017;0
;2224;1;202;2017;0
;2224;1;210;2019;0
;2223;1;1492;2011;0
;2223;1;1790;2017;0
;2223;1;1776;2019;0
;2222;1;3664;2011;0
;2222;1;4414;2017;0
;2222;1;4315;2017;0
;2222;1;4439;2019;0
;2221;1;561;2011;0
;2221;1;1252;2017;0
;2221;1;1313;2019;0
;2220;1;3946;2011;0
;2220;1;5854;2017;0
;2220;1;5590;2019;0
;2219;1;1906;2011;0
;2219;1;2523;2017;0
;2219;;;2017;0
;2219;1;2572;2019;0
;2218;1;3065;2011;0
;2218;1;3366;2016;0
;2218;1;3147;2017;0
;2218;1;3249;2019;0
;2217;1;2032;2011;0
;2217;1;2314;2017;0
;2217;1;2360;2017;0
;2217;1;2437;2019;0
;2216;1;6419;2011;0
;2216;1;6208;2017;0
;2216;1;6457;2019;0
;2215;1;2002;2011;0
;2215;1;2109;2017;0
;2215;1;2113;2017;0
;2215;1;2377;2019;0
;2214;1;418;2011;0
;2214;1;766;2017;0
;2214;1;785;2019;0
;2213;1;2818;2011;0
;2213;1;3533;2017;0
;2213;1;3471;2017;0
;2213;1;3645;2019;0
;2212;1;2503;2011;0
;2212;1;3082;2017;0
;2212;1;3171;2019;0
;2211;1;4421;2011;0
;2211;1;5767;2017;0
;2211;1;5602;2017;0
;2211;1;6509;2019;0
;2210;1;5652;2011;0
;2210;;;2017;0
;2210;1;6595;2019;0
;2209;1;1515;2011;0
;2209;1;1744;2019;0
;2209;;;2020;0
;2208;1;264;2011;0
;2208;1;288;2017;0
;2208;1;291;2019;0
;2208;;;2020;0
;2207;1;6259;2011;0
;2207;1;6525;2017;0
;2207;1;5809;2019;0
;2207;;;2020;0
;2206;1;4650;2011;0
;2206;1;4543;2017;0
;2206;1;4431;2019;0
;2206;;;2020;0
;2205;1;2946;2011;0
;2205;1;3329;2017;0
;2205;1;3355;2019;0
;2205;;;2020;0
;2204;1;934;2011;0
;2204;1;1095;2019;0
;2204;;;2020;0
;2203;1;902;2011;0
;2203;1;1034;2017;0
;2203;1;1140;2019;0
;2203;1;1295;2020;0
;2202;1;703;2011;0
;2202;1;723;2017;0
;2202;1;745;2019;0
;2202;1;746;2020;0
;2201;1;5365;2011;0
;2201;1;5952;2017;0
;2201;1;6066;2019;0
;2201;1;6432;2020;0
;2200;1;2943;2011;0
;2200;1;2716;2020;0
;2200;;;2019;0
;2199;1;2532;2011;0
;2199;1;3004;2020;0
;2198;1;3561;2011;0
;2198;1;2241;2020;0
;2198;1;136;2011;0
;2198;1;154;2020;0
;2197;1;10978;2011;0
;2197;1;13414;2020;0
;2196;1;319;2011;0
;2196;1;373;2020;0
;2195;1;5188;2011;0
;2195;1;6310;2020;0
;2194;1;2615;2011;0
;2194;1;2283;2020;0
;2193;1;1517;2011;0
;2193;;;2015;0
;2193;1;1820;2017;0
;2193;1;2071;2020;0
;2192;;;2011;0
;2192;;;2015;0
;2192;;;2017;0
;2192;1;17;2020;0
;2191;1;1432;2011;0
;2191;;;2015;0
;2191;1;213;2017;0
;2191;1;213;2020;0
;2190;1;155;2011;0
;2190;;;2015;0
;2190;1;330;2017;0
;2190;1;586;2020;0
;2189;1;5439;2011;0
;2189;;;2015;0
;2189;1;5704;2017;0
;2189;1;6106;2020;0
;2188;1;10525;2011;0
;2188;1;7971;2019;0
;2188;1;9110;2020;0
;2187;1;4769;2010;0
;2187;1;3791;2016;0
;2187;1;3262;2019;0
;2186;1;1593;2011;0
;2186;1;2731;2020;0
;2185;1;3704;2011;0
;2185;1;2787;2016;0
;2185;1;3572;2019;0
;2185;1;3873;2020;0
;2184;1;1946;2011;0
;2184;1;2387;2020;0
;2183;1;2290;2011;0
;2183;;;2015;0
;2183;1;2467;2017;0
;2183;1;2460;2020;0
;2182;1;2061;2011;0
;2182;;;2015;0
;2182;1;2509;2017;0
;2182;1;2633;2020;0
;2181;1;1341;2011;0
;2181;1;1346;2019;0
;2181;1;1413;2020;0
;2181;1;1451;2016;0
;2180;1;1165;2011;0
;2180;1;1175;2019;0
;2180;1;1216;2020;0
;2180;1;1243;2016;0
;2179;1;286;2011;0
;2179;1;240;2019;0
;2179;1;282;2020;0
;2179;1;294;2016;0
;2178;1;3942;2011;0
;2178;1;4085;2019;0
;2178;1;4166;2020;0
;2178;1;4230;2016;0
;2177;1;1642;2011;0
;2177;1;1782;2019;0
;2177;1;2029;2020;0
;2176;1;2442;2011;0
;2176;1;2649;2020;0
;2175;1;6488;2011;0
;2175;1;2932;2019;0
;2175;1;4342;2020;0
;2174;1;752;2011;0
;2174;1;135;2019;0
;2174;1;237;2020;0
;2173;1;4070;2011;0
;2173;1;4250;2020;0
;2172;1;2028;2011;0
;2172;1;2082;2020;0
;2172;1;1203;2011;0
;2172;1;1261;2020;0
;2171;1;2974;2011;0
;2171;1;3199;2020;0
;2170;1;2276;2011;0
;2170;1;2089;2019;0
;2170;1;2379;2020;0
;2169;1;7653;2011;0
;2169;1;8432;2019;0
;2169;1;9371;2020;0
;2168;1;11187;2011;0
;2168;1;11515;2020;0
;2167;1;907;2011;0
;2167;1;966;2020;0
;2166;1;1998;2011;0
;2166;1;2172;2020;0
;2165;1;588;2011;0
;2165;1;694;2020;0
;2164;1;744;2011;0
;2164;1;934;2020;0
;2163;1;222;2011;0
;2163;1;258;2020;0
;2162;1;7814;2011;0
;2162;1;7113;2020;0
;2161;1;5991;2011;0
;2161;1;6566;2019;0
;2161;1;6852;2020;0
;2160;1;1734;2011;0
;2160;1;2144;2020;0
;2159;1;2915;2011;0
;2159;1;2854;2019;0
;2159;1;2971;2020;0
;2158;1;1971;2011;0
;2158;1;280;2011;0
;2158;1;1718;2011;0
;2158;;;2015;0
;2158;1;1965;2019;0
;2158;1;278;2019;0
;2158;1;1669;2019;0
;2158;1;2039;2020;0
;2158;1;282;2020;0
;2158;1;1733;2020;0
;2157;1;2115;2011;0
;2157;;;2015;0
;2157;;;2019;0
;2157;1;2916;2020;0
;2156;1;579;2011;0
;2156;;;2015;0
;2156;;;2019;0
;2156;1;726;2020;0
;2155;1;316;2011;0
;2155;;;2015;0
;2155;1;1128;2020;0
;2154;1;9954;2011;0
;2154;;;2015;0
;2154;;;2019;0
;2154;1;18729;2020;0
;2153;1;618;2011;0
;2153;;;2015;0
;2153;1;653;2020;0
;2152;1;346;2015;0
;2152;1;445;2020;0
;2152;1;349;2011;0
;2151;1;1615;2015;0
;2151;1;1834;2020;0
;2150;1;631;2011;0
;2150;;;2015;0
;2150;;;2019;0
;2150;1;1135;2020;0
;2149;1;2978;2011;0
;2149;1;2912;2015;0
;2149;1;3750;2020;0
;2148;1;2045;2011;0
;2148;1;1921;2015;0
;2148;;;2019;0
;2148;1;2175;2020;0
;2147;1;1099;2011;0
;2147;1;1021;2015;0
;2147;;;2019;0
;2147;1;1164;2020;0
;2147;1;2129;2011;0
;2147;1;1966;2015;0
;2147;1;2278;2020;0
;2146;1;1946;2011;0
;2146;1;1841;2015;0
;2146;1;2197;2020;0
;2145;1;5231;2011;0
;2145;1;5209;2015;0
;2145;1;5788;2020;0
;2144;1;17487;2011;0
;2144;1;16380;2015;0
;2144;;;2019;0
;2144;1;15949;2020;0
;2143;1;15066;2011;0
;2143;1;14826;2015;0
;2143;1;18080;2020;0
;2142;1;3249;2011;0
;2142;1;2829;2015;0
;2142;1;4003;2020;0
;2141;1;864;2011;0
;2141;1;788;2015;0
;2141;1;418;2020;0
;2140;1;1354;2011;0
;2140;1;1306;2015;0
;2140;1;2291;2020;0
;2139;1;3630;2015;0
;2139;1;3289;2020;0
;2139;1;4251;2011;0
;2138;1;591;2015;0
;2138;1;967;2020;0
;2137;1;4610;2015;0
;2137;1;5552;2020;0
;2136;1;5143;2015;0
;2136;1;5061;2020;0
;2135;1;428;2015;0
;2135;1;472;2020;0
;2134;1;4904;2015;0
;2134;1;5056;2020;0
;2133;1;12007;2013;0
;2133;1;11757;2019;0
;2132;1;1624;2015;0
;2132;1;1978;2020;0
;2131;1;4303;2015;0
;2131;1;4657;2020;0
;2130;1;31;2015;0
;2130;1;402;2015;0
;2130;1;41;2020;0
;2130;1;554;2020;0
;2129;1;2123;2015;0
;2129;1;2658;2020;0
;2128;1;1131;2010;0
;2128;1;3165;2014;0
;2128;1;4510;2018;0
;2128;1;4289;2019;0
;2128;1;4657;2020;0
;2127;1;1112;2013;0
;2127;1;1010;2019;0
;2127;;;2021;0
;2126;1;852;2013;0
;2126;1;499;2019;0
;2126;;;2021;0
;2125;1;1774;2010;0
;2125;1;8618;2014;0
;2125;1;8641;2018;0
;2125;1;8767;2019;0
;2125;;;2020;0
;2124;1;882;2010;0
;2124;1;4175;2014;0
;2124;1;4136;2018;0
;2124;1;4139;2019;0
;2124;;;2020;0
;2123;1;5655;2014;0
;2123;1;5062;2015;0
;2123;;;2019;0
;2123;;;2020;0
;2122;1;1;2010;0
;2122;1;7;2014;0
;2122;1;7;2018;0
;2122;1;7;2019;0
;2122;;;2020;0
;2121;1;732;2015;0
;2121;;;2020;0
;2120;1;297;2010;0
;2120;1;2352;2014;0
;2120;1;3350;2018;0
;2120;1;3542;2019;0
;2120;;;2020;0
;2119;1;4616;2015;0
;2119;;;2019;0
;2119;;;2020;0
;2118;1;1155;2010;0
;2118;;;2013;0
;2118;1;4496;2019;0
;2118;1;5052;2021;0
;2117;1;733;2010;0
;2117;1;3135;2014;0
;2117;1;3154;2018;0
;2117;1;3180;2019;0
;2116;1;1650;2010;0
;2116;1;6034;2015;0
;2116;;;2019;0
;2115;1;737;2010;0
;2115;1;3221;2013;0
;2115;1;3162;2019;0
;2115;1;3228;2021;0
;2114;1;376;2013;0
;2114;1;372;2019;0
;2114;1;378;2021;0
;2113;1;245;2010;0
;2113;1;1232;2014;0
;2113;1;930;2015;0
;2113;1;1298;2019;0
;2112;1;1802;2013;0
;2112;1;1671;2019;0
;2112;1;1831;2021;0
;2111;1;1010;2010;0
;2111;1;4033;2014;0
;2111;1;4072;2018;0
;2111;1;3732;2019;0
;2111;;;2021;0
;2110;1;110;2010;0
;2110;1;503;2014;0
;2110;1;471;2018;0
;2110;1;475;2019;0
;2109;1;1843;2010;0
;2109;1;7487;2014;0
;2109;1;7352;2018;0
;2109;1;7388;2019;0
;2108;1;2360;2010;0
;2108;1;10187;2014;0
;2108;;;2018;0
;2108;1;10181;2019;0
;2108;;;2021;0
;2107;1;3333;2013;0
;2107;;;2019;0
;2107;1;3125;2021;0
;2106;1;1859;2010;0
;2106;;;2019;0
;2106;1;8210;2021;0
;2105;1;222;2010;0
;2105;1;991;2014;0
;2105;1;873;2018;0
;2105;1;962;2019;0
;2104;1;171;2010;0
;2104;;;2019;0
;2104;1;710;2021;0
;2103;1;639;2013;0
;2103;;;2018;0
;2103;1;777;2021;0
;2102;1;1087;2013;0
;2102;;;2018;0
;2102;1;1220;2021;0
;2101;1;977;2010;0
;2101;1;3780;2013;0
;2101;;;2018;0
;2101;1;4002;2021;0
;2100;1;768;2010;0
;2100;1;4139;2015;0
;2100;;;2019;0
;2099;1;87;2010;0
;2099;;;2013;0
;2099;;;2018;0
;2099;1;3879;2021;0
;2099;1;601;2010;0
;2099;;;2019;0
;2099;1;3466;2021;0
;2098;1;1446;2010;0
;2098;1;5365;2014;0
;2098;1;4907;2018;0
;2098;1;4873;2019;0
;2097;1;81;2010;0
;2097;;;2013;0
;2097;;;2018;0
;2097;1;1327;2021;0
;2096;1;3665;2013;0
;2096;;;2018;0
;2096;1;4128;2021;0
;2095;1;3718;2010;0
;2095;1;11433;2014;0
;2095;1;10491;2018;0
;2095;1;10483;2019;0
;2094;1;490;2010;0
;2094;1;2259;2014;0
;2094;1;2055;2019;0
;2094;;;2021;0
;2093;1;523;2010;0
;2093;;;2013;0
;2093;;;2018;0
;2093;1;2050;2021;0
;2092;1;306;2010;0
;2092;;;2013;0
;2092;;;2018;0
;2092;1;1162;2021;0
;2091;1;986;2010;0
;2091;1;4739;2014;0
;2091;1;4844;2018;0
;2091;1;4738;2019;0
;2090;1;6870;2013;0
;2090;;;2018;0
;2090;1;6460;2021;0
;2089;1;135;2010;0
;2089;;;2013;0
;2089;;;2018;0
;2089;1;519;2021;0
;2088;1;479;2013;0
;2088;1;714;2018;0
;2088;1;893;2021;0
;2087;1;37;2010;0
;2087;;;2018;0
;2087;1;173;2021;0
;2087;1;256;2010;0
;2087;;;2013;0
;2087;1;1472;2021;0
;2086;1;5351;2013;0
;2086;1;6902;2018;0
;2086;1;6892;2021;0
;2085;1;1786;2013;0
;2085;1;1708;2018;0
;2085;1;1718;2021;0
;2084;1;1422;2010;0
;2084;1;4479;2018;0
;2084;1;4766;2021;0
;2084;1;4315;2013;0
;2083;1;9;2010;0
;2083;1;43;2014;0
;2083;;;2018;0
;2083;1;66;2019;0
;2082;1;1140;2010;0
;2082;;;2018;0
;2082;1;5328;2021;0
;2081;1;2689;2010;0
;2081;1;9735;2014;0
;2081;1;9377;2019;0
;2080;1;768;2010;0
;2080;;;2018;0
;2080;1;4169;2021;0
;2079;1;1214;2010;0
;2079;;;2018;0
;2079;1;7324;2021;0
;2078;1;565;2010;0
;2078;1;2555;2014;0
;2078;1;2107;2019;0
;2077;1;5;2010;0
;2077;1;41;2014;0
;2077;1;38;2019;0
;2076;1;2473;2013;0
;2076;1;2891;2018;0
;2076;1;2901;2021;0
;2076;1;1089;2013;0
;2076;1;1326;2018;0
;2076;1;1445;2021;0
;2075;1;91;2010;0
;2075;1;441;2014;0
;2075;1;425;2019;0
;2074;1;216;2010;0
;2074;1;799;2014;0
;2074;1;790;2019;0
;2073;1;3312;2013;0
;2073;1;3462;2018;0
;2073;1;2386;2021;0
;2072;1;902;2013;0
;2072;1;2273;2018;0
;2072;1;2627;2021;0
;2071;1;1181;2010;0
;2071;1;4888;2014;0
;2071;1;4784;2019;0
;2071;;;2021;0
;2070;1;1160;2010;0
;2070;;;2019;0
;2070;1;5036;2021;0
;2069;1;2297;2010;0
;2069;;;2019;0
;2069;1;10730;2021;0
;2068;1;12642;2013;0
;2068;1;15044;2018;0
;2068;1;14921;2021;0
;2068;1;938;2013;0
;2068;1;1460;2018;0
;2068;1;1534;2021;0
;2067;1;5603;2013;0
;2067;1;7586;2018;0
;2067;1;7816;2021;0
;2066;1;1102;2010;0
;2066;;;2018;0
;2066;1;4448;2021;0
;2065;1;468;2010;0
;2065;1;1028;2010;0
;2065;;;2018;0
;2065;;;2019;0
;2065;1;1993;2021;0
;2065;1;5576;2021;0
;2064;1;4525;2013;0
;2064;1;6328;2018;0
;2064;1;6412;2021;0
;2064;1;3703;2013;0
;2064;1;4366;2018;0
;2064;1;4374;2021;0
;2063;1;2008;2013;0
;2063;1;2314;2018;0
;2063;1;2414;2021;0
;2062;1;2169;2010;0
;2062;;;2018;0
;2062;1;8441;2021;0
;2061;1;1082;2010;0
;2061;;;2019;0
;2061;1;4433;2021;0
;2060;1;1070;2010;0
;2060;1;2814;2012;0
;2060;1;4280;2014;0
;2060;;;2015;0
;2060;;;2019;0
;2059;1;809;2010;0
;2059;;;2019;0
;2059;1;3823;2021;0
;2058;1;4160;2013;0
;2058;1;4277;2018;0
;2058;1;4202;2021;0
;2057;1;926;2010;0
;2057;1;3074;2012;0
;2057;1;3784;2014;0
;2057;;;2015;0
;2057;;;2019;0
;2056;1;93;2010;0
;2056;;;2018;0
;2056;1;503;2021;0
;2055;1;1916;2010;0
;2055;1;7873;2014;0
;2054;1;7138;2013;0
;2054;1;7865;2018;0
;2054;1;7828;2021;0
;2053;1;3773;2012;0
;2053;1;4838;2013;0
;2053;;;2015;0
;2052;1;1943;2012;0
;2052;1;2608;2013;0
;2052;;;2015;0
;2051;1;201;2010;0
;2051;;;2021;0
;2050;1;1651;2010;0
;2050;1;3934;2012;0
;2050;1;5292;2014;0
;2049;1;5884;2013;0
;2049;1;7479;2018;0
;2049;1;7355;2021;0
;2048;1;1143;2013;0
;2048;1;1011;2018;0
;2048;1;948;2021;0
;2047;1;1121;2010;0
;2047;;;2018;0
;2047;1;4074;2021;0
;2046;1;298;2010;0
;2046;;;2018;0
;2046;1;404;2021;0
;2045;1;8646;2013;0
;2045;1;9217;2018;0
;2045;1;9093;2021;0
;2044;1;733;2013;0
;2044;1;967;2018;0
;2044;1;1045;2021;0
;2043;1;6524;2013;0
;2043;1;8373;2018;0
;2043;1;7813;2021;0
;2042;1;4324;2013;0
;2042;1;4491;2018;0
;2042;1;4443;2021;0
;2041;1;85;2010;0
;2041;;;2018;0
;2041;1;318;2021;0
;2041;1;875;2010;0
;2041;1;3197;2021;0
;2040;1;1112;2013;0
;2040;1;1859;2018;0
;2040;1;1859;2021;0
;2040;1;2980;2013;0
;2040;1;5358;2018;0
;2040;1;5472;2021;0
;2039;1;678;2013;0
;2039;1;796;2018;0
;2039;1;796;2021;0
;2038;1;281;2013;0
;2038;1;372;2018;0
;2038;1;382;2021;0
;2037;1;788;2010;0
;2037;1;2211;2012;0
;2037;1;3065;2014;0
;2036;1;111;2010;0
;2036;1;232;2012;0
;2036;1;517;2014;0
;2035;1;806;2010;0
;2035;1;2683;2012;0
;2035;1;3304;2014;0
;2034;1;386;2010;0
;2034;;;2021;0
;2033;1;3355;2013;0
;2033;1;4241;2018;0
;2033;1;4301;2021;0
;2032;1;492;2010;0
;2032;;;2021;0
;2031;1;346;2010;0
;2031;;;2021;0
;2030;1;839;2013;0
;2030;1;1084;2018;0
;2030;1;1089;2021;0
;2029;1;1217;2010;0
;2029;;;2021;0
;2028;1;111;2010;0
;2028;;;2021;0
;2027;1;7867;2012;0
;2027;1;8585;2013;0
;2026;1;4211;2010;0
;2026;1;10327;2012;0
;2025;1;195;2010;0
;2025;1;519;2012;0
;2024;1;903;2010;0
;2023;1;183;2010;0
;2023;1;660;2012;0
;2022;1;213;2010;0
;2022;1;233;2013;0
;2021;1;698;2010;0
;2021;1;348;2010;0
;2021;1;808;2015;0
;2021;1;424;2015;0
;2021;1;1030;2017;0
;2021;1;713;2017;0
;2021;1;978;2018;0
;2021;1;664;2018;0
;2021;1;1077;2021;0
;2021;1;963;2021;0
;2020;1;327;2010;0
;2020;1;404;2011;0
;2020;1;117;2018;0
;2020;;;2021;0
;2019;1;9257;2010;0
;2019;1;9229;2011;0
;2019;1;8569;2018;0
;2019;1;4419;2021;0
;2018;1;1342;2010;0
;2018;1;1706;2011;0
;2018;;;2021;0
;2017;1;3479;2010;0
;2017;1;2801;2011;0
;2017;;;2021;0
;2016;1;568;2010;0
;2016;1;756;2011;0
;2016;1;10;2021;0
;2015;1;802;2010;0
;2015;1;877;2011;0
;2015;1;851;2021;0
;2014;1;5980;2010;0
;2014;1;7803;2011;0
;2014;1;8215;2021;0
;2013;1;3741;2010;0
;2013;1;3740;2011;0
;2013;1;4679;2021;0
;2012;1;314;2010;0
;2012;1;546;2011;0
;2012;;;2018;0
;2012;1;643;2021;0
;2011;1;210;2010;0
;2011;1;213;2011;0
;2011;;;2018;0
;2011;1;221;2021;0
;2010;1;4489;2012;0
;2010;1;5901;2016;0
;2010;;;2020;0
;2009;1;2858;2012;0
;2009;1;3130;2016;0
;2008;1;7434;2012;0
;2008;1;7864;2016;0
;2007;1;2141;2012;0
;2007;1;5640;2016;0
;2006;1;5561;2012;0
;2006;1;7119;2016;0
;2005;1;280;2010;0
;2005;1;230;2016;0
;2005;1;2238;2010;0
;2005;1;276;2011;0
;2005;1;2217;2011;0
;2005;1;662;2016;0
;2004;1;199;2010;0
;2004;1;187;2016;0
;2004;1;124;2010;0
;2004;1;191;2011;0
;2004;1;118;2011;0
;2004;1;118;2016;0
;2003;1;4479;2010;0
;2003;1;3239;2016;0
;2002;1;10138;2010;0
;2002;1;11488;2016;0
;2001;1;4331;2010;0
;2001;1;4932;2016;0
;2000;1;4167;2010;0
;2000;1;4391;2016;0
;1999;1;3496;2010;0
;1999;1;1603;2010;0
;1999;1;5032;2011;0
;1999;1;2150;2011;0
;1998;1;1267;2012;0
;1998;1;1568;2016;0
;1997;1;9192;2010;0
;1997;1;8938;2011;0
;1997;1;9401;2021;0
;1996;1;29;2010;0
;1996;1;39;2011;0
;1996;1;41;2019;0
;1996;;;2021;0
;1995;;;2010;0
;1995;;;2011;0
;1995;1;20;2019;0
;1994;1;5931;2012;0
;1994;1;4369;2015;0
;1994;1;5490;2016;0
;1994;1;5494;2019;0
;1993;1;3336;2012;0
;1993;1;2294;2015;0
;1993;1;3288;2016;0
;1993;1;3259;2019;0
;1992;1;2232;2012;0
;1992;1;1988;2015;0
;1992;1;2338;2019;0
;1991;1;16124;2011;0
;1991;1;13521;2015;0
