ASTA_ID;pre_raster_id;vuosi;5m_sum;sum_total;canopy_percent
551;1816;2021;964;1511;63.7988087359365
555;1817;2010;926;931;99.4629430719656
552;1818;2010;1117;1137;98.2409850483729
554;1819;2010;926;931;99.4629430719656
553;1820;2010;1117;1137;98.2409850483729
555;1821;2012;621;868;71.5437788018433
552;1822;2012;860;1040;82.6923076923077
554;1823;2012;621;868;71.5437788018433
553;1824;2012;860;1040;82.6923076923077
555;1825;2015;895;931;96.1331901181525
552;1826;2015;1088;1126;96.6252220248668
554;1827;2015;895;931;96.1331901181525
553;1828;2015;1088;1126;96.6252220248668
555;1829;2017;;;0
552;1830;2017;;;0
554;1831;2017;;;0
553;1832;2017;;;0
555;1833;2021;216;931;23.2008592910849
552;1834;2021;667;1137;58.6631486367634
554;1835;2021;216;931;23.2008592910849
553;1836;2021;667;1137;58.6631486367634
580;1837;2010;416;416;100
578;1838;2010;235;237;99.1561181434599
561;1839;2010;15;15;100
558;1840;2010;569;569;100
562;1841;2010;15;15;100
557;1842;2010;569;569;100
563;1843;2010;15;15;100
556;1844;2010;569;569;100
559;1845;2010;15;15;100
577;1846;2010;6;6;100
560;1847;2010;15;15;100
564;1848;2010;15;15;100
579;1849;2010;714;716;99.7206703910614
580;1850;2012;4955;5600;88.4821428571428
578;1851;2012;2296;2912;78.8461538461539
561;1852;2012;150;150;100
558;1853;2012;7199;7915;90.953885028427
562;1854;2012;150;150;100
557;1855;2012;7199;7915;90.953885028427
563;1856;2012;150;150;100
556;1857;2012;7199;7915;90.953885028427
559;1858;2012;150;150;100
577;1859;2012;46;47;97.8723404255319
560;1860;2012;150;150;100
564;1861;2012;150;150;100
579;1862;2012;8485;10545;80.4646752015173
564;1863;2014;148;150;98.6666666666667
561;1864;2014;148;150;98.6666666666667
558;1865;2014;6981;8222;84.9063488202384
562;1866;2014;148;150;98.6666666666667
557;1867;2014;6981;8222;84.9063488202384
563;1868;2014;148;150;98.6666666666667
556;1869;2014;6981;8222;84.9063488202384
559;1870;2014;148;150;98.6666666666667
560;1871;2014;148;150;98.6666666666667
580;1881;2017;;;0
578;1882;2017;;;0
561;1883;2017;;;0
558;1884;2017;;;0
562;1885;2017;;;0
557;1886;2017;;;0
563;1887;2017;;;0
556;1888;2017;;;0
559;1889;2017;;;0
577;1890;2017;;;0
560;1891;2017;;;0
564;1892;2017;;;0
579;1893;2017;;;0
580;1894;2020;1323;5731;23.0849764439016
578;1895;2020;1029;3041;33.8375534363696
561;1896;2020;96;143;67.1328671328671
558;1897;2020;6764;8285;81.6415208207604
562;1898;2020;96;143;67.1328671328671
557;1899;2020;6764;8285;81.6415208207604
563;1900;2020;96;143;67.1328671328671
556;1901;2020;6764;8285;81.6415208207604
559;1902;2020;96;143;67.1328671328671
577;1903;2020;17;47;36.1702127659574
560;1904;2020;96;143;67.1328671328671
564;1905;2020;96;143;67.1328671328671
579;1906;2020;8293;10735;77.2519795062879
569;1907;2012;1240;2527;49.0700435298773
567;1908;2012;1196;2381;50.2309953800924
565;1909;2012;5978;9037;66.1502711076685
568;1910;2012;1240;2527;49.0700435298773
566;1911;2012;1196;2381;50.2309953800924
569;1912;2014;2636;3254;81.0079901659496
567;1913;2014;2495;3099;80.5098418844789
565;1914;2014;7894;9948;79.3526336952151
568;1915;2014;2636;3254;81.0079901659496
566;1916;2014;2495;3099;80.5098418844789
569;1922;2020;1144;3265;35.0382848392037
567;1923;2020;992;3108;31.9176319176319
565;1924;2020;7783;9973;78.0407099167753
568;1925;2020;1144;3265;35.0382848392037
566;1926;2020;992;3108;31.9176319176319
573;1927;2012;89;187;47.5935828877005
570;1928;2012;1113;2012;55.3180914512922
571;1929;2012;1113;2012;55.3180914512922
572;1930;2012;89;187;47.5935828877005
573;1931;2014;;;0
570;1932;2014;;;0
571;1933;2014;;;0
572;1934;2014;;;0
573;1939;2020;;202;0
570;1940;2020;201;2120;9.4811320754717
571;1941;2020;201;2120;9.4811320754717
572;1942;2020;;202;0
574;1943;2012;5790;9129;63.4242523825173
574;1944;2014;7704;9379;82.1409531933042
574;1946;2020;2873;9453;30.3924679995769
576;1947;2012;1459;1694;86.1275088547816
575;1948;2012;17;17;100
576;1949;2016;390;1466;26.6030013642565
575;1950;2016;9;17;52.9411764705882
576;1951;2020;;;0
575;1952;2020;;;0
580;1953;2014;4928;5727;86.0485419940632
579;1954;2014;8081;10631;76.0135452920704
578;1955;2014;2424;3016;80.3713527851459
577;1956;2014;39;47;82.9787234042553
585;1961;2010;165;165;100
581;1962;2010;493;499;98.7975951903808
584;1963;2010;165;165;100
583;1964;2010;195;195;100
582;1965;2010;195;195;100
585;1966;2012;1851;2269;81.5777875716174
581;1967;2012;5036;7323;68.7696299330875
584;1968;2012;1851;2269;81.5777875716174
583;1969;2012;2474;2827;87.5132649451716
582;1970;2012;2474;2827;87.5132649451716
581;1971;2014;650;6542;9.93579944970957
585;1973;2017;;;0
581;1974;2017;;;0
584;1975;2017;;;0
583;1976;2017;;;0
582;1977;2017;;;0
585;1978;2020;1040;2262;45.9770114942529
581;1979;2020;1411;7318;19.2812243782454
584;1980;2020;1040;2262;45.9770114942529
583;1981;2020;1312;2644;49.6217851739788
582;1982;2020;1312;2644;49.6217851739788
585;1983;2014;1842;2209;83.3861475780896
584;1984;2014;1842;2209;83.3861475780896
583;1985;2014;2515;2753;91.354885579368
582;1986;2014;2515;2753;91.354885579368
594;1991;2012;6126;10293;59.5161760419703
589;1992;2012;272;286;95.1048951048951
588;1993;2012;272;286;95.1048951048951
591;1994;2012;47;55;85.4545454545455
587;1995;2012;3100;3415;90.7759882869693
586;1996;2012;5484;5749;95.3905026961211
593;1997;2012;6126;10293;59.5161760419703
592;1998;2012;6126;10293;59.5161760419703
590;1999;2012;47;55;85.4545454545455
594;2000;2014;6062;9928;61.0596293311845
589;2001;2014;259;286;90.5594405594406
588;2002;2014;259;286;90.5594405594406
591;2003;2014;49;55;89.0909090909091
587;2004;2014;3224;3429;94.0215806357539
586;2005;2014;5222;5665;92.180052956752
593;2006;2014;6062;9928;61.0596293311845
592;2007;2014;6062;9928;61.0596293311845
590;2008;2014;49;55;89.0909090909091
594;2018;2020;353;10242;3.44659246240969
589;2019;2020;;280;0
588;2020;2020;;280;0
591;2021;2020;;55;0
587;2022;2020;527;3425;15.3868613138686
586;2023;2020;1320;5748;22.964509394572
593;2024;2020;353;10242;3.44659246240969
592;2025;2020;353;10242;3.44659246240969
590;2026;2020;;55;0
594;2027;2021;380;10295;3.69111219038368
589;2028;2021;;286;0
588;2029;2021;;286;0
591;2030;2021;;53;0
587;2031;2021;563;3429;16.4187809857101
586;2032;2021;1241;5750;21.5826086956522
593;2033;2021;380;10295;3.69111219038368
592;2034;2021;380;10295;3.69111219038368
590;2035;2021;;53;0
595;2036;2010;;;0
595;2037;2012;2213;3078;71.8973359324236
595;2038;2014;2778;3268;85.0061199510404
595;2040;2020;;;0
595;2041;2021;1999;3339;59.8682240191674
597;2042;2010;260;260;100
596;2043;2010;167;167;100
597;2044;2012;2828;3490;81.0315186246418
596;2045;2012;1816;2412;75.290215588723
597;2046;2014;3419;3756;91.0276890308839
596;2047;2014;2152;2405;89.4802494802495
597;2050;2020;3365;3774;89.1626921038686
596;2051;2020;1674;2435;68.7474332648871
597;2052;2021;3482;3776;92.2139830508475
596;2053;2021;1745;2436;71.6338259441708
598;2054;2010;165;165;100
598;2055;2012;2093;2400;87.2083333333333
598;2056;2014;311;338;92.0118343195266
598;2057;2017;;;0
598;2058;2020;1394;2420;57.603305785124
598;2059;2021;;;0
602;2060;2010;;;0
599;2061;2010;;;0
601;2062;2010;;;0
602;2063;2012;4131;5204;79.3812451960031
599;2064;2012;1071;1250;85.68
601;2065;2012;2209;2489;88.7505022097228
602;2066;2014;4383;5190;84.4508670520231
599;2067;2014;985;1242;79.3075684380032
601;2068;2014;2291;2523;90.8045977011494
602;2069;2017;;;0
599;2070;2017;;;0
601;2071;2017;;;0
602;2072;2020;824;5216;15.7975460122699
599;2073;2020;1257;1257;100
601;2074;2020;1085;2531;42.8684314500198
602;2075;2021;;;0
599;2076;2021;1175;1256;93.5509554140127
601;2077;2021;;;0
600;2078;2012;10945;13384;81.7767483562463
600;2079;2014;11168;13610;82.0573108008817
600;2080;2020;;;0
600;2081;2021;3550;13801;25.7227737120499
604;2082;2012;28;56;50
603;2083;2012;557;794;70.1511335012595
604;2084;2014;31;56;55.3571428571429
603;2085;2014;524;791;66.2452591656131
604;2086;2020;;;0
603;2087;2020;;;0
604;2088;2021;;56;0
603;2089;2021;653;793;82.3455233291299
605;2090;2010;246;246;100
605;2091;2012;2778;3284;84.5919610231425
605;2092;2014;2208;3428;64.4107351225204
605;2093;2017;;;0
605;2094;2020;561;3175;17.6692913385827
605;2095;2021;;;0
614;2096;2010;284;284;100
606;2097;2010;320;320;100
614;2098;2014;2729;3817;71.4959392192821
606;2099;2014;3570;4387;81.376795076362
614;2100;2018;61;3607;1.69115608538952
606;2101;2018;;4003;0
614;2102;2021;185;4025;4.59627329192547
606;2103;2021;17;4501;0.377693845812042
607;2104;2012;2223;2494;89.1339214113873
607;2105;2014;2139;2479;86.2847922549415
607;2107;2021;273;2494;10.9462710505213
612;2108;2010;157;198;79.2929292929293
609;2109;2010;98;98;100
608;2110;2010;16;16;100
610;2111;2010;88;88;100
612;2112;2012;1418;2738;51.7896274653031
611;2113;2012;1426;1700;83.8823529411765
609;2114;2012;1235;1361;90.7421013960323
608;2115;2012;137;182;75.2747252747253
610;2116;2012;1135;1195;94.9790794979079
611;2117;2014;1501;1712;87.6752336448598
609;2118;2014;1238;1367;90.5632772494513
608;2119;2014;157;181;86.7403314917127
610;2120;2014;1096;1196;91.6387959866221
612;2125;2021;222;2769;8.01733477789816
611;2126;2021;1051;1714;61.318553092182
609;2127;2021;456;1370;33.2846715328467
608;2128;2021;154;183;84.1530054644809
610;2129;2021;1183;1197;98.8304093567251
612;2130;2014;1074;2300;46.695652173913
613;2132;2010;209;209;100
613;2133;2012;2682;3181;84.3131090851933
613;2134;2014;;;0
613;2135;2021;1159;3245;35.7164869029276
615;2136;2010;445;445;100
615;2137;2014;4933;6274;78.6260758686643
615;2138;2018;1134;5974;18.9822564445932
615;2139;2021;1977;6306;31.3510941960038
616;2140;2012;1647;2304;71.484375
616;2141;2014;1991;2299;86.6028708133971
616;2143;2020;;;0
616;2144;2021;1457;2311;63.0463003028992
617;2145;2012;5690;7844;72.5395206527282
617;2146;2014;5644;7761;72.7225872954516
617;2148;2020;;;0
617;2149;2021;639;7955;8.03268384663733
622;2150;2009;98;216;45.3703703703704
621;2151;2009;764;1544;49.4818652849741
618;2152;2009;2453;6671;36.7710987857892
620;2153;2009;764;1544;49.4818652849741
619;2154;2009;2453;6671;36.7710987857892
622;2155;2014;102;233;43.7768240343348
621;2156;2014;701;1391;50.3953989935298
618;2157;2014;2775;6394;43.4000625586487
620;2158;2014;701;1391;50.3953989935298
619;2159;2014;2775;6394;43.4000625586487
622;2160;2019;;;0
621;2161;2019;;;0
618;2162;2019;;;0
620;2163;2019;;;0
619;2164;2019;;;0
622;2165;2020;;;0
621;2166;2020;;;0
618;2167;2020;;;0
620;2168;2020;;;0
619;2169;2020;;;0
622;2170;2021;;;0
621;2171;2021;;;0
618;2172;2021;;;0
620;2173;2021;;;0
619;2174;2021;;;0
623;2175;2012;5270;5805;90.7838070628768
623;2176;2014;4745;5767;82.2784810126582
623;2178;2020;;;0
623;2179;2021;1854;5802;31.9544984488108
665;2180;2012;4966;5485;90.5378304466727
624;2181;2012;1102;1615;68.2352941176471
664;2182;2012;1744;2446;71.3000817661488
663;2183;2012;3053;4843;63.03943836465
665;2184;2014;;;0
624;2185;2014;;;0
664;2186;2014;;;0
665;2190;2020;618;5512;11.2119013062409
624;2191;2020;778;1619;48.0543545398394
664;2192;2020;974;2446;39.8201144726083
663;2193;2020;2059;4969;41.4369088347756
625;2194;2012;2671;5304;50.3582202111614
625;2195;2020;1049;5738;18.2816312303939
661;2196;2012;2721;3087;88.1438289601555
632;2197;2012;12983;16701;77.7378600083827
642;2198;2012;4012;5441;73.7364455063407
636;2199;2012;144;227;63.4361233480176
653;2200;2012;2430;2773;87.6307248467364
651;2201;2012;2430;2773;87.6307248467364
658;2202;2012;2721;3087;88.1438289601555
640;2203;2012;218;230;94.7826086956522
646;2204;2012;11;11;100
657;2205;2012;429;506;84.7826086956522
659;2206;2012;2721;3087;88.1438289601555
638;2207;2012;19;26;73.0769230769231
655;2208;2012;429;506;84.7826086956522
637;2209;2012;19;26;73.0769230769231
649;2210;2012;1031;1218;84.6469622331691
630;2211;2012;12983;16701;77.7378600083827
626;2212;2012;12983;16701;77.7378600083827
652;2213;2012;2430;2773;87.6307248467364
656;2214;2012;429;506;84.7826086956522
641;2215;2012;4012;5441;73.7364455063407
633;2216;2012;12983;16701;77.7378600083827
644;2217;2012;4012;5441;73.7364455063407
650;2218;2012;1031;1218;84.6469622331691
654;2219;2012;429;506;84.7826086956522
647;2220;2012;1031;1218;84.6469622331691
631;2221;2012;12983;16701;77.7378600083827
660;2222;2012;2721;3087;88.1438289601555
627;2223;2012;12983;16701;77.7378600083827
643;2224;2012;4012;5441;73.7364455063407
648;2225;2012;1031;1218;84.6469622331691
635;2226;2012;144;227;63.4361233480176
645;2227;2012;11;11;100
629;2228;2012;12983;16701;77.7378600083827
634;2229;2012;12983;16701;77.7378600083827
639;2230;2012;218;230;94.7826086956522
628;2231;2012;12983;16701;77.7378600083827
661;2232;2014;;;0
632;2233;2014;;;0
642;2234;2014;;;0
636;2235;2014;;;0
653;2236;2014;;;0
651;2237;2014;;;0
658;2238;2014;;;0
640;2239;2014;;;0
646;2240;2014;;;0
657;2241;2014;;;0
659;2242;2014;;;0
638;2243;2014;;;0
655;2244;2014;;;0
637;2245;2014;;;0
649;2246;2014;;;0
630;2247;2014;;;0
626;2248;2014;;;0
652;2249;2014;;;0
656;2250;2014;;;0
641;2251;2014;;;0
633;2252;2014;;;0
644;2253;2014;;;0
650;2254;2014;;;0
654;2255;2014;;;0
647;2256;2014;;;0
631;2257;2014;;;0
660;2258;2014;;;0
627;2259;2014;;;0
643;2260;2014;;;0
648;2261;2014;;;0
635;2262;2014;;;0
645;2263;2014;;;0
629;2264;2014;;;0
634;2265;2014;;;0
639;2266;2014;;;0
628;2267;2014;;;0
661;2268;2017;;2790;0
632;2269;2017;340;17151;1.98239169727713
642;2270;2017;109;5658;1.926475786497
636;2271;2017;25;236;10.5932203389831
653;2272;2017;6;2876;0.208623087621697
651;2273;2017;6;2876;0.208623087621697
658;2274;2017;;2790;0
640;2275;2017;;238;0
646;2276;2017;;11;0
657;2277;2017;;516;0
659;2278;2017;;2790;0
638;2279;2017;;26;0
655;2280;2017;;516;0
637;2281;2017;;26;0
649;2282;2017;;961;0
630;2283;2017;340;17151;1.98239169727713
626;2284;2017;340;17151;1.98239169727713
652;2285;2017;6;2876;0.208623087621697
656;2286;2017;;516;0
641;2287;2017;109;5658;1.926475786497
633;2288;2017;340;17151;1.98239169727713
644;2289;2017;109;5658;1.926475786497
650;2290;2017;;961;0
654;2291;2017;;516;0
647;2292;2017;;961;0
631;2293;2017;340;17151;1.98239169727713
660;2294;2017;;2790;0
627;2295;2017;340;17151;1.98239169727713
643;2296;2017;109;5658;1.926475786497
648;2297;2017;;961;0
635;2298;2017;25;236;10.5932203389831
645;2299;2017;;11;0
629;2300;2017;340;17151;1.98239169727713
634;2301;2017;340;17151;1.98239169727713
639;2302;2017;;238;0
628;2303;2017;340;17151;1.98239169727713
661;2304;2020;;;0
632;2305;2020;;;0
642;2306;2020;;;0
636;2307;2020;;;0
653;2308;2020;;;0
651;2309;2020;;;0
658;2310;2020;;;0
640;2311;2020;;;0
646;2312;2020;;;0
657;2313;2020;;;0
659;2314;2020;;;0
638;2315;2020;;;0
655;2316;2020;;;0
637;2317;2020;;;0
649;2318;2020;;;0
630;2319;2020;;;0
626;2320;2020;;;0
652;2321;2020;;;0
656;2322;2020;;;0
641;2323;2020;;;0
633;2324;2020;;;0
644;2325;2020;;;0
650;2326;2020;;;0
654;2327;2020;;;0
647;2328;2020;;;0
631;2329;2020;;;0
660;2330;2020;;;0
627;2331;2020;;;0
643;2332;2020;;;0
648;2333;2020;;;0
635;2334;2020;;;0
645;2335;2020;;;0
629;2336;2020;;;0
634;2337;2020;;;0
639;2338;2020;;;0
628;2339;2020;;;0
662;2340;2012;1540;2037;75.6013745704467
662;2341;2017;;;0
662;2342;2020;465;2149;21.6379711493718
663;2343;2014;;;0
677;2345;2012;139;160;86.875
666;2346;2012;3460;4440;77.9279279279279
676;2347;2012;139;160;86.875
667;2348;2012;3460;4440;77.9279279279279
677;2349;2020;;;0
666;2350;2020;;;0
676;2351;2020;;;0
667;2352;2020;;;0
668;2353;2012;10990;17169;64.0107169899237
668;2354;2020;5815;18530;31.3815434430653
675;2355;2012;4635;6387;72.5692813527478
670;2356;2012;4635;6387;72.5692813527478
669;2357;2012;4635;6387;72.5692813527478
674;2358;2012;4635;6387;72.5692813527478
675;2359;2020;1816;6587;27.5694549870958
670;2360;2020;1816;6587;27.5694549870958
669;2361;2020;1816;6587;27.5694549870958
674;2362;2020;1816;6587;27.5694549870958
672;2363;2012;5;5;100
671;2364;2012;765;1447;52.86800276434
672;2365;2020;;;0
671;2366;2020;;;0
673;2367;2012;6680;7929;84.2476983226132
673;2368;2015;;;0
673;2369;2016;7708;7885;97.7552314521243
673;2370;2017;7504;7971;94.141262075022
678;2371;2012;1570;2567;61.1608881963381
678;2372;2015;;;0
678;2373;2016;768;2033;37.7766847024102
681;2374;2011;517;578;89.4463667820069
680;2375;2011;736;835;88.1437125748503
679;2376;2011;557;685;81.3138686131387
681;2377;2013;;;0
680;2378;2013;;;0
679;2379;2013;;;0
681;2380;2015;2162;2192;98.6313868613139
680;2381;2015;3128;3190;98.0564263322884
679;2382;2015;2438;2577;94.6061311602639
681;2383;2019;930;1857;50.0807754442649
680;2384;2019;1605;2775;57.8378378378378
679;2385;2019;1031;1980;52.0707070707071
682;2386;2012;1168;1333;87.6219054763691
682;2387;2014;1150;1333;86.271567891973
755;2388;2011;5524;7881;70.0926278391067
683;2389;2011;4710;6229;75.6140632525285
755;2390;2017;2067;7869;26.267632481891
683;2391;2017;4142;6307;65.6730616775012
755;2392;2019;2020;7463;27.0668631917459
683;2393;2019;4193;6195;67.683615819209
688;2394;2012;793;1961;40.4385517593065
686;2395;2012;896;1583;56.6013897662666
684;2396;2012;2168;3141;69.0226042661573
685;2397;2012;896;1583;56.6013897662666
687;2398;2012;793;1961;40.4385517593065
688;2399;2016;1710;1981;86.3200403836446
686;2400;2016;1542;1615;95.4798761609907
684;2401;2016;3246;3282;98.9031078610603
685;2402;2016;1542;1615;95.4798761609907
687;2403;2016;1710;1981;86.3200403836446
688;2404;2017;976;2023;48.2451804251112
686;2405;2017;1007;1620;62.1604938271605
684;2406;2017;2258;3270;69.0519877675841
685;2407;2017;1007;1620;62.1604938271605
687;2408;2017;976;2023;48.2451804251112
789;2409;2012;1742;2648;65.785498489426
689;2410;2012;851;1058;80.4347826086957
789;2411;2016;2604;2671;97.4915761886934
689;2412;2016;1078;1078;100
789;2413;2017;881;2656;33.1701807228916
689;2414;2017;266;1072;24.8134328358209
789;2415;2020;;;0
689;2416;2020;;;0
690;2417;2012;3069;3409;90.0264007040188
690;2418;2013;3388;3415;99.2093704245974
690;2419;2015;;;0
690;2420;2019;976;2935;33.2538330494037
691;2421;2012;9903;11246;88.0579761693046
691;2422;2013;11041;11318;97.5525711256406
691;2423;2015;;;0
692;2424;2011;3626;3802;95.3708574434508
692;2425;2015;3514;3734;94.1081949651848
692;2426;2019;;;0
692;2427;2020;2713;3503;77.4479017984585
707;2429;2011;3041;3274;92.8833231521075
693;2430;2011;4535;5364;84.5451155853841
707;2431;2015;;;0
693;2432;2015;;;0
707;2433;2020;2439;3183;76.6258246936852
693;2434;2020;3068;5204;58.9546502690238
694;2437;2010;453;467;97.0021413276231
694;2438;2019;1735;1768;98.1334841628959
694;2439;2021;1770;1798;98.4427141268076
695;2440;2010;231;240;96.25
695;2441;2013;907;915;99.1256830601093
695;2442;2019;22;851;2.58519388954172
695;2443;2021;29;916;3.16593886462882
697;2444;2010;427;450;94.8888888888889
696;2445;2010;226;276;81.8840579710145
697;2446;2014;1667;1720;96.9186046511628
696;2447;2014;935;1053;88.7939221272555
697;2448;2018;396;1651;23.9854633555421
696;2449;2018;79;993;7.95568982880161
697;2450;2019;405;1616;25.0618811881188
696;2451;2019;134;1012;13.2411067193676
698;2452;2010;471;504;93.4523809523809
698;2453;2014;1829;1897;96.4153927253558
698;2454;2018;1347;1832;73.5262008733625
698;2455;2019;1413;1795;78.7186629526462
701;2456;2010;428;467;91.6488222698073
699;2457;2010;442;457;96.7177242888403
701;2458;2014;1712;1789;95.6959195081051
699;2459;2014;1720;1744;98.6238532110092
701;2460;2018;585;1718;34.0512223515716
699;2461;2018;1251;1717;72.859638905067
701;2462;2019;617;1690;36.508875739645
699;2463;2019;1239;1711;72.4137931034483
700;2464;2010;285;339;84.070796460177
700;2465;2014;1224;1292;94.7368421052632
700;2466;2019;791;1232;64.2045454545455
700;2467;2021;;;0
702;2468;2010;1067;1167;91.4310197086547
702;2469;2014;4464;4591;97.2337181441952
702;2470;2015;;;0
702;2471;2018;1070;4447;24.0611648302226
702;2472;2019;1348;4419;30.5046390586105
706;2473;2010;123;131;93.8931297709924
705;2474;2010;123;131;93.8931297709924
704;2475;2010;1153;1224;94.1993464052288
703;2476;2010;1153;1224;94.1993464052288
706;2477;2015;14;461;3.03687635574837
705;2478;2015;14;461;3.03687635574837
704;2479;2015;971;4595;21.1316648531012
703;2480;2015;971;4595;21.1316648531012
706;2481;2019;;;0
705;2482;2019;;;0
704;2483;2019;;;0
703;2484;2019;;;0
709;2485;2011;128;128;100
708;2486;2011;1244;1477;84.2247799593771
709;2487;2015;29;128;22.65625
708;2488;2015;362;1436;25.2089136490251
709;2489;2020;45;118;38.135593220339
708;2490;2020;559;1455;38.4192439862543
710;2493;2010;338;349;96.8481375358166
710;2494;2018;;;0
710;2495;2021;526;1328;39.6084337349398
732;2496;2010;377;457;82.4945295404814
711;2497;2010;508;574;88.5017421602788
732;2498;2014;1640;1739;94.3070730304773
711;2499;2014;2152;2241;96.0285586791611
732;2500;2019;1313;1713;76.6491535318155
711;2501;2019;738;2201;33.5302135393003
713;2502;2010;320;445;71.9101123595506
712;2503;2010;302;433;69.7459584295612
713;2504;2014;1337;1696;78.8325471698113
712;2505;2014;1321;1668;79.1966426858513
713;2506;2018;565;1644;34.367396593674
712;2507;2018;178;1568;11.3520408163265
713;2508;2019;495;1613;30.6881587104774
712;2509;2019;166;1519;10.9282422646478
731;2510;2010;308;313;98.4025559105431
715;2511;2010;44;47;93.6170212765958
721;2512;2010;44;47;93.6170212765958
730;2513;2010;308;313;98.4025559105431
726;2514;2010;308;313;98.4025559105431
727;2515;2010;308;313;98.4025559105431
728;2516;2010;308;313;98.4025559105431
724;2517;2010;308;313;98.4025559105431
718;2518;2010;44;47;93.6170212765958
722;2519;2010;44;47;93.6170212765958
719;2520;2010;44;47;93.6170212765958
714;2521;2010;44;47;93.6170212765958
729;2522;2010;308;313;98.4025559105431
720;2523;2010;44;47;93.6170212765958
716;2524;2010;44;47;93.6170212765958
717;2525;2010;44;47;93.6170212765958
723;2526;2010;308;313;98.4025559105431
725;2527;2010;308;313;98.4025559105431
731;2528;2012;1164;1227;94.8655256723716
715;2529;2012;139;148;93.9189189189189
721;2530;2012;139;148;93.9189189189189
730;2531;2012;1164;1227;94.8655256723716
726;2532;2012;1164;1227;94.8655256723716
727;2533;2012;1164;1227;94.8655256723716
728;2534;2012;1164;1227;94.8655256723716
724;2535;2012;1164;1227;94.8655256723716
718;2536;2012;139;148;93.9189189189189
722;2537;2012;139;148;93.9189189189189
719;2538;2012;139;148;93.9189189189189
714;2539;2012;139;148;93.9189189189189
729;2540;2012;1164;1227;94.8655256723716
720;2541;2012;139;148;93.9189189189189
716;2542;2012;139;148;93.9189189189189
717;2543;2012;139;148;93.9189189189189
723;2544;2012;1164;1227;94.8655256723716
725;2545;2012;1164;1227;94.8655256723716
731;2546;2014;1240;1242;99.8389694041868
715;2547;2014;146;148;98.6486486486486
721;2548;2014;146;148;98.6486486486486
730;2549;2014;1240;1242;99.8389694041868
726;2550;2014;1240;1242;99.8389694041868
727;2551;2014;1240;1242;99.8389694041868
728;2552;2014;1240;1242;99.8389694041868
724;2553;2014;1240;1242;99.8389694041868
718;2554;2014;146;148;98.6486486486486
722;2555;2014;146;148;98.6486486486486
719;2556;2014;146;148;98.6486486486486
714;2557;2014;146;148;98.6486486486486
729;2558;2014;1240;1242;99.8389694041868
720;2559;2014;146;148;98.6486486486486
716;2560;2014;146;148;98.6486486486486
717;2561;2014;146;148;98.6486486486486
723;2562;2014;1240;1242;99.8389694041868
725;2563;2014;1240;1242;99.8389694041868
731;2564;2015;;;0
715;2565;2015;;;0
721;2566;2015;;;0
730;2567;2015;;;0
726;2568;2015;;;0
727;2569;2015;;;0
728;2570;2015;;;0
724;2571;2015;;;0
718;2572;2015;;;0
722;2573;2015;;;0
719;2574;2015;;;0
714;2575;2015;;;0
729;2576;2015;;;0
720;2577;2015;;;0
716;2578;2015;;;0
717;2579;2015;;;0
723;2580;2015;;;0
725;2581;2015;;;0
731;2582;2019;;;0
715;2583;2019;;;0
721;2584;2019;;;0
730;2585;2019;;;0
726;2586;2019;;;0
727;2587;2019;;;0
728;2588;2019;;;0
724;2589;2019;;;0
718;2590;2019;;;0
722;2591;2019;;;0
719;2592;2019;;;0
714;2593;2019;;;0
729;2594;2019;;;0
720;2595;2019;;;0
716;2596;2019;;;0
717;2597;2019;;;0
723;2598;2019;;;0
725;2599;2019;;;0
733;2600;2010;370;430;86.046511627907
733;2601;2014;1497;1654;90.5078597339782
737;2602;2010;5285;5472;96.5826023391813
734;2603;2010;5285;5472;96.5826023391813
736;2604;2010;5285;5472;96.5826023391813
735;2605;2010;5285;5472;96.5826023391813
737;2606;2014;20585;21539;95.5708250150889
734;2607;2014;20585;21539;95.5708250150889
736;2608;2014;20585;21539;95.5708250150889
735;2609;2014;20585;21539;95.5708250150889
737;2610;2019;;;0
734;2611;2019;;;0
736;2612;2019;;;0
735;2613;2019;;;0
741;2614;2010;1289;1374;93.8136826783115
739;2615;2010;1029;1091;94.3171402383135
738;2616;2010;1029;1091;94.3171402383135
740;2617;2010;1289;1374;93.8136826783115
741;2618;2018;;;0
739;2619;2018;;;0
738;2620;2018;;;0
740;2621;2018;;;0
741;2622;2021;2928;5293;55.3183449839411
739;2623;2021;1988;4142;47.9961371318204
738;2624;2021;1988;4142;47.9961371318204
740;2625;2021;2928;5293;55.3183449839411
742;2626;2010;381;389;97.9434447300771
742;2627;2018;;;0
742;2628;2021;370;1466;25.2387448840382
743;2629;2012;2097;2585;81.1218568665377
743;2630;2013;2222;2593;85.6922483609718
743;2631;2015;364;2581;14.103060829136
744;2632;2010;557;580;96.0344827586207
751;2633;2010;1547;1666;92.8571428571429
749;2634;2010;796;981;81.1416921508665
747;2635;2010;56;61;91.8032786885246
746;2636;2010;56;61;91.8032786885246
748;2637;2010;796;981;81.1416921508665
750;2638;2010;722;872;82.7981651376147
745;2639;2010;757;804;94.1542288557214
751;2640;2012;4991;6365;78.4131971720346
749;2641;2012;2773;3821;72.572624967286
747;2642;2012;158;231;68.3982683982684
746;2643;2012;158;231;68.3982683982684
748;2644;2012;2773;3821;72.572624967286
750;2645;2012;2619;3399;77.0520741394528
745;2646;2012;2630;3076;85.5006501950585
751;2647;2014;;;0
749;2648;2014;;;0
747;2649;2014;;;0
746;2650;2014;;;0
