OBJECTID_1;FID_new;max;sum;vuosi
2823414;1322;;;2020
2823413;1321;1;1765;2012
2823413;1321;1;557;2017
2823413;1321;;;2020
2821801;1320;1;3361;2017
2817379;1319;1;5346;2017
2817375;1318;1;11222;2017
2813018;1317;1;743;2011
2813018;1317;1;1176;2017
2812985;1316;1;314;2011
2812985;1316;1;1020;2017
2811261;1315;1;869;2017
2811054;1314;1;478;2017
2811051;1313;1;9850;2017
2809945;1312;1;7262;2009
2809945;1312;1;1904;2019
2809945;1312;;;2020
2809945;1312;1;3257;2014
2809800;1311;1;1778;2009
2809800;1311;;;2014
2809800;1311;1;2062;2019
2809447;1310;1;1564;2009
2809447;1310;1;1335;2014
2809447;1310;1;673;2020
2807235;1309;1;1217;2009
2807235;1309;1;444;2014
2807235;1309;1;692;2019
2807235;1309;;;2020
2807233;1308;1;1138;2009
2807233;1308;1;507;2014
2807233;1308;1;661;2019
2807233;1308;;;2020
2803189;1307;1;1754;2009
2803189;1307;;;2014
2803189;1307;1;152;2019
2801216;1306;1;201;2009
2801216;1306;1;6;2014
2801216;1306;;;2019
2801216;1306;;;2020
2801211;1305;1;6871;2009
2801211;1305;1;646;2014
2801211;1305;;;2019
2801211;1305;;;2020
2800027;1304;1;284;2009
2800027;1304;;;2014
2800027;1304;1;109;2019
2800023;1303;1;2908;2009
2800023;1303;;;2014
2800023;1303;1;686;2019
2798254;1302;1;4312;2012
2798254;1302;1;255;2019
2795475;1301;1;474;2012
2795475;1301;;;2019
2795051;1300;1;2917;2012
2794879;1299;1;379;2012
2794879;1299;;;2019
2794761;1298;1;1973;2012
2793788;1297;;;2009
2793788;1297;1;441;2012
2793788;1297;;;2014
2793763;1296;;;2009
2793763;1296;1;654;2012
2793763;1296;;;2014
2793428;1295;1;196;2012
2793422;1294;1;2005;2012
2791419;1293;1;823;2012
2791419;1293;;;2019
2791321;1292;1;478;2012
2791320;1291;1;1664;2012
2791319;1290;1;5663;2012
2791318;1289;1;455;2012
2790943;1288;1;4177;2012
2789405;1287;1;1168;2012
2789405;1287;;;2014
2789404;1286;1;514;2012
2789404;1286;;;2014
2788373;1285;1;237;2012
2788269;1284;1;375;2012
2788269;1284;;;2014
2787975;1283;1;489;2009
2787975;1283;1;373;2019
2787269;1282;1;435;2009
2787269;1282;1;958;2011
2787269;1282;1;697;2019
2782302;1281;1;1156;2009
2782302;1281;;;2014
2782302;1281;1;1052;2019
2782176;1280;1;477;2009
2782176;1280;;;2014
2782176;1280;1;561;2019
2781368;1279;1;455;2009
2781368;1279;1;210;2019
2780990;1278;1;1984;2009
2780990;1278;1;819;2019
2776577;1277;1;3858;2012
2776577;1277;1;820;2019
2776552;1276;1;39;2012
2776552;1276;1;9;2019
2776535;1275;1;2042;2012
2776535;1275;1;634;2019
2774016;1274;1;856;2009
2774016;1274;1;984;2014
2770727;1273;1;2735;2009
2770727;1273;1;2821;2014
2767440;1272;1;2163;2012
2767440;1272;;;2019
2767250;1271;1;859;2012
2766515;1270;1;3429;2012
2765017;1269;1;5045;2012
2765016;1268;1;7443;2012
2764287;1267;1;3388;2012
2764287;1267;;;2020
2764224;1266;1;727;2012
2763147;1265;1;49;2012
2763147;1265;;;2020
2762622;1264;1;347;2012
2762622;1264;1;163;2020
2760129;1263;1;2533;2012
2760002;1262;1;3883;2012
2760002;1262;;;2020
2759902;1261;1;1847;2012
2759902;1261;;;2020
2758367;1260;1;627;2012
2758367;1260;1;613;2012
2758367;1260;1;34;2020
2758351;1259;1;12223;2012
2758351;1259;1;1600;2020
2758247;1258;1;4919;2012
2758247;1258;1;4844;2012
2758247;1258;1;829;2020
2757277;1257;1;1269;2012
2757275;1256;1;1068;2012
2757272;1255;1;2976;2012
2757268;1254;1;6041;2012
2757267;1253;1;3711;2012
2754813;1252;1;1387;2012
2754813;1252;1;176;2020
2753936;1251;1;5730;2012
2753936;1251;1;306;2020
2750826;1250;1;812;2013
2750826;1250;1;3102;2020
2749842;1249;1;173;2012
2749842;1249;1;2233;2012
2749842;1249;1;2135;2013
2749842;1249;1;644;2020
2747478;1248;1;2186;2013
2747478;1248;1;529;2020
2747475;1247;1;593;2013
2747475;1247;;;2017
2747475;1247;1;60;2020
2747468;1246;1;145;2013
2747468;1246;;;2017
2747468;1246;1;1;2020
2747109;1245;1;11903;2013
2747109;1245;1;1868;2020
2746989;1244;1;1724;2013
2746989;1244;1;439;2020
2746687;1243;1;1458;2013
2746687;1243;1;42;2020
2746682;1242;1;2827;2013
2746682;1242;1;837;2020
2746680;1241;1;923;2013
2746680;1241;1;567;2020
2746018;1240;1;677;2013
2746018;1240;1;10;2020
2746017;1239;1;677;2013
2746017;1239;1;10;2020
2746012;1238;1;457;2013
2746012;1238;1;14;2020
2746011;1237;1;457;2013
2746011;1237;1;14;2020
2744101;1236;1;1246;2013
2744101;1236;1;1274;2020
2743955;1235;1;988;2013
2743955;1235;1;245;2020
2743953;1234;1;2773;2013
2743953;1234;1;1154;2020
2743951;1233;1;5978;2013
2743951;1233;1;876;2020
2743949;1232;1;2423;2013
2743949;1232;1;310;2020
2743945;1231;1;1446;2013
2743945;1231;1;208;2020
2743944;1230;1;2939;2013
2743944;1230;1;403;2020
2743901;1229;1;243;2013
2743901;1229;1;32;2020
2743898;1228;1;4088;2013
2743898;1228;1;548;2020
2743738;1227;1;41;2013
2743738;1227;1;9;2020
2743735;1226;1;4842;2013
2743735;1226;1;422;2020
2743577;1225;1;14559;2013
2743577;1225;1;3872;2020
2743326;1224;1;4598;2013
2743326;1224;1;1405;2020
2741681;1223;1;1104;2013
2741681;1223;1;142;2020
2741680;1222;1;1104;2013
2741680;1222;1;142;2020
2741679;1221;1;1910;2013
2741679;1221;1;1227;2020
2741083;1220;1;457;2013
2741083;1220;1;14;2020
2741082;1219;1;677;2013
2741082;1219;1;10;2020
2739903;1218;1;7784;2013
2739903;1218;1;1552;2020
2739900;1217;1;2762;2013
2739900;1217;1;1433;2020
2739469;1216;1;1246;2013
2739469;1216;1;928;2020
2739247;1215;1;2191;2013
2739247;1215;1;2467;2020
2737548;1214;1;6736;2013
2737548;1214;1;5354;2020
2737544;1213;1;8459;2013
2737544;1213;1;6147;2020
2737453;1212;1;110;2011
2737453;1212;;;2019
2737453;1212;;;2012
2737380;1211;1;1866;2011
2737380;1211;1;1018;2019
2737380;1211;;;2012
2737321;1210;1;2616;2011
2737321;1210;1;2728;2019
2737018;1209;1;335;2011
2737018;1209;;;2019
2734922;1208;1;5133;2011
2734922;1208;1;1363;2019
2734334;1207;1;2056;2011
2734334;1207;1;269;2019
2733958;1206;1;733;2011
2733958;1206;;;2020
2733787;1205;1;3172;2011
2733787;1205;;;2020
2733687;1204;1;1480;2011
2733029;1203;1;1048;2011
2733027;1202;1;372;2011
2729602;1201;1;3553;2011
2729602;1201;1;2978;2019
2729369;1200;1;210;2011
2729369;1200;;;2018
2729369;1200;;;2019
2729369;1200;;;2020
2729223;1199;1;3366;2011
2729223;1199;;;2018
2729223;1199;;;2019
2729223;1199;;;2020
2729222;1198;1;2346;2011
2729222;1198;;;2018
2729222;1198;;;2019
2729222;1198;;;2020
2728195;1197;1;634;2011
2728195;1197;;;2018
2728195;1197;;;2019
2727910;1196;1;2121;2011
2726623;1195;1;5476;2011
2726623;1195;1;1397;2019
2726244;1194;1;5307;2011
2726244;1194;;;2018
2726244;1194;1;1699;2019
2726038;1193;1;8973;2011
2726038;1193;;;2018
2726038;1193;1;983;2019
2725900;1192;1;529;2011
2725900;1192;1;154;2018
2725900;1192;;;2020
2724872;1191;1;612;2011
2724872;1191;1;442;2018
2724872;1191;;;2019
2724678;1190;1;8288;2011
2724678;1190;1;2192;2018
2724678;1190;1;2432;2019
2724636;1189;1;654;2011
2724636;1189;1;19;2018
2724636;1189;1;24;2019
2724633;1188;1;1218;2011
2724633;1188;1;241;2018
2724633;1188;1;270;2019
2724632;1187;1;1016;2011
2724632;1187;1;401;2018
2724632;1187;1;406;2019
2724629;1186;1;1651;2011
2724629;1186;1;166;2018
2724629;1186;1;184;2019
2724604;1185;1;2727;2011
2724604;1185;1;216;2018
2724604;1185;1;208;2019
2724598;1184;1;265;2011
2724598;1184;1;1;2018
2724598;1184;;;2019
2724596;1183;1;3250;2011
2724596;1183;1;424;2018
2724596;1183;1;486;2019
2724370;1182;1;3097;2011
2724370;1182;1;4228;2019
2721639;1181;1;7841;2011
2721639;1181;1;8124;2019
2719576;1180;1;2751;2011
2719576;1180;1;958;2019
2719516;1179;1;3714;2011
2719516;1179;1;925;2019
2719515;1178;1;3387;2011
2719515;1178;1;185;2019
2718053;1177;1;3933;2011
2718053;1177;1;1759;2019
2718034;1176;1;391;2011
2718034;1176;1;390;2019
2717961;1175;1;380;2011
2717961;1175;1;380;2019
2717268;1174;1;2623;2011
2717268;1174;1;515;2019
2716552;1173;1;1741;2011
2716552;1173;1;42;2019
2716549;1172;1;1060;2011
2716549;1172;1;42;2019
2716546;1171;1;4557;2011
2716546;1171;1;2170;2019
2713004;1170;1;1602;2011
2713004;1170;1;894;2019
2712503;1169;;;2009
2712503;1169;1;1872;2011
2712503;1169;1;2054;2018
2712503;1169;1;2052;2019
2711260;1168;1;1602;2011
2711260;1168;1;894;2019
2709874;1167;1;1872;2011
2709874;1167;1;2020;2019
2708273;1166;1;1852;2011
2708273;1166;1;2074;2019
2707858;1165;1;906;2011
2707858;1165;1;152;2019
2706621;1164;1;1944;2011
2706621;1164;1;708;2020
2706620;1163;1;826;2011
2706620;1163;1;36;2020
2705180;1162;1;62;2013
2705180;1162;;;2020
2705180;1162;1;57;2011
2705177;1161;1;19;2013
2705177;1161;1;9;2020
2705177;1161;1;15;2011
2705176;1160;1;3132;2013
2705176;1160;1;846;2020
2705176;1160;1;2543;2011
2703479;1159;1;20301;2013
2703479;1159;1;2229;2020
2703334;1158;1;502;2013
2703334;1158;1;512;2020
2703068;1157;1;22;2013
2703068;1157;;;2020
2703067;1156;1;122;2013
2703067;1156;1;192;2020
2703025;1155;1;353;2013
2703025;1155;1;740;2020
2703021;1154;1;108;2013
2703021;1154;1;91;2020
2702714;1153;1;1746;2013
2702714;1153;1;524;2020
2699081;1152;1;2663;2013
2699081;1152;1;256;2020
2698010;1151;1;2305;2013
2698010;1151;;;2020
2698010;1151;1;1812;2021
2697995;1150;1;22800;2013
2697995;1150;;;2020
2697995;1150;1;4587;2021
2697887;1149;1;2369;2013
2697887;1149;1;639;2016
2697887;1149;;;2020
2697887;1149;1;1861;2021
2697823;1148;1;2409;2011
2697823;1148;;;2011
2697823;1148;1;2577;2013
2697823;1148;1;849;2016
2697823;1148;1;1108;2021
2695951;1147;1;753;2009
2695951;1147;1;9;2019
2695942;1146;1;2382;2009
2695942;1146;1;128;2019
2695939;1145;;;2009
2695939;1145;;;2019
2695724;1144;1;523;2009
2695724;1144;1;131;2019
2695553;1143;1;2965;2009
2695553;1143;1;268;2019
2695552;1142;1;2965;2009
2695552;1142;1;268;2019
2694560;1141;1;607;2009
2694560;1141;1;308;2019
2692704;1140;1;2415;2011
2692704;1140;1;2598;2019
2692699;1139;1;2992;2011
2692699;1139;1;152;2019
2692296;1138;1;3197;2011
2692296;1138;1;1691;2019
2692284;1137;1;1765;2011
2692284;1137;1;37;2019
2690571;1136;1;458;2011
2690571;1136;1;704;2017
2690277;1135;1;21;2011
2690277;1135;1;81;2017
2690244;1134;1;747;2011
2690244;1134;1;3910;2017
2684777;1133;1;13;2012
2684777;1133;1;12;2014
2684777;1133;;;2017
2684777;1133;;;2020
2684775;1132;1;2751;2012
2684775;1132;1;2753;2014
2684775;1132;;;2017
2684775;1132;1;384;2020
2682082;1131;1;629;2012
2682082;1131;1;28;2014
2682082;1131;1;74;2020
2678083;1130;1;2751;2012
2678083;1130;1;2753;2014
2678083;1130;;;2017
2678083;1130;1;384;2020
2678078;1129;1;2651;2012
2678078;1129;1;2910;2014
2678078;1129;;;2017
2678078;1129;1;554;2020
2678053;1128;1;13;2012
2678053;1128;1;12;2014
2678053;1128;;;2017
2678053;1128;;;2020
2675802;1127;1;870;2011
2675802;1127;1;963;2013
2675802;1127;;;2015
2664399;1126;1;1881;2016
2664399;1126;;;2018
2664399;1126;1;1692;2020
2663952;1125;1;649;2009
2663952;1125;1;797;2016
2663952;1125;1;649;2018
2663952;1125;1;722;2020
2663504;1124;1;4762;2009
2663504;1124;1;611;2016
2663504;1124;1;394;2018
2663504;1124;1;515;2020
2662215;1123;1;1563;2016
2662215;1123;1;255;2020
2662071;1122;1;5638;2016
2662071;1122;1;354;2020
2662021;1121;1;116;2016
2662021;1121;1;50;2020
2662019;1120;1;5160;2016
2662019;1120;1;55;2020
2661594;1119;1;3685;2016
2661594;1119;1;3384;2020
2661591;1118;1;9304;2016
2661591;1118;1;8841;2020
2661587;1117;1;199;2016
2661587;1117;1;167;2020
2661541;1116;1;111;2016
2661541;1116;1;103;2020
2661106;1115;1;875;2016
2661106;1115;1;525;2020
2660809;1114;1;801;2016
2660809;1114;1;795;2020
2657445;1113;1;228;2016
2657445;1113;1;204;2020
2657416;1112;1;7671;2016
2657416;1112;1;2390;2020
2656692;1111;1;3342;2016
2656692;1111;1;1534;2020
2654315;1110;1;4015;2016
2654315;1110;1;2474;2018
2654315;1110;;;2018
2654315;1110;1;2390;2020
2654270;1109;1;7646;2016
2654270;1109;1;5949;2018
2654270;1109;;;2018
2654270;1109;1;5840;2020
2653562;1108;1;850;2016
2653562;1108;1;32;2020
2653546;1107;1;3081;2016
2653546;1107;1;2841;2016
2653546;1107;1;2794;2020
2648302;1106;1;715;2009
2648302;1106;1;768;2016
2648302;1106;1;291;2018
2648302;1106;1;329;2020
2648300;1105;1;2900;2009
2648300;1105;1;3358;2016
2648300;1105;1;294;2018
2648300;1105;1;390;2020
2647751;1104;1;1366;2009
2647751;1104;1;1351;2016
2647751;1104;1;91;2018
2647751;1104;1;108;2020
2639948;1103;1;163;2009
2639948;1103;1;12;2018
2636945;1102;1;3626;2009
2636945;1102;1;1312;2018
2636945;1102;;;2020
2634867;1101;1;1277;2009
2634867;1101;1;1613;2014
2634867;1101;1;148;2018
2633843;1100;1;1264;2011
2633843;1100;1;623;2019
2633292;1099;1;774;2011
2633292;1099;1;285;2019
2632021;1098;1;651;2011
2632021;1098;1;138;2019
2631879;1097;1;2027;2009
2631879;1097;1;1404;2011
2631879;1097;1;570;2019
2631877;1096;1;2859;2009
2631877;1096;1;2967;2011
2631877;1096;1;1256;2019
2630773;1095;1;3071;2011
2630773;1095;1;411;2019
2630772;1094;1;1619;2011
2630772;1094;1;425;2019
2627862;1093;1;2021;2009
2627862;1093;1;1463;2018
2622096;1092;1;3728;2009
2622096;1092;1;390;2018
2617328;1091;1;663;2009
2617328;1091;1;683;2018
2617328;1091;;;2020
2617327;1090;1;663;2009
2617327;1090;1;683;2018
2617327;1090;;;2020
2617324;1089;1;166;2009
2617324;1089;1;253;2018
2617324;1089;;;2020
2615891;1088;1;3764;2009
2615891;1088;1;5015;2018
2615891;1088;;;2020
2613722;1087;1;2961;2009
2613722;1087;1;3723;2016
2613722;1087;1;980;2018
2613722;1087;1;1229;2020
2613344;1086;1;948;2009
2613344;1086;1;26;2018
2613343;1085;1;2562;2009
2613343;1085;1;330;2018
2613331;1084;1;427;2009
2613331;1084;1;11;2018
2611735;1083;1;2504;2009
2611735;1083;1;2806;2016
2611735;1083;1;2649;2018
2611372;1082;1;1600;2009
2611372;1082;1;256;2016
2611372;1082;1;184;2018
2610358;1081;1;153;2009
2610358;1081;1;194;2016
2610358;1081;1;6;2018
2610356;1080;1;2042;2009
2610356;1080;1;2379;2016
2610356;1080;1;1929;2018
2609296;1079;1;2284;2009
2609296;1079;1;2587;2016
2609296;1079;1;541;2018
2609296;1079;1;599;2020
2609276;1078;1;1050;2009
2609276;1078;1;1295;2016
2609276;1078;;;2018
2609276;1078;1;26;2020
2599731;1077;1;1177;2011
2599731;1077;1;1176;2018
2599728;1076;1;2009;2011
2599728;1076;1;1989;2018
2599723;1075;1;862;2011
2599723;1075;1;887;2018
2598938;1074;1;9179;2011
2598938;1074;1;1065;2018
2598327;1073;1;4725;2009
2598327;1073;1;39;2018
2598327;1073;1;54;2019
2597942;1072;1;1523;2009
2597942;1072;1;548;2018
2597942;1072;1;566;2019
2597942;1072;1;1414;2011
2597452;1071;1;77;2011
2597452;1071;1;66;2019
2596318;1070;1;1291;2009
2596318;1070;1;536;2018
2596318;1070;1;533;2019
2594728;1069;1;1599;2011
2594728;1069;1;142;2019
2594384;1068;1;168;2009
2594384;1068;;;2011
2594384;1068;1;10;2019
2594375;1067;1;16806;2009
2594375;1067;;;2011
2594375;1067;1;12912;2019
2593995;1066;1;6356;2009
2593995;1066;1;6373;2011
2593995;1066;1;1233;2019
2593752;1065;1;6053;2009
2593752;1065;1;2055;2018
2593609;1064;1;1182;2009
2593609;1064;1;423;2018
2593603;1063;;;2009
2593603;1063;;;2018
2591957;1062;1;657;2009
2591957;1062;;;2014
2591957;1062;1;154;2018
2591957;1062;1;230;2019
2591955;1061;1;1225;2009
2591955;1061;;;2014
2591955;1061;1;481;2018
2591955;1061;1;491;2019
2591948;1060;1;1764;2009
2591948;1060;;;2014
2591948;1060;1;1110;2018
2591948;1060;1;1170;2019
2591593;1059;1;3265;2009
2591593;1059;1;751;2018
2591593;1059;;;2019
2591593;1059;1;301;2014
2591535;1058;1;1505;2009
2591535;1058;1;1483;2018
2591535;1058;;;2019
2591442;1057;1;1942;2009
2591442;1057;1;315;2018
2591442;1057;;;2019
2591438;1056;1;847;2009
2591438;1056;1;358;2018
2591438;1056;;;2019
2591437;1055;1;1461;2009
2591437;1055;1;582;2018
2591437;1055;;;2019
2591350;1054;1;63;2009
2591350;1054;1;12;2018
2591350;1054;;;2019
2590207;1053;1;2544;2009
2590207;1053;1;1115;2018
2590207;1053;1;1046;2019
2590044;1052;1;823;2009
2590044;1052;1;366;2018
2590044;1052;1;379;2019
2589239;1051;1;4639;2009
2589239;1051;1;1156;2014
2589239;1051;1;827;2018
2589239;1051;1;90;2019
2587522;1050;1;1051;2009
2587522;1050;1;549;2018
2587522;1050;1;612;2019
2587368;1049;1;2325;2009
2587368;1049;1;2325;2018
2587368;1049;1;1484;2019
2587368;1049;1;2265;2011
2587333;1048;1;3398;2009
2587333;1048;1;2945;2018
2587333;1048;1;3071;2019
2586738;1047;1;2955;2009
2586738;1047;1;2333;2018
2585301;1046;1;2503;2009
2585301;1046;1;751;2018
2585300;1045;1;2503;2009
2585300;1045;1;751;2018
2584533;1044;1;12976;2009
2584533;1044;1;814;2018
2584145;1043;1;2301;2009
2584145;1043;1;202;2018
2583891;1042;1;1420;2009
2583891;1042;1;1472;2018
2583703;1041;1;2281;2009
2583703;1041;1;474;2018
2583702;1040;1;2951;2009
2583702;1040;1;506;2018
2583700;1039;1;5162;2009
2583700;1039;1;944;2018
2583699;1038;1;5162;2009
2583699;1038;1;944;2018
2583695;1037;1;5729;2009
2583695;1037;1;472;2018
2583694;1036;1;1340;2009
2583694;1036;1;240;2018
2583643;1035;1;2436;2009
2583643;1035;1;1442;2018
2583354;1034;1;4952;2009
2583354;1034;1;1240;2018
2582651;1033;1;3186;2009
2582651;1033;1;3980;2018
2580505;1032;1;510;2009
2580505;1032;1;39;2018
2580504;1031;1;332;2009
2580504;1031;1;124;2018
2580501;1030;1;1708;2009
2580501;1030;1;299;2018
2578324;1029;1;2908;2009
2578324;1029;1;3601;2014
2578324;1029;1;701;2018
2578258;1028;1;3746;2009
2578258;1028;1;4359;2014
2578258;1028;1;420;2018
2578243;1027;1;7497;2009
2578243;1027;1;9152;2014
2578243;1027;1;5674;2018
2572877;1026;1;4522;2009
2572877;1026;1;1223;2018
2572875;1025;1;2415;2009
2572875;1025;1;3516;2018
2572794;1024;1;2089;2009
2572794;1024;1;2734;2018
2572751;1023;1;3536;2009
2572751;1023;1;1913;2018
2572550;1022;1;979;2009
2572550;1022;1;130;2018
2568920;1021;1;960;2009
2568920;1021;1;590;2018
2568914;1020;1;3700;2009
2568914;1020;1;1492;2018
2568708;1019;1;16;2009
2568708;1019;1;16;2018
2568078;1018;1;3909;2009
2568078;1018;1;14;2018
2567075;1017;1;1783;2009
2567075;1017;1;996;2018
2567073;1016;1;12751;2009
2567073;1016;1;3416;2018
2566955;1015;1;10618;2009
2566955;1015;1;2868;2018
2566954;1014;1;1057;2009
2566954;1014;1;1196;2018
2566952;1013;1;5058;2009
2566952;1013;1;5922;2018
2566932;1012;1;2935;2009
2566932;1012;1;3163;2018
2565557;1011;1;2895;2009
2565557;1011;1;384;2018
2565556;1010;1;2751;2009
2565556;1010;1;293;2018
2561128;1009;1;3958;2009
2561128;1009;1;2674;2018
2561126;1008;1;2279;2009
2561126;1008;1;2190;2018
2561026;1007;1;6415;2009
2561026;1007;1;875;2018
2560829;1006;1;3214;2009
2560829;1006;1;236;2018
2560376;1005;1;1844;2011
2560376;1005;1;2430;2013
2560376;1005;;;2018
2558320;1004;1;2161;2011
2558320;1004;1;374;2018
2558319;1003;1;5959;2011
2558319;1003;1;1284;2018
2558315;1002;1;9182;2011
2558315;1002;1;3699;2018
2558173;1001;1;9352;2011
2558173;1001;1;1001;2018
2558114;1000;1;2187;2011
2558114;1000;1;1158;2018
2558094;999;1;263;2011
2558094;999;1;16;2018
2557692;998;1;420;2013
2557692;998;1;356;2016
2557692;998;;;2018
2557692;998;;;2020
2557692;998;;;2021
2556005;997;1;1557;2016
2556005;997;;;2021
2555996;996;1;8979;2016
2555996;996;;;2021
2555944;995;1;18522;2011
2555944;995;1;19847;2013
2555944;995;;;2018
2555799;994;1;5514;2011
2555799;994;1;5864;2013
2555799;994;;;2018
2555687;993;1;851;2011
2555687;993;1;1036;2013
2555687;993;;;2018
2554229;992;1;1112;2011
2554229;992;1;1171;2016
2554229;992;;;2021
2554228;991;1;2139;2011
2554228;991;1;2303;2016
2554228;991;;;2021
2552675;990;1;9327;2013
2552675;990;1;8855;2016
2552675;990;;;2021
2552674;989;1;3289;2013
2552674;989;1;3217;2016
2552674;989;;;2021
2552667;988;1;3758;2013
2552667;988;1;2521;2016
2552667;988;;;2021
2552666;987;1;3758;2013
2552666;987;1;2521;2016
2552666;987;;;2021
2552665;986;1;89;2013
2552665;986;1;89;2016
2552665;986;;;2021
2551479;985;1;136;2011
2551479;985;1;338;2013
2551479;985;1;600;2018
2551289;984;1;2845;2011
2551289;984;1;2997;2013
2551289;984;1;2931;2018
2551101;983;1;2636;2011
2551101;983;1;2713;2013
2551101;983;1;868;2018
2549411;982;1;2145;2011
2549411;982;1;209;2018
2549408;981;;;2011
2549408;981;;;2018
2543284;980;1;4457;2011
2543284;980;1;2860;2019
2540026;979;1;983;2009
2540026;979;1;946;2011
2540026;979;1;865;2018
2540026;979;1;861;2019
2537368;978;1;782;2013
2537368;978;1;272;2018
2537207;977;1;2231;2009
2537207;977;1;2631;2013
2537207;977;1;679;2018
2537204;976;1;164;2009
2537204;976;1;178;2013
2537204;976;1;51;2018
2537184;975;1;5313;2009
2537184;975;1;2012;2011
2537184;975;1;5697;2013
2537184;975;1;5763;2018
2535854;974;1;4768;2013
2535854;974;1;392;2018
2535853;973;1;4768;2013
2535853;973;1;392;2018
2535748;972;1;5232;2013
2535748;972;1;309;2018
2535747;971;1;5232;2013
2535747;971;1;309;2018
2535692;970;1;7721;2013
2535692;970;1;373;2018
2535585;969;1;2774;2013
2535585;969;1;46;2018
2534933;968;1;2778;2013
2534933;968;1;198;2020
2534473;967;1;4473;2013
2534473;967;;;2018
2534473;967;;;2020
2534472;966;1;9079;2013
2534472;966;;;2018
2534472;966;;;2020
2534351;965;1;5310;2013
2534351;965;1;2455;2020
2534351;965;;;2021
2534350;964;1;5489;2013
2534350;964;1;2612;2020
2534350;964;;;2021
2532005;963;1;229;2013
2532005;963;;;2020
2532005;963;1;168;2021
2531609;962;1;11473;2013
2531609;962;1;679;2020
2531609;962;;;2021
2531608;961;1;112;2013
2531608;961;;;2020
2531608;961;;;2021
2531606;960;1;10380;2013
2531606;960;1;642;2020
2531606;960;;;2021
2531568;959;1;7440;2013
2531568;959;1;999;2020
2531568;959;;;2021
2531567;958;1;9834;2013
2531567;958;1;1834;2020
2531567;958;;;2021
2531566;957;1;4096;2013
2531566;957;1;628;2020
2531566;957;;;2021
2531565;956;1;2320;2013
2531565;956;1;316;2020
2531565;956;;;2021
2531058;955;1;4145;2013
2531058;955;;;2020
2531058;955;1;920;2021
2531055;954;1;1216;2013
2531055;954;;;2020
2531055;954;1;123;2021
2530962;953;1;26;2013
2530962;953;;;2020
2530962;953;;;2021
2527325;952;1;1238;2010
2527325;952;;;2018
2523898;951;1;6544;2010
2523898;951;1;7132;2015
2523898;951;;;2018
2523413;950;1;1140;2010
2523413;950;1;1157;2015
2522424;949;1;2350;2010
2522424;949;;;2021
2522316;948;1;1349;2010
2522316;948;1;1342;2015
2522316;948;;;2021
2522253;947;1;34;2010
2522253;947;1;40;2015
2522253;947;1;38;2021
2522250;946;1;1796;2010
2522250;946;1;1916;2015
2522250;946;1;1958;2021
2520759;945;1;5623;2009
2520759;945;;;2010
2520759;945;1;6575;2016
2520759;945;1;4514;2018
2517646;944;1;3720;2010
2517646;944;1;4137;2015
2517646;944;;;2018
2517646;944;1;2765;2021
2517642;943;1;6321;2010
2517642;943;1;7479;2015
2517642;943;;;2018
2517642;943;1;4580;2021
2516949;942;1;3409;2010
2516949;942;1;3585;2015
2516949;942;1;3646;2021
2480933;941;1;1246;2009
2480933;941;1;1229;2014
2480933;941;1;1327;2016
2480926;940;1;163;2009
2480926;940;1;139;2014
2480926;940;1;155;2016
2469901;939;1;1278;2011
2443933;938;1;1475;2009
2443933;938;1;799;2019
2443933;938;;;2021
2443779;937;1;5852;2009
2443779;937;1;1508;2019
2443141;936;1;1288;2009
2443141;936;1;683;2019
2443136;935;1;2841;2009
2443136;935;1;749;2019
2443135;934;1;2040;2009
2443135;934;1;693;2019
2443134;933;1;999;2009
2443134;933;1;54;2019
2394234;932;1;5486;2011
2394234;932;1;4265;2015
2394132;931;1;7318;2011
2394132;931;1;7736;2015
2393053;930;1;3659;2011
2393053;930;1;3931;2012
2393053;930;1;3967;2015
2393052;929;1;3659;2011
2393052;929;1;3931;2012
2393052;929;1;3967;2015
2392931;928;1;605;2011
2392931;928;1;674;2012
2392931;928;1;188;2015
2392930;927;1;654;2011
2392930;927;1;707;2012
2392930;927;1;22;2015
2392061;926;1;1066;2011
2392061;926;1;1361;2012
2392061;926;;;2015
2392054;925;1;45;2011
2392054;925;1;56;2012
2392054;925;1;63;2015
2391198;924;1;1284;2011
2391198;924;1;1505;2012
2391197;923;1;1277;2011
2391197;923;1;1498;2012
2389841;922;1;1342;2011
2389841;922;1;1474;2012
2389833;921;1;299;2011
2389833;921;1;402;2012
2389830;920;1;1047;2011
2389830;920;1;1274;2012
2389604;919;1;1852;2011
2389604;919;1;1991;2012
2389604;919;1;1914;2015
2389603;918;1;1078;2011
2389603;918;1;1146;2012
2389603;918;1;596;2015
2389576;917;1;717;2011
2389576;917;1;801;2012
2389576;917;1;18;2015
2387318;916;1;1549;2011
2387318;916;1;1559;2012
2386869;915;1;1660;2010
2386869;915;1;1958;2012
2386869;915;1;1058;2021
2386252;914;1;1119;2010
2386252;914;1;1259;2012
2386252;914;1;269;2021
2386236;913;1;1246;2010
2386236;913;1;1409;2012
2386236;913;1;569;2021
2386234;912;1;233;2010
2386234;912;1;281;2012
2386234;912;1;134;2021
2385942;911;1;2553;2011
2385942;911;1;2617;2012
2385850;910;1;2954;2011
2385850;910;1;2979;2012
2384980;909;1;805;2011
2384980;909;1;998;2012
2384778;908;1;925;2010
2384778;908;1;974;2011
2384778;908;1;1047;2012
2384777;907;1;739;2010
2384777;907;1;748;2011
