OBJECTID_1;FID_new;max;sum;vuosi
3633925;1644;1;1762;2013
3633925;1644;1;400;2019
3633925;1644;1;393;2019
3632696;1643;1;2061;2008
3632696;1643;;;2015
3632696;1643;1;1990;2019
3632696;1643;1;1927;2019
3632688;1642;1;3335;2008
3632688;1642;;;2015
3632688;1642;1;2893;2019
3632688;1642;1;2847;2019
3632685;1641;1;1683;2008
3632685;1641;;;2015
3632685;1641;1;1474;2019
3632685;1641;1;1458;2019
3632055;1640;1;5048;2011
3632055;1640;1;5287;2013
3632055;1640;1;5839;2019
3632055;1640;1;5786;2019
3627981;1639;1;2664;2008
3627981;1639;;;2011
3627981;1639;1;2686;2013
3627981;1639;1;547;2019
3627981;1639;1;515;2019
3627980;1638;1;2664;2008
3627980;1638;;;2011
3627980;1638;1;2686;2013
3627980;1638;1;547;2019
3627980;1638;1;515;2019
3627977;1637;1;463;2008
3627977;1637;;;2011
3627977;1637;1;489;2013
3627977;1637;1;42;2019
3627977;1637;1;38;2019
3627976;1636;1;463;2008
3627976;1636;;;2011
3627976;1636;1;489;2013
3627976;1636;1;42;2019
3627976;1636;1;38;2019
3627854;1635;1;2979;2008
3627854;1635;;;2011
3627854;1635;1;3102;2013
3627854;1635;1;1800;2019
3627854;1635;1;1741;2019
3627735;1634;1;416;2008
3627735;1634;;;2011
3627735;1634;1;369;2013
3627735;1634;1;152;2019
3627735;1634;1;148;2019
3627721;1633;1;612;2008
3627721;1633;;;2011
3627721;1633;1;610;2013
3627721;1633;1;568;2019
3627721;1633;1;566;2019
3627720;1632;1;787;2008
3627720;1632;;;2011
3627720;1632;1;779;2013
3627720;1632;1;817;2019
3627720;1632;1;802;2019
3626882;1631;1;622;2008
3626882;1631;;;2011
3626882;1631;1;501;2013
3626882;1631;1;135;2019
3626882;1631;1;125;2019
3625389;1630;1;2110;2011
3625389;1630;1;2148;2013
3625389;1630;1;1542;2019
3625389;1630;1;1485;2019
3624643;1629;1;5398;2010
3624643;1629;1;4992;2011
3624643;1629;1;5471;2015
3624643;1629;1;2160;2019
3624643;1629;1;2095;2019
3624541;1628;1;3212;2010
3624541;1628;1;2698;2011
3624541;1628;1;3230;2015
3624541;1628;1;492;2019
3624541;1628;1;468;2019
3620868;1627;1;664;2011
3620868;1627;1;900;2015
3620868;1627;1;501;2019
3620868;1627;1;484;2019
3618653;1626;1;866;2011
3618653;1626;1;1160;2013
3618653;1626;1;328;2019
3618653;1626;1;305;2019
3614295;1625;1;485;2011
3614295;1625;1;519;2015
3614295;1625;1;211;2019
3614295;1625;1;203;2019
3593886;1624;1;885;2012
3593886;1624;1;880;2014
3593886;1624;;;2017
3593886;1624;;;2018
3593885;1623;1;1993;2012
3593885;1623;1;1919;2014
3593885;1623;1;845;2017
3593885;1623;;;2018
3593874;1622;1;1433;2012
3593874;1622;1;1421;2014
3593874;1622;1;456;2017
3593874;1622;;;2018
3579007;1621;1;2222;2012
3579007;1621;1;2274;2014
3579007;1621;1;571;2017
3554623;1620;1;2324;2011
3554623;1620;1;2452;2014
3554623;1620;;;2018
3554623;1620;1;195;2019
3554618;1619;1;2328;2011
3554618;1619;1;2398;2014
3554618;1619;;;2018
3554618;1619;1;143;2019
3554611;1618;1;1052;2011
3554611;1618;1;1141;2014
3554611;1618;;;2018
3554611;1618;1;131;2019
3540909;1617;1;3143;2012
3540909;1617;1;3215;2014
3540909;1617;1;854;2019
3539200;1616;1;2653;2010
3539200;1616;1;1694;2014
3539200;1616;1;1837;2019
3538086;1615;1;677;2012
3538086;1615;1;701;2014
3538086;1615;1;405;2019
3537803;1614;1;1546;2012
3537803;1614;1;1527;2014
3537803;1614;1;755;2019
3537342;1613;1;1675;2010
3537342;1613;1;1705;2014
3537342;1613;1;792;2019
3537238;1612;1;2731;2010
3537238;1612;1;2729;2014
3537238;1612;1;550;2019
3536253;1611;1;2331;2010
3536253;1611;1;2486;2014
3536253;1611;1;1120;2019
3534064;1610;1;1281;2010
3534064;1610;1;1366;2012
3534064;1610;1;728;2014
3534064;1610;1;682;2019
3534033;1609;1;3696;2010
3534033;1609;1;3954;2012
3534033;1609;1;1992;2014
3534033;1609;1;2511;2016
3534033;1609;1;2579;2019
3532446;1608;1;3478;2012
3532446;1608;1;97;2010
3532431;1607;1;89;2012
3532359;1606;1;3117;2012
3532328;1605;;;2012
3529385;1604;1;7043;2010
3529385;1604;;;2012
3529385;1604;1;831;2015
3529385;1604;1;1397;2016
3526955;1603;1;564;2010
3526955;1603;1;45;2016
3526949;1602;;;2010
3526949;1602;;;2016
3526948;1601;1;86;2010
3526948;1601;1;79;2016
3526926;1600;1;7144;2010
3526926;1600;1;8221;2016
3526920;1599;1;4999;2010
3526920;1599;1;5607;2016
3526772;1598;1;2110;2010
3526772;1598;1;2412;2016
3523521;1597;1;1368;2010
3523521;1597;1;1455;2012
3523521;1597;1;341;2016
3523517;1596;1;451;2010
3523517;1596;1;460;2012
3523517;1596;1;434;2016
3522266;1595;1;1196;2010
3522266;1595;1;1133;2016
3522266;1595;;;2021
3521575;1594;1;289;2010
3521575;1594;1;320;2012
3521575;1594;1;323;2016
3519953;1593;1;7725;2010
3519953;1593;1;8215;2012
3519953;1593;1;8071;2016
3519167;1592;1;436;2010
3519167;1592;;;2016
3519167;1592;;;2019
3519167;1592;;;2021
3519162;1591;1;3323;2010
3519162;1591;1;3336;2016
3519162;1591;1;369;2019
3519162;1591;;;2021
3519161;1590;1;4471;2010
3519161;1590;1;1101;2016
3519161;1590;1;1048;2019
3519161;1590;;;2021
3515297;1589;1;8810;2010
3515297;1589;1;6003;2016
3512630;1588;1;65;2010
3512630;1588;1;69;2016
3512623;1587;1;24;2010
3512623;1587;1;24;2016
3512621;1586;1;68;2010
3512621;1586;1;69;2016
3512619;1585;1;1020;2010
3512619;1585;1;1020;2016
3512618;1584;1;3205;2010
3512618;1584;1;3607;2016
3512012;1583;1;1807;2010
3512012;1583;1;2012;2016
3512010;1582;1;1038;2010
3512010;1582;1;135;2016
3511871;1581;1;519;2010
3511871;1581;1;696;2016
3511870;1580;1;447;2010
3511870;1580;1;640;2016
3509933;1579;1;2902;2010
3509933;1579;1;2989;2014
3509933;1579;1;1584;2016
3509933;1579;1;1651;2021
3508771;1578;1;3851;2010
3508771;1578;1;4500;2014
3508771;1578;1;5489;2016
3508771;1578;;;2021
3506614;1577;1;931;2010
3506614;1577;1;1256;2016
3494306;1576;1;5214;2010
3494306;1576;1;5030;2014
3494306;1576;1;3234;2021
3491874;1575;1;2273;2010
3491874;1575;1;2304;2014
3491874;1575;1;1740;2021
3491874;1575;;;2010
3491658;1574;1;1558;2010
3491658;1574;1;1541;2014
3491658;1574;1;1293;2021
3491652;1573;1;4219;2010
3491652;1573;;;2010
3491652;1573;1;4175;2014
3491652;1573;1;3047;2021
3491651;1572;1;77;2010
3491651;1572;;;2010
3491651;1572;1;76;2014
3491651;1572;1;76;2021
3486108;1571;1;6536;2010
3486108;1571;1;9835;2014
3486108;1571;1;4182;2021
3486107;1570;1;6536;2010
3486107;1570;1;9835;2014
3486107;1570;1;4182;2021
3483652;1569;1;1612;2010
3483652;1569;1;1705;2014
3483652;1569;1;1441;2021
3473803;1568;1;4762;2010
3473803;1568;1;4995;2014
3473803;1568;1;2911;2019
3464269;1567;1;36;2014
3464269;1567;1;19;2021
3464269;1567;1;13;2010
3463941;1566;1;1719;2010
3463941;1566;1;1690;2014
3463941;1566;1;349;2021
3458831;1565;1;524;2010
3458831;1565;1;680;2015
3458831;1565;1;502;2016
3458830;1564;1;524;2010
3458830;1564;1;680;2015
3458830;1564;1;502;2016
3458829;1563;1;833;2010
3458829;1563;1;1071;2015
3458829;1563;1;1093;2016
3452102;1562;1;119;2010
3452102;1562;1;135;2015
3452102;1562;1;144;2016
3452101;1561;1;119;2010
3452101;1561;1;135;2015
3452101;1561;1;144;2016
3452092;1560;1;4291;2010
3452092;1560;1;2168;2015
3452092;1560;1;2075;2016
3420459;1559;1;590;2010
3420459;1559;1;505;2016
3419422;1558;1;1106;2010
3419422;1558;1;1708;2016
3419322;1557;1;2173;2010
3419322;1557;1;894;2016
3419311;1556;1;763;2010
3419311;1556;1;190;2016
3419158;1555;1;1076;2010
3419158;1555;1;1122;2016
3418715;1554;1;3265;2010
3418715;1554;1;3113;2016
3418456;1553;1;1442;2010
3418456;1553;1;1854;2016
3417853;1552;1;678;2010
3417853;1552;1;708;2014
3417853;1552;1;819;2016
3417853;1552;;;2021
3413509;1551;1;2250;2010
3413509;1551;1;1690;2016
3412606;1550;1;867;2010
3412606;1550;1;1023;2016
3412602;1549;1;609;2010
3412602;1549;1;654;2016
3412185;1548;1;3498;2010
3412185;1548;1;3331;2016
3412140;1547;1;2610;2010
3412140;1547;1;3118;2016
3412119;1546;1;1279;2010
3412119;1546;1;1380;2016
3411984;1545;1;2123;2010
3411984;1545;1;2386;2016
3411968;1544;1;39;2010
3411968;1544;1;27;2016
3411965;1543;1;1334;2010
3411965;1543;1;286;2016
3411951;1542;1;14317;2010
3411951;1542;1;6104;2016
3411307;1541;1;868;2010
3411307;1541;1;26;2016
3409739;1540;1;2303;2010
3409739;1540;1;2583;2016
3409735;1539;1;2269;2010
3409735;1539;1;2488;2016
3408636;1538;1;2746;2010
3408636;1538;1;3043;2016
3408334;1537;1;724;2010
3408334;1537;1;885;2016
3390301;1536;1;740;2011
3390301;1536;1;3115;2016
3390301;1536;;;2021
3388814;1535;1;458;2011
3388814;1535;1;704;2017
3387665;1534;;;2011
3387665;1534;1;2204;2017
3387664;1533;;;2011
3387664;1533;1;689;2017
3387662;1532;;;2011
3387662;1532;1;594;2017
3387655;1531;;;2011
3387655;1531;1;3864;2017
3387653;1530;;;2011
3387653;1530;1;1434;2017
3386740;1529;1;1661;2017
3379217;1528;1;2107;2017
3379217;1528;;;2017
3355634;1527;1;1438;2012
3355634;1527;1;1510;2015
3355634;1527;;;2016
3355634;1527;1;1508;2018
3355634;1527;1;1363;2020
3342611;1526;1;302;2012
3342611;1526;1;303;2015
3342611;1526;1;305;2017
3342611;1526;;;2018
3342611;1526;1;129;2020
3342610;1525;1;1383;2012
3342610;1525;1;1477;2015
3342610;1525;1;1540;2017
3342610;1525;;;2018
3342610;1525;1;1163;2020
3342564;1524;1;1086;2012
3342564;1524;1;1139;2015
3342564;1524;1;174;2017
3342564;1524;;;2018
3342564;1524;1;197;2020
3339234;1523;1;2826;2012
3339234;1523;;;2015
3339234;1523;1;3675;2017
3339234;1523;1;3774;2020
3313827;1522;1;870;2011
3313827;1522;1;3408;2013
3313827;1522;1;3705;2019
3311486;1521;1;117;2010
3311486;1521;1;118;2013
3311486;1521;;;2018
3311075;1520;1;2139;2010
3311075;1520;1;2557;2013
3311075;1520;1;1615;2018
3311074;1519;1;279;2010
3311074;1519;1;313;2013
3311074;1519;1;322;2018
3310807;1518;1;1184;2010
3310807;1518;1;1174;2013
3310807;1518;1;1131;2018
3310806;1517;1;1308;2010
3310806;1517;1;1283;2013
3310806;1517;1;1294;2018
3306233;1516;1;1465;2010
3306233;1516;1;1548;2017
3306233;1516;1;1190;2018
3306228;1515;1;1978;2010
3306228;1515;1;1658;2017
3306228;1515;1;1344;2018
3305710;1514;1;1221;2010
3305710;1514;1;1711;2017
3305710;1514;1;1522;2018
3305542;1513;1;4850;2010
3305542;1513;1;1852;2017
3305542;1513;1;1471;2018
3304680;1512;1;340;2010
3304680;1512;1;884;2017
3304680;1512;1;752;2018
3300792;1511;1;949;2010
3300792;1511;1;3641;2014
3300792;1511;;;2018
3300792;1511;1;1828;2021
3300791;1510;1;16;2010
3300791;1510;1;51;2014
3300791;1510;;;2018
3300791;1510;;;2021
3300762;1509;1;408;2010
3300762;1509;1;1567;2014
3300762;1509;;;2018
3300762;1509;1;1086;2021
3294969;1508;1;1249;2012
3294969;1508;1;1545;2014
3294969;1508;1;1183;2020
3294969;1508;;;2021
3294960;1507;1;2179;2012
3294960;1507;1;2387;2014
3294960;1507;1;759;2020
3294960;1507;;;2021
3290559;1506;1;1093;2012
3290559;1506;1;1176;2014
3290559;1506;1;105;2020
3290559;1506;;;2021
3290558;1505;1;1230;2012
3290558;1505;1;1358;2014
3290558;1505;1;180;2020
3290558;1505;;;2021
3290556;1504;1;2195;2012
3290556;1504;1;3197;2014
3290556;1504;1;1342;2020
3290556;1504;;;2021
3290542;1503;1;1857;2012
3290542;1503;1;1976;2014
3290542;1503;1;1519;2020
3290542;1503;;;2021
3290506;1502;1;1185;2012
3290506;1502;1;1225;2014
3290506;1502;1;829;2020
3290055;1501;1;2650;2012
3290055;1501;1;2719;2014
3290055;1501;1;150;2020
3290053;1500;1;5206;2012
3290053;1500;1;5471;2014
3290053;1500;1;353;2020
3285954;1499;1;17;2012
3285954;1499;1;20;2014
3285954;1499;;;2018
3285954;1499;;;2021
3285952;1498;1;917;2012
3285952;1498;1;1102;2014
3285952;1498;;;2018
3285952;1498;;;2021
3285951;1497;1;963;2012
3285951;1497;1;1150;2014
3285951;1497;;;2018
3285951;1497;;;2021
3281337;1496;1;2943;2012
3281337;1496;1;3348;2014
3281337;1496;1;241;2018
3281337;1496;1;273;2021
3277290;1495;1;760;2010
3277290;1495;1;3269;2014
3277290;1495;1;1640;2015
3277290;1495;1;1757;2018
3277290;1495;1;1724;2021
3265346;1494;1;476;2012
3265346;1494;1;481;2014
3265346;1494;1;494;2018
3265346;1494;1;353;2021
3265345;1493;1;912;2012
3265345;1493;1;952;2014
3265345;1493;1;987;2018
3265345;1493;1;832;2021
3262928;1492;1;7;2012
3262928;1492;1;7;2014
3262928;1492;;;2018
3262928;1492;;;2021
3262927;1491;1;2050;2012
3262927;1491;1;301;2014
3262927;1491;1;334;2018
3262927;1491;1;273;2021
3262926;1490;1;2318;2012
3262926;1490;1;284;2014
3262926;1490;1;282;2018
3262926;1490;1;274;2021
3262843;1489;1;1150;2012
3262843;1489;1;18;2014
3262843;1489;1;29;2018
3262843;1489;;;2021
3244716;1488;1;2591;2010
3244716;1488;;;2013
3244716;1488;1;3029;2018
3244716;1488;1;2987;2021
3221590;1487;1;3130;2010
3221590;1487;1;2861;2017
3221590;1487;1;2796;2018
3208340;1486;1;876;2010
3208340;1486;;;2013
3208340;1486;;;2014
3208340;1486;1;4217;2017
3208340;1486;1;2048;2018
3208340;1486;1;2050;2021
3207930;1485;1;548;2010
3207930;1485;;;2013
3207930;1485;;;2014
3207930;1485;1;523;2018
3207930;1485;1;522;2021
3207928;1484;1;792;2010
3207928;1484;;;2013
3207928;1484;;;2014
3207928;1484;1;317;2018
3207928;1484;1;316;2021
3205114;1483;1;2711;2010
3205114;1483;1;9761;2012
3205114;1483;1;11941;2014
3205114;1483;;;2018
3205114;1483;1;5716;2020
3205114;1483;1;6755;2021
3193526;1482;1;1017;2010
3193526;1482;;;2013
3193526;1482;1;485;2015
3193526;1482;;;2018
3193518;1481;1;1841;2010
3193518;1481;;;2013
3193518;1481;1;487;2015
3193518;1481;;;2018
3193514;1480;1;2911;2010
3193514;1480;;;2013
3193514;1480;1;253;2015
3193514;1480;;;2018
3193473;1479;1;229;2010
3193473;1479;;;2013
3193473;1479;1;248;2015
3193473;1479;1;284;2018
3173150;1478;1;1763;2010
3173150;1478;1;2022;2015
3173150;1478;1;660;2018
3173150;1478;1;513;2008
3172608;1477;1;205;2008
3172608;1477;1;665;2010
3172608;1477;1;549;2015
3172608;1477;1;515;2018
3170358;1476;1;3275;2010
3170358;1476;1;4174;2015
3170358;1476;1;4157;2018
3170358;1476;1;1047;2008
3170357;1475;1;3275;2010
3170357;1475;1;4174;2015
3170357;1475;1;4157;2018
3170357;1475;1;1047;2008
3160525;1474;1;3675;2010
3160525;1474;1;4949;2015
3160525;1474;1;3109;2018
3149623;1473;1;1273;2010
3149623;1473;1;1456;2015
3149623;1473;1;923;2017
3149623;1473;;;2018
3149623;1473;1;372;2008
3149575;1472;1;253;2010
3149575;1472;1;271;2015
3149575;1472;1;151;2017
3149575;1472;;;2018
3149575;1472;1;78;2008
3149574;1471;1;238;2010
3149574;1471;1;255;2015
3149574;1471;1;136;2017
3149574;1471;;;2018
3149574;1471;1;75;2008
3147153;1470;1;287;2008
3147153;1470;1;1006;2010
3147153;1470;1;1315;2015
3147153;1470;1;446;2018
3147151;1469;1;178;2008
3147151;1469;1;630;2010
3147151;1469;1;647;2015
3147151;1469;1;67;2018
3147149;1468;1;1381;2008
3147149;1468;1;4951;2010
3147149;1468;1;5390;2015
3147149;1468;1;2430;2018
3147140;1467;;;2008
3147140;1467;;;2010
3147140;1467;;;2015
3147140;1467;;;2018
3146543;1466;1;1728;2008
3146543;1466;1;6415;2010
3146543;1466;1;6458;2015
3146543;1466;1;6118;2017
3146543;1466;;;2018
3146543;1466;1;211;2008
3146403;1465;1;1603;2008
3146403;1465;1;5753;2010
3146403;1465;1;4115;2015
3146403;1465;1;3819;2017
3146403;1465;;;2018
3146403;1465;1;28;2008
3146396;1464;1;207;2008
3146396;1464;1;709;2010
3146396;1464;1;28;2015
3146396;1464;1;20;2017
3146396;1464;;;2018
3125161;1463;1;1579;2012
3125161;1463;1;1290;2014
3125161;1463;;;2018
3125161;1463;1;823;2020
3119596;1462;1;1447;2010
3119596;1462;1;1472;2013
3119596;1462;1;930;2018
3119001;1461;1;464;2010
3119001;1461;1;171;2017
3119001;1461;1;144;2018
3118999;1460;1;1101;2010
3118999;1460;1;517;2017
3118999;1460;1;415;2018
3118998;1459;1;2102;2010
3118998;1459;1;1482;2017
3118998;1459;1;1381;2018
3118997;1458;1;2817;2010
3118997;1458;1;601;2017
3118997;1458;1;488;2018
3117308;1457;1;358;2010
3117308;1457;1;361;2017
3117308;1457;1;65;2018
3115986;1456;1;2666;2010
3115986;1456;1;2110;2017
3115986;1456;1;2005;2018
3105353;1455;1;805;2012
3105353;1455;1;848;2014
3105353;1455;1;987;2018
3105352;1454;1;171;2012
3105352;1454;1;177;2014
3105352;1454;1;243;2018
3101396;1453;1;373;2017
3101396;1453;;;2020
3101395;1452;1;1877;2017
3101395;1452;;;2020
3101314;1451;1;628;2017
3101314;1451;;;2020
3101313;1450;1;1003;2017
3101313;1450;;;2020
3100814;1449;1;2;2017
3100814;1449;;;2020
3100813;1448;1;2;2017
3100813;1448;;;2020
3100812;1447;1;4439;2017
3100812;1447;;;2020
3100811;1446;1;4439;2017
3100811;1446;;;2020
3099057;1445;1;2157;2012
3099057;1445;1;698;2017
3083381;1444;1;3913;2012
3083381;1444;1;3545;2017
3080577;1443;1;2061;2012
3080577;1443;1;767;2017
3076891;1442;1;352;2011
3076891;1442;1;1078;2012
3076891;1442;1;449;2017
3073396;1441;1;1897;2012
3073396;1441;1;2213;2017
3073396;1441;1;880;2020
3065974;1440;1;527;2011
3065974;1440;1;1795;2012
3065974;1440;;;2017
3062945;1439;1;550;2011
3062945;1439;1;1703;2012
3062945;1439;;;2017
3061197;1438;1;352;2011
3061197;1438;1;1314;2012
3057341;1437;1;7216;2012
3057341;1437;1;7644;2014
3057341;1437;1;4519;2018
3057340;1436;1;7216;2012
3057340;1436;1;7644;2014
3057340;1436;1;4519;2018
3016073;1435;1;789;2012
3016073;1435;1;858;2014
3016073;1435;1;755;2018
3002632;1434;1;2647;2012
3002632;1434;1;2738;2015
3002632;1434;;;2017
3002632;1434;1;2715;2018
3002632;1434;1;2721;2020
2985961;1433;1;3571;2012
2985961;1433;;;2014
2985961;1433;1;3031;2018
2960065;1432;1;787;2012
2960065;1432;1;870;2015
2960065;1432;1;54;2018
2960065;1432;1;71;2020
2960064;1431;1;787;2012
2960064;1431;1;870;2015
2960064;1431;1;54;2018
2960064;1431;1;71;2020
2960061;1430;1;1480;2012
2960061;1430;1;87;2015
2960061;1430;1;58;2018
2960061;1430;1;93;2020
2960058;1429;1;3360;2012
2960058;1429;1;137;2015
2960058;1429;1;140;2018
2960058;1429;1;188;2020
2959278;1428;1;1815;2012
2959278;1428;1;1329;2015
2959278;1428;1;369;2018
2959278;1428;1;499;2020
2959188;1427;1;1714;2012
2959188;1427;1;1672;2015
2959188;1427;1;809;2018
2959188;1427;1;973;2020
2959186;1426;1;1510;2012
2959186;1426;1;1486;2015
2959186;1426;1;649;2018
2959186;1426;1;788;2020
2959184;1425;1;1056;2012
2959184;1425;1;1034;2015
2959184;1425;1;154;2018
2959184;1425;1;174;2020
2957793;1424;1;2;2012
2957793;1424;;;2018
2957793;1424;;;2020
2957789;1423;1;1493;2012
2957789;1423;1;228;2018
2957789;1423;;;2020
2927113;1422;1;1517;2010
2927113;1422;;;2013
2927113;1422;1;1548;2017
2927113;1422;1;1520;2018
2923198;1421;1;3833;2010
2923198;1421;1;1864;2017
2923198;1421;1;1433;2018
2923138;1420;1;276;2010
2923138;1420;1;278;2017
2923138;1420;1;270;2018
2904894;1419;1;546;2012
2904894;1419;1;640;2014
2904894;1419;;;2020
2904894;1419;1;209;2021
2904883;1418;1;126;2012
2904883;1418;1;143;2014
2904883;1418;;;2020
2904883;1418;1;10;2021
2904571;1417;1;3396;2012
2904571;1417;;;2019
2904571;1417;1;917;2021
2904571;1417;1;3571;2014
2904180;1416;1;1660;2012
2904180;1416;1;1588;2014
2904180;1416;;;2019
2904180;1416;1;1175;2021
2901377;1415;1;3771;2012
2901377;1415;1;974;2014
2901377;1415;;;2017
2901377;1415;1;1809;2020
2899555;1414;1;11208;2012
2899555;1414;;;2017
2896898;1413;1;1;2012
2896898;1413;1;1;2017
2896892;1412;1;4469;2012
2896892;1412;1;4688;2017
2896700;1411;1;14;2017
2896573;1410;1;34;2017
2895897;1409;1;6017;2012
2895897;1409;1;6376;2017
2891574;1408;1;5142;2012
2891574;1408;1;5452;2017
2888991;1407;1;213;2017
2888991;1407;1;211;2017
2888991;1407;1;202;2019
2881758;1406;;;2011
2881758;1406;1;631;2017
2881757;1405;;;2011
2881757;1405;1;608;2017
2881756;1404;;;2011
2881756;1404;;;2017
2880899;1403;1;2095;2017
2879529;1402;1;2107;2017
2879529;1402;;;2017
2878410;1401;1;2440;2017
2875395;1400;1;1661;2017
2874497;1399;1;12752;2013
2874497;1399;1;1137;2020
2873028;1398;1;1884;2013
2873028;1398;1;386;2020
2873026;1397;1;1263;2013
2873026;1397;1;61;2020
2873021;1396;1;517;2013
2873021;1396;1;6;2020
2873015;1395;1;1959;2013
2873015;1395;1;433;2020
2873013;1394;1;3006;2013
2873013;1394;1;943;2020
2873012;1393;1;2410;2013
2873012;1393;1;663;2020
2873011;1392;1;14210;2013
2873011;1392;1;7113;2020
2872867;1391;1;922;2013
2872867;1391;1;325;2020
2872831;1390;1;4287;2013
2872831;1390;1;3737;2020
2871102;1389;1;507;2011
2871102;1389;;;2013
2871102;1389;1;2715;2020
2871102;1389;;;2021
2870947;1388;1;136;2011
2870947;1388;1;592;2013
2870947;1388;1;616;2020
2870945;1387;1;517;2011
2870945;1387;1;2557;2013
2870945;1387;1;2489;2020
2870944;1386;1;552;2011
2870944;1386;1;2617;2013
2870944;1386;1;1862;2020
2867723;1385;;;2011
2867723;1385;1;937;2013
2867723;1385;1;990;2017
2867477;1384;1;37;2011
2867477;1384;1;133;2013
2867477;1384;1;98;2017
2867477;1384;;;2020
2867477;1384;;;2021
2867475;1383;1;533;2011
2867475;1383;1;2107;2013
2867475;1383;1;864;2017
2867475;1383;;;2020
2867475;1383;;;2021
2867388;1382;1;37;2011
2867388;1382;1;133;2013
2867388;1382;1;98;2017
2867388;1382;;;2020
2867388;1382;;;2021
2867386;1381;1;388;2011
2867386;1381;1;1636;2013
2867386;1381;1;1774;2017
2867386;1381;;;2020
2867386;1381;;;2021
2867385;1380;1;388;2011
2867385;1380;1;1636;2013
2867385;1380;1;1774;2017
2867385;1380;;;2020
2867385;1380;;;2021
2866574;1379;1;212;2011
2866574;1379;;;2020
2866574;1379;;;2021
2866570;1378;1;220;2011
2866570;1378;;;2020
2866570;1378;;;2021
2863077;1377;1;1508;2011
2863077;1377;;;2020
2863077;1377;1;549;2021
2862894;1376;1;1645;2011
2862894;1376;;;2020
2862894;1376;1;1662;2021
2862889;1375;1;1024;2011
2862889;1375;;;2020
2862889;1375;1;440;2021
2862885;1374;1;626;2011
2862885;1374;;;2020
2862885;1374;1;2358;2021
2862884;1373;1;136;2011
2862884;1373;;;2020
2862884;1373;1;813;2021
2862598;1372;1;442;2011
2862598;1372;1;564;2020
2862598;1372;;;2021
2862435;1371;1;414;2011
2862435;1371;1;2129;2013
2862435;1371;1;2136;2020
2862435;1371;;;2021
2862433;1370;1;453;2011
2862433;1370;1;2326;2013
2862433;1370;1;2320;2020
2862433;1370;;;2021
2860935;1369;1;385;2011
2860935;1369;1;1803;2013
2860935;1369;1;1552;2020
2860935;1369;;;2021
2859201;1368;1;1897;2011
2859201;1368;;;2013
2859201;1368;1;5770;2020
2859201;1368;1;5580;2021
2859195;1367;1;1739;2011
2859195;1367;;;2013
2859195;1367;1;2505;2020
2859195;1367;1;2529;2021
2859188;1366;1;1301;2011
2859188;1366;;;2013
2859188;1366;1;1777;2020
2859188;1366;1;1533;2021
2858574;1365;1;465;2011
2858574;1365;1;1072;2021
2857847;1364;;;2011
2857847;1364;1;3683;2013
2857847;1364;1;447;2020
2857847;1364;1;498;2021
2855835;1363;1;1873;2011
2855835;1363;1;1689;2021
2855805;1362;1;4089;2011
2855805;1362;1;9123;2021
2855704;1361;1;152;2011
2855704;1361;1;252;2021
2850497;1360;1;5385;2012
2850497;1360;1;1196;2020
2848788;1359;1;2137;2012
2848788;1359;;;2020
2846117;1358;1;1717;2012
2846117;1358;1;304;2020
2846115;1357;1;3991;2012
2846115;1357;1;482;2020
2840174;1356;1;2851;2012
2839453;1355;1;7340;2012
2837743;1354;1;341;2013
2837743;1354;1;427;2017
2837743;1354;;;2020
2837519;1353;1;9133;2012
2837519;1353;1;2001;2014
2837519;1353;;;2017
2837519;1353;1;992;2020
2836589;1352;1;4049;2012
2836589;1352;1;672;2020
2836587;1351;1;467;2012
2836587;1351;1;198;2020
2836381;1350;1;22;2012
2836381;1350;1;24;2020
2835322;1349;1;11143;2012
2835322;1349;1;3832;2020
2835193;1348;1;2757;2012
2835193;1348;;;2020
2835023;1347;1;704;2012
2835023;1347;;;2014
2835023;1347;;;2020
2835022;1346;1;721;2012
2835022;1346;;;2014
2835022;1346;;;2020
2834873;1345;1;6193;2012
2834873;1345;1;1973;2020
2834873;1345;1;9702;2014
2834488;1344;1;2026;2012
2834488;1344;;;2020
2834488;1344;1;2678;2014
2834104;1343;1;5449;2012
2834104;1343;1;7222;2014
2834104;1343;;;2020
2832164;1342;1;1579;2012
2832164;1342;1;210;2014
2832164;1342;1;261;2020
2830543;1341;1;551;2012
2830543;1341;1;1040;2014
2830541;1340;1;895;2012
2830541;1340;1;1085;2014
2830540;1339;1;895;2012
2830540;1339;1;1085;2014
2829737;1338;1;1844;2012
2829737;1338;1;2147;2014
2829737;1338;;;2020
2829707;1337;1;2822;2012
2829707;1337;1;3704;2014
2829707;1337;;;2020
2829314;1336;1;93;2012
2829314;1336;;;2014
2829278;1335;1;97;2012
2829278;1335;;;2014
2829276;1334;1;26;2012
2829276;1334;;;2014
2829260;1333;1;1470;2012
2829260;1333;;;2014
2827702;1332;1;618;2012
2827702;1332;;;2020
2827697;1331;1;2662;2012
2827697;1331;;;2020
2827575;1330;1;6899;2012
2827575;1330;;;2020
2826023;1329;1;32;2012
2826023;1329;1;31;2020
2826021;1328;1;3767;2012
2826021;1328;1;1932;2020
2825999;1327;1;1526;2012
2825999;1327;1;842;2020
2824688;1326;1;3408;2011
2824688;1326;1;1906;2019
2824538;1325;1;4641;2011
2824538;1325;1;2943;2019
2824490;1324;1;1662;2011
2824490;1324;1;530;2019
2823981;1323;1;798;2011
2823981;1323;1;809;2019
2823414;1322;1;4880;2012
2823414;1322;1;1069;2017
