max;sum;vuosi;ASTA_ID
1;3479;2019;502
1;79;2019;493
1;79;2019;494
1;35;2019;496
1;541;2019;497
1;541;2019;498
1;2576;2019;499
1;687;2019;503
1;130;2019;490
1;35;2019;495
1;2576;2019;500
1;1473;2019;491
1;1473;2019;492
1;1281;2010;2515
1;1611;2010;507
1;1281;2010;508
1;1281;2010;509
1;2475;2010;506
1;1281;2010;2514
1;1366;2012;2515
1;1611;2012;507
1;1366;2012;508
1;1366;2012;509
1;2289;2012;506
1;1366;2012;2514
1;728;2014;2515
1;1621;2014;507
1;728;2014;508
1;728;2014;509
1;2430;2014;506
1;728;2014;2514
1;905;2016;507
1;554;2016;506
1;682;2019;2515
1;889;2019;507
1;682;2019;508
1;682;2019;509
1;553;2019;506
1;682;2019;2514
1;3696;2010;2513
1;787;2010;511
1;4744;2010;510
1;3954;2012;2513
1;799;2012;511
1;3958;2012;510
1;1992;2014;2513
1;849;2014;511
1;3959;2014;510
1;2511;2016;2513
1;678;2016;511
1;4044;2016;510
1;2579;2019;2513
1;834;2019;511
1;2159;2019;510
1;84;2010;513
1;797;2010;512
1;115;2015;513
1;1019;2015;512
1;1695;2008;514
1;1552;2015;514
1;1628;2008;520
1;230;2008;517
1;1631;2010;520
1;226;2010;517
1;161;2012;517
1;236;2019;520
1;199;2019;517
1;224;2019;520
1;179;2019;517
1;942;2008;518
1;1028;2010;518
1;947;2012;518
1;731;2019;518
1;711;2019;518
;;2020;518
1;1420;2008;519
1;1503;2010;519
1;1126;2012;519
1;549;2019;519
1;533;2019;519
;;2020;519
1;2518;2008;522
1;1689;2019;522
1;1649;2019;522
1;4662;2008;523
;;2010;523
1;4218;2019;523
1;4185;2019;523
1;1082;2008;525
1;1201;2008;524
1;1032;2015;525
1;1441;2015;524
;;2019;525
1;80;2019;524
1;75;2019;524
1;9452;2008;526
1;9309;2015;526
1;474;2019;526
1;468;2019;526
1;1929;2008;527
1;2300;2010;527
1;892;2019;527
1;866;2019;527
1;857;2020;527
;;2010;533
;;2010;529
1;1182;2010;528
;;2010;532
;;2010;531
;;2010;530
1;1313;2011;533
1;1750;2011;529
1;1121;2011;528
1;1313;2011;532
1;1004;2011;531
1;1004;2011;530
1;1401;2015;533
1;1850;2015;529
1;299;2015;528
1;1401;2015;532
1;1068;2015;531
1;1068;2015;530
1;274;2019;533
1;1743;2019;529
1;385;2019;528
1;274;2019;532
1;264;2019;531
1;264;2019;530
1;254;2019;533
1;1722;2019;529
1;350;2019;528
1;254;2019;532
1;243;2019;531
1;243;2019;530
1;5608;2010;535
1;237;2010;534
1;5491;2011;535
1;237;2011;534
1;5032;2015;535
1;237;2015;534
1;5013;2019;535
1;28;2019;534
1;4989;2019;535
1;25;2019;534
1;2136;2008;536
1;2198;2010;536
;;2019;536
1;586;2020;536
1;223;2008;538
1;4542;2008;537
1;224;2010;538
1;4605;2010;537
;;2015;538
;;2015;537
;;2020;538
1;2956;2020;537
1;8936;2010;539
1;8403;2011;539
1;2131;2015;539
1;2169;2019;539
1;2124;2019;539
1;3475;2008;540
1;3583;2010;540
1;3627;2015;540
1;3664;2019;540
1;3666;2019;540
;;2020;540
1;485;2011;2536
1;485;2011;544
1;3565;2011;542
1;485;2011;545
1;485;2011;546
1;3565;2011;543
1;3565;2011;541
1;485;2011;2535
1;485;2011;2534
1;519;2015;2536
1;519;2015;544
1;3915;2015;542
1;519;2015;545
1;519;2015;546
1;3915;2015;543
1;3915;2015;541
1;519;2015;2535
1;519;2015;2534
1;211;2019;2536
1;211;2019;544
1;3603;2019;542
1;211;2019;545
1;211;2019;546
1;3603;2019;543
1;3603;2019;541
1;211;2019;2535
1;211;2019;2534
1;203;2019;2536
1;203;2019;544
1;3526;2019;542
1;203;2019;545
1;203;2019;546
1;3526;2019;543
1;3526;2019;541
1;203;2019;2535
1;203;2019;2534
1;3885;2008;548
1;2077;2008;547
1;4604;2010;548
1;2232;2010;547
;;2015;548
;;2015;547
1;1063;2020;548
1;1460;2020;547
1;5700;2008;549
;;2010;549
1;6016;2015;549
1;1218;2020;549
1;2071;2008;550
1;1066;2015;550
;;2019;550
;;2020;550
;;2021;550
1;561;2008;551
1;911;2015;551
1;964;2021;551
1;926;2010;555
1;1117;2010;552
1;926;2010;554
1;1117;2010;553
1;621;2012;555
1;860;2012;552
1;621;2012;554
1;860;2012;553
1;895;2015;555
1;1088;2015;552
1;895;2015;554
1;1088;2015;553
;;2017;555
;;2017;552
;;2017;554
;;2017;553
1;216;2021;555
1;667;2021;552
1;216;2021;554
1;667;2021;553
1;416;2010;580
1;235;2010;578
1;15;2010;561
1;569;2010;558
1;15;2010;562
1;569;2010;557
1;15;2010;563
1;569;2010;556
1;15;2010;559
1;6;2010;577
1;15;2010;560
1;15;2010;564
1;714;2010;579
1;4955;2012;580
1;2296;2012;578
1;150;2012;561
1;7199;2012;558
1;150;2012;562
1;7199;2012;557
1;150;2012;563
1;7199;2012;556
1;150;2012;559
1;46;2012;577
1;150;2012;560
1;150;2012;564
1;8485;2012;579
1;148;2014;564
1;148;2014;561
1;6981;2014;558
1;148;2014;562
1;6981;2014;557
1;148;2014;563
1;6981;2014;556
1;148;2014;559
1;148;2014;560
;;2017;580
;;2017;578
;;2017;561
;;2017;558
;;2017;562
;;2017;557
;;2017;563
;;2017;556
;;2017;559
;;2017;577
;;2017;560
;;2017;564
;;2017;579
1;1323;2020;580
1;1029;2020;578
1;96;2020;561
1;6764;2020;558
1;96;2020;562
1;6764;2020;557
1;96;2020;563
1;6764;2020;556
1;96;2020;559
1;17;2020;577
1;96;2020;560
1;96;2020;564
1;8293;2020;579
1;1240;2012;569
1;1196;2012;567
1;5978;2012;565
1;1240;2012;568
1;1196;2012;566
1;2636;2014;569
1;2495;2014;567
1;7894;2014;565
1;2636;2014;568
1;2495;2014;566
1;1144;2020;569
1;992;2020;567
1;7783;2020;565
1;1144;2020;568
1;992;2020;566
1;89;2012;573
1;1113;2012;570
1;1113;2012;571
1;89;2012;572
;;2014;573
;;2014;570
;;2014;571
;;2014;572
;;2020;573
1;201;2020;570
1;201;2020;571
;;2020;572
1;5790;2012;574
1;7704;2014;574
1;2873;2020;574
1;1459;2012;576
1;17;2012;575
1;390;2016;576
1;9;2016;575
;;2020;576
;;2020;575
1;4928;2014;580
1;8081;2014;579
1;2424;2014;578
1;39;2014;577
1;165;2010;585
1;493;2010;581
1;165;2010;584
1;195;2010;583
1;195;2010;582
1;1851;2012;585
1;5036;2012;581
1;1851;2012;584
1;2474;2012;583
1;2474;2012;582
1;650;2014;581
;;2017;585
;;2017;581
;;2017;584
;;2017;583
;;2017;582
1;1040;2020;585
1;1411;2020;581
1;1040;2020;584
1;1312;2020;583
1;1312;2020;582
1;1842;2014;585
1;1842;2014;584
1;2515;2014;583
1;2515;2014;582
1;6126;2012;594
1;272;2012;589
1;272;2012;588
1;47;2012;591
1;3100;2012;587
1;5484;2012;586
1;6126;2012;593
1;6126;2012;592
1;47;2012;590
1;6062;2014;594
1;259;2014;589
1;259;2014;588
1;49;2014;591
1;3224;2014;587
1;5222;2014;586
1;6062;2014;593
1;6062;2014;592
1;49;2014;590
1;353;2020;594
;;2020;589
;;2020;588
;;2020;591
1;527;2020;587
1;1320;2020;586
1;353;2020;593
1;353;2020;592
;;2020;590
1;380;2021;594
;;2021;589
;;2021;588
;;2021;591
1;563;2021;587
1;1241;2021;586
1;380;2021;593
1;380;2021;592
;;2021;590
;;2010;595
1;2213;2012;595
1;2778;2014;595
;;2020;595
1;1999;2021;595
1;260;2010;597
1;167;2010;596
1;2828;2012;597
1;1816;2012;596
1;3419;2014;597
1;2152;2014;596
1;3365;2020;597
1;1674;2020;596
1;3482;2021;597
1;1745;2021;596
1;165;2010;598
1;2093;2012;598
1;311;2014;598
;;2017;598
1;1394;2020;598
;;2021;598
;;2010;602
;;2010;599
;;2010;601
1;4131;2012;602
1;1071;2012;599
1;2209;2012;601
1;4383;2014;602
1;985;2014;599
1;2291;2014;601
;;2017;602
;;2017;599
;;2017;601
1;824;2020;602
1;1257;2020;599
1;1085;2020;601
;;2021;602
1;1175;2021;599
;;2021;601
1;10945;2012;600
1;11168;2014;600
;;2020;600
1;3550;2021;600
1;28;2012;604
1;557;2012;603
1;31;2014;604
1;524;2014;603
;;2020;604
;;2020;603
;;2021;604
1;653;2021;603
1;246;2010;605
1;2778;2012;605
1;2208;2014;605
;;2017;605
1;561;2020;605
;;2021;605
1;284;2010;614
1;320;2010;606
1;2729;2014;614
1;3570;2014;606
1;61;2018;614
;;2018;606
1;185;2021;614
1;17;2021;606
1;2223;2012;607
1;2139;2014;607
1;273;2021;607
1;157;2010;612
1;98;2010;609
1;16;2010;608
1;88;2010;610
1;1418;2012;612
1;1426;2012;611
1;1235;2012;609
1;137;2012;608
1;1135;2012;610
1;1501;2014;611
1;1238;2014;609
1;157;2014;608
1;1096;2014;610
1;222;2021;612
1;1051;2021;611
1;456;2021;609
1;154;2021;608
1;1183;2021;610
1;1074;2014;612
1;209;2010;613
1;2682;2012;613
;;2014;613
1;1159;2021;613
1;445;2010;615
1;4933;2014;615
1;1134;2018;615
1;1977;2021;615
1;1647;2012;616
1;1991;2014;616
;;2020;616
1;1457;2021;616
1;5690;2012;617
1;5644;2014;617
;;2020;617
1;639;2021;617
1;98;2009;622
1;764;2009;621
1;2453;2009;618
1;764;2009;620
1;2453;2009;619
1;102;2014;622
1;701;2014;621
1;2775;2014;618
1;701;2014;620
1;2775;2014;619
;;2019;622
;;2019;621
;;2019;618
;;2019;620
;;2019;619
;;2020;622
;;2020;621
;;2020;618
;;2020;620
;;2020;619
;;2021;622
;;2021;621
;;2021;618
;;2021;620
;;2021;619
1;5270;2012;623
1;4745;2014;623
;;2020;623
1;1854;2021;623
1;4966;2012;665
1;1102;2012;624
1;1744;2012;664
1;3053;2012;663
;;2014;665
;;2014;624
;;2014;664
1;618;2020;665
1;778;2020;624
1;974;2020;664
1;2059;2020;663
1;2671;2012;625
1;1049;2020;625
1;2721;2012;661
1;12983;2012;632
1;4012;2012;642
1;144;2012;636
1;2430;2012;653
1;2430;2012;651
1;2721;2012;658
1;218;2012;640
1;11;2012;646
1;429;2012;657
1;2721;2012;659
1;19;2012;638
1;429;2012;655
1;19;2012;637
1;1031;2012;649
1;12983;2012;630
1;12983;2012;626
1;2430;2012;652
1;429;2012;656
1;4012;2012;641
1;12983;2012;633
1;4012;2012;644
1;1031;2012;650
1;429;2012;654
1;1031;2012;647
1;12983;2012;631
1;2721;2012;660
1;12983;2012;627
1;4012;2012;643
1;1031;2012;648
1;144;2012;635
1;11;2012;645
1;12983;2012;629
1;12983;2012;634
1;218;2012;639
1;12983;2012;628
;;2014;661
;;2014;632
;;2014;642
;;2014;636
;;2014;653
;;2014;651
;;2014;658
;;2014;640
;;2014;646
;;2014;657
;;2014;659
;;2014;638
;;2014;655
;;2014;637
;;2014;649
;;2014;630
;;2014;626
;;2014;652
;;2014;656
;;2014;641
;;2014;633
;;2014;644
;;2014;650
;;2014;654
;;2014;647
;;2014;631
;;2014;660
;;2014;627
;;2014;643
;;2014;648
;;2014;635
;;2014;645
;;2014;629
;;2014;634
;;2014;639
;;2014;628
;;2017;661
1;340;2017;632
1;109;2017;642
1;25;2017;636
1;6;2017;653
1;6;2017;651
;;2017;658
;;2017;640
;;2017;646
;;2017;657
;;2017;659
;;2017;638
;;2017;655
;;2017;637
;;2017;649
1;340;2017;630
1;340;2017;626
1;6;2017;652
;;2017;656
1;109;2017;641
1;340;2017;633
1;109;2017;644
;;2017;650
;;2017;654
;;2017;647
1;340;2017;631
;;2017;660
1;340;2017;627
1;109;2017;643
;;2017;648
1;25;2017;635
;;2017;645
1;340;2017;629
1;340;2017;634
;;2017;639
1;340;2017;628
;;2020;661
;;2020;632
;;2020;642
;;2020;636
;;2020;653
;;2020;651
;;2020;658
;;2020;640
;;2020;646
;;2020;657
;;2020;659
;;2020;638
;;2020;655
;;2020;637
;;2020;649
;;2020;630
;;2020;626
;;2020;652
;;2020;656
;;2020;641
;;2020;633
;;2020;644
;;2020;650
;;2020;654
;;2020;647
;;2020;631
;;2020;660
;;2020;627
;;2020;643
;;2020;648
;;2020;635
;;2020;645
;;2020;629
;;2020;634
;;2020;639
;;2020;628
1;1540;2012;662
;;2017;662
1;465;2020;662
;;2014;663
1;139;2012;677
1;3460;2012;666
1;139;2012;676
1;3460;2012;667
;;2020;677
;;2020;666
;;2020;676
;;2020;667
1;10990;2012;668
1;5815;2020;668
1;4635;2012;675
1;4635;2012;670
1;4635;2012;669
1;4635;2012;674
1;1816;2020;675
1;1816;2020;670
1;1816;2020;669
1;1816;2020;674
1;5;2012;672
1;765;2012;671
;;2020;672
;;2020;671
1;6680;2012;673
;;2015;673
1;7708;2016;673
1;7504;2017;673
1;1570;2012;678
;;2015;678
1;768;2016;678
1;517;2011;681
1;736;2011;680
1;557;2011;679
;;2013;681
;;2013;680
;;2013;679
1;2162;2015;681
1;3128;2015;680
1;2438;2015;679
1;930;2019;681
1;1605;2019;680
1;1031;2019;679
1;1168;2012;682
1;1150;2014;682
1;5524;2011;755
1;4710;2011;683
1;2067;2017;755
1;4142;2017;683
1;2020;2019;755
1;4193;2019;683
1;793;2012;688
1;896;2012;686
1;2168;2012;684
1;896;2012;685
1;793;2012;687
1;1710;2016;688
1;1542;2016;686
1;3246;2016;684
1;1542;2016;685
1;1710;2016;687
1;976;2017;688
1;1007;2017;686
1;2258;2017;684
1;1007;2017;685
1;976;2017;687
1;1742;2012;789
1;851;2012;689
1;2604;2016;789
1;1078;2016;689
1;881;2017;789
1;266;2017;689
;;2020;789
;;2020;689
1;3069;2012;690
1;3388;2013;690
;;2015;690
1;976;2019;690
1;9903;2012;691
1;11041;2013;691
;;2015;691
1;3626;2011;692
1;3514;2015;692
;;2019;692
1;2713;2020;692
1;3041;2011;707
1;4535;2011;693
;;2015;707
;;2015;693
1;2439;2020;707
1;3068;2020;693
1;453;2010;694
1;1735;2019;694
1;1770;2021;694
1;231;2010;695
1;907;2013;695
1;22;2019;695
1;29;2021;695
1;427;2010;697
1;226;2010;696
1;1667;2014;697
1;935;2014;696
1;396;2018;697
1;79;2018;696
1;405;2019;697
1;134;2019;696
1;471;2010;698
1;1829;2014;698
1;1347;2018;698
1;1413;2019;698
1;428;2010;701
1;442;2010;699
1;1712;2014;701
1;1720;2014;699
1;585;2018;701
1;1251;2018;699
1;617;2019;701
1;1239;2019;699
1;285;2010;700
1;1224;2014;700
1;791;2019;700
;;2021;700
1;1067;2010;702
1;4464;2014;702
;;2015;702
1;1070;2018;702
1;1348;2019;702
1;123;2010;706
1;123;2010;705
1;1153;2010;704
1;1153;2010;703
1;14;2015;706
1;14;2015;705
1;971;2015;704
1;971;2015;703
;;2019;706
;;2019;705
;;2019;704
;;2019;703
1;128;2011;709
1;1244;2011;708
1;29;2015;709
1;362;2015;708
1;45;2020;709
1;559;2020;708
1;338;2010;710
;;2018;710
1;526;2021;710
1;377;2010;732
1;508;2010;711
1;1640;2014;732
1;2152;2014;711
1;1313;2019;732
1;738;2019;711
1;320;2010;713
1;302;2010;712
1;1337;2014;713
1;1321;2014;712
1;565;2018;713
1;178;2018;712
1;495;2019;713
1;166;2019;712
1;308;2010;731
1;44;2010;715
1;44;2010;721
1;308;2010;730
1;308;2010;726
1;308;2010;727
1;308;2010;728
1;308;2010;724
1;44;2010;718
1;44;2010;722
1;44;2010;719
1;44;2010;714
1;308;2010;729
1;44;2010;720
1;44;2010;716
1;44;2010;717
1;308;2010;723
1;308;2010;725
1;1164;2012;731
1;139;2012;715
1;139;2012;721
1;1164;2012;730
1;1164;2012;726
1;1164;2012;727
1;1164;2012;728
1;1164;2012;724
1;139;2012;718
1;139;2012;722
1;139;2012;719
1;139;2012;714
1;1164;2012;729
1;139;2012;720
1;139;2012;716
1;139;2012;717
1;1164;2012;723
1;1164;2012;725
1;1240;2014;731
1;146;2014;715
1;146;2014;721
1;1240;2014;730
1;1240;2014;726
1;1240;2014;727
1;1240;2014;728
1;1240;2014;724
1;146;2014;718
1;146;2014;722
1;146;2014;719
1;146;2014;714
1;1240;2014;729
1;146;2014;720
1;146;2014;716
1;146;2014;717
1;1240;2014;723
1;1240;2014;725
;;2015;731
;;2015;715
;;2015;721
;;2015;730
;;2015;726
;;2015;727
;;2015;728
;;2015;724
;;2015;718
;;2015;722
;;2015;719
;;2015;714
;;2015;729
;;2015;720
;;2015;716
;;2015;717
;;2015;723
;;2015;725
;;2019;731
;;2019;715
;;2019;721
;;2019;730
;;2019;726
;;2019;727
;;2019;728
;;2019;724
;;2019;718
;;2019;722
;;2019;719
;;2019;714
;;2019;729
;;2019;720
;;2019;716
;;2019;717
;;2019;723
;;2019;725
1;370;2010;733
1;1497;2014;733
1;5285;2010;737
1;5285;2010;734
1;5285;2010;736
1;5285;2010;735
1;20585;2014;737
1;20585;2014;734
1;20585;2014;736
1;20585;2014;735
;;2019;737
;;2019;734
;;2019;736
;;2019;735
1;1289;2010;741
1;1029;2010;739
1;1029;2010;738
1;1289;2010;740
;;2018;741
;;2018;739
;;2018;738
;;2018;740
1;2928;2021;741
1;1988;2021;739
1;1988;2021;738
1;2928;2021;740
1;381;2010;742
;;2018;742
1;370;2021;742
1;2097;2012;743
1;2222;2013;743
1;364;2015;743
1;557;2010;744
1;1547;2010;751
1;796;2010;749
1;56;2010;747
1;56;2010;746
1;796;2010;748
1;722;2010;750
1;757;2010;745
1;4991;2012;751
1;2773;2012;749
1;158;2012;747
1;158;2012;746
1;2773;2012;748
1;2619;2012;750
1;2630;2012;745
;;2014;751
;;2014;749
;;2014;747
;;2014;746
;;2014;748
;;2014;750
1;1952;2014;745
;;2015;751
;;2015;749
;;2015;747
;;2015;746
;;2015;748
;;2015;750
;;2015;745
1;1053;2010;752
1;240;2010;753
1;744;2012;753
1;662;2010;754
1;2331;2012;754
1;1208;2011;757
1;2655;2011;756
1;1385;2019;757
1;386;2019;756
;;2020;757
;;2020;756
1;1409;2011;780
1;1881;2011;758
1;3816;2011;779
1;322;2020;780
1;1526;2020;758
1;1493;2020;779
1;2216;2011;759
1;1469;2016;759
;;2019;759
1;1412;2020;759
1;1039;2011;778
1;1389;2011;760
1;737;2020;778
1;9;2020;760
1;2629;2010;762
1;752;2010;761
1;2000;2016;762
1;510;2016;761
1;4818;2010;763
1;4919;2016;763
1;4715;2019;763
1;2638;2010;764
1;1069;2016;764
1;913;2019;764
1;1923;2010;765
1;1916;2013;765
1;280;2019;765
1;36;2010;767
1;3126;2010;766
;;2013;767
;;2013;766
1;4;2019;767
1;2111;2019;766
1;4845;2010;771
1;286;2010;769
1;4845;2010;770
1;286;2010;768
;;2013;771
;;2013;769
;;2013;770
;;2013;768
1;805;2019;771
;;2019;769
1;805;2019;770
;;2019;768
1;1572;2011;775
1;1572;2011;772
1;1572;2011;773
1;1572;2011;774
;;2017;775
;;2017;772
;;2017;773
;;2017;774
1;920;2019;775
1;920;2019;772
1;920;2019;773
1;920;2019;774
1;1647;2011;777
1;4995;2011;776
1;1556;2017;777
1;2107;2017;776
1;703;2019;777
1;2023;2019;776
;;2020;777
;;2020;776
1;657;2019;778
1;272;2019;780
1;1508;2019;779
1;1637;2010;788
1;419;2010;782
1;4827;2010;786
1;419;2010;783
1;105;2010;787
1;2907;2010;784
1;2907;2010;785
1;4648;2010;781
;;2015;788
;;2015;782
;;2015;786
;;2015;783
;;2015;787
;;2015;784
;;2015;785
;;2015;781
1;1657;2016;788
1;374;2016;782
1;5345;2016;786
1;374;2016;783
1;53;2016;787
1;3290;2016;784
1;3290;2016;785
1;810;2016;781
;;2014;789
1;1134;2011;790
;;2015;790
1;118;2017;790
1;200;2020;790
1;1733;2011;791
1;1907;2017;791
1;1944;2019;791
;;2020;791
1;1296;2010;792
;;2018;792
1;2057;2010;793
1;75;2010;828
1;1277;2010;818
1;3783;2010;820
1;1277;2010;819
1;279;2010;824
1;2492;2010;816
1;3783;2010;822
1;75;2010;826
1;75;2010;827
1;1277;2010;817
1;1121;2010;794
1;279;2010;825
1;3783;2010;821
1;3783;2010;823
1;826;2010;814
;;2010;797
1;111;2010;812
1;2492;2010;815
1;826;2010;813
1;97;2018;828
1;564;2018;818
1;556;2018;820
1;564;2018;819
1;170;2018;824
1;13;2018;816
1;556;2018;822
1;97;2018;826
1;97;2018;827
1;564;2018;817
1;365;2018;794
1;170;2018;825
1;556;2018;821
1;556;2018;823
1;20;2018;814
1;1875;2018;797
1;16;2018;812
1;13;2018;815
1;20;2018;813
1;1708;2010;796
1;3035;2010;795
1;1821;2015;796
1;3087;2015;795
1;557;2018;796
1;1086;2018;795
1;1576;2010;798
;;2010;798
;;2018;798
1;2355;2010;806
1;147;2010;801
1;2438;2010;803
1;2355;2010;805
1;2438;2010;802
1;1217;2010;799
1;147;2010;800
1;2438;2010;804
;;2010;806
;;2010;801
;;2010;803
;;2010;805
;;2010;802
;;2010;799
;;2010;800
;;2010;804
;;2018;806
;;2018;801
;;2018;803
;;2018;805
;;2018;802
;;2018;799
;;2018;800
;;2018;804
1;2863;2010;807
1;461;2018;807
1;2849;2010;811
1;2849;2010;810
1;3246;2010;809
1;3246;2010;808
1;234;2018;811
1;234;2018;810
1;228;2018;809
1;228;2018;808
;;2010;828
;;2010;819
;;2010;812
;;2010;820
;;2010;816
;;2010;813
;;2010;825
;;2010;821
;;2010;815
;;2010;823
;;2010;822
;;2010;826
;;2010;827
;;2010;818
;;2010;814
;;2010;817
;;2010;824
1;1746;2010;833
1;243;2010;832
1;1811;2010;829
1;243;2010;831
1;1811;2010;830
1;6316;2010;834
;;2014;834
;;2018;834
;;2021;834
1;1811;2010;835
1;1776;2014;835
1;1846;2021;835
1;4226;2010;837
1;1009;2010;836
1;4100;2014;837
1;391;2014;836
1;2693;2021;837
1;411;2021;836
1;2861;2010;842
1;2861;2010;841
1;2026;2010;839
1;4081;2010;838
1;2026;2010;840
1;2858;2015;842
1;2858;2015;841
1;2023;2015;839
1;4304;2015;838
1;2023;2015;840
1;1601;2018;842
1;1601;2018;841
1;1111;2018;839
1;4547;2018;838
1;1111;2018;840
1;1067;2010;843
1;1118;2015;843
1;418;2018;843
1;1896;2010;857
1;1204;2010;846
1;1132;2010;845
1;78;2010;848
1;1204;2010;847
1;1800;2010;849
1;1132;2010;844
1;3628;2010;856
1;1180;2010;855
1;666;2015;849
1;68;2015;848
1;1306;2015;847
1;813;2015;844
1;813;2015;845
1;1306;2015;846
1;463;2018;857
1;1303;2018;846
1;813;2018;845
1;67;2018;848
1;1303;2018;847
1;697;2018;849
1;813;2018;844
1;831;2018;856
1;689;2018;855
1;2620;2010;853
1;50;2010;851
1;50;2010;850
1;2620;2010;852
1;2876;2015;853
1;60;2015;851
1;60;2015;850
1;2876;2015;852
1;2269;2018;853
1;11;2018;851
1;11;2018;850
1;2269;2018;852
1;1585;2010;854
;;2010;854
1;1639;2015;854
1;93;2018;854
1;358;2015;857
1;1223;2015;855
1;601;2015;856
1;1911;2009;861
1;1555;2009;859
1;3707;2009;858
1;1191;2009;860
1;1899;2018;861
1;267;2018;859
1;296;2018;858
1;648;2018;860
;;2021;861
;;2021;859
;;2021;858
1;539;2021;860
1;864;2008;862
1;483;2018;862
1;419;2021;862
1;2413;2010;887
1;2105;2010;863
1;2105;2010;865
1;2105;2010;866
1;96;2010;886
1;2105;2010;864
;;2012;890
;;2012;886
;;2012;887
;;2012;864
;;2012;873
;;2012;874
;;2012;865
;;2012;869
;;2012;867
;;2012;868
;;2012;866
1;73;2012;870
;;2012;875
;;2012;863
1;872;2013;890
1;96;2013;886
1;2418;2013;887
1;2080;2013;864
1;13743;2013;873
1;13743;2013;874
1;2080;2013;865
1;1180;2013;869
1;4201;2013;867
1;4201;2013;868
1;2080;2013;866
1;73;2013;870
1;1376;2013;875
1;2080;2013;863
;;2018;890
;;2018;886
;;2018;887
;;2018;864
;;2018;873
;;2018;874
;;2018;865
;;2018;869
;;2018;867
;;2018;868
;;2018;866
;;2018;870
;;2018;875
;;2018;863
1;863;2010;890
;;2010;887
1;12183;2010;873
1;12183;2010;874
1;1086;2010;869
1;4110;2010;867
1;4110;2010;868
1;1263;2010;875
1;70;2010;870
1;6328;2010;889
1;978;2010;876
1;7324;2010;888
;;2010;889
;;2010;876
1;85;2010;888
1;6525;2013;889
1;825;2013;876
1;7615;2013;888
;;2018;889
;;2018;876
;;2018;888
;;2010;951
1;1464;2010;880
1;4250;2010;877
1;1399;2010;878
1;494;2010;879
1;1616;2012;951
1;1431;2012;880
1;4139;2012;877
1;1434;2012;878
1;440;2012;879
1;1743;2013;951
1;1576;2013;880
1;4230;2013;877
1;1515;2013;878
1;509;2013;879
;;2021;951
;;2021;880
;;2021;877
;;2021;878
;;2021;879
1;1854;2010;894
1;1531;2010;884
1;1303;2010;882
1;2981;2010;893
1;242;2010;891
1;3110;2010;885
1;2988;2010;892
1;1544;2010;883
1;1075;2010;881
1;1807;2015;894
1;2855;2015;893
;;2015;882
;;2015;881
;;2015;883
1;244;2018;894
1;511;2018;884
1;683;2018;882
1;492;2018;893
1;82;2018;891
1;923;2018;885
1;1912;2018;892
1;171;2018;883
1;736;2018;881
1;1865;2015;892
1;245;2015;891
1;757;2009;898
1;1043;2009;896
1;757;2009;897
1;1043;2009;895
1;780;2013;898
1;1130;2013;896
1;780;2013;897
1;1130;2013;895
1;249;2021;898
1;591;2021;896
1;249;2021;897
1;591;2021;895
1;126;2009;915
1;143;2009;903
1;144;2009;902
1;2714;2009;907
1;126;2009;914
1;1971;2009;899
;;2009;906
1;144;2009;901
1;126;2009;913
;;2009;905
1;539;2009;900
1;2714;2009;908
1;2619;2009;910
1;143;2009;904
1;472;2012;900
1;1900;2012;899
1;284;2013;915
1;157;2013;903
1;146;2013;902
1;2749;2013;907
1;284;2013;914
1;342;2013;899
1;1;2013;906
1;146;2013;901
1;284;2013;913
1;1;2013;905
1;41;2013;900
1;2749;2013;908
1;2710;2013;910
1;157;2013;904
1;1;2021;915
;;2021;903
1;92;2021;902
1;395;2021;907
1;1;2021;914
1;550;2021;899
;;2021;906
1;92;2021;901
1;1;2021;913
;;2021;905
1;110;2021;900
1;395;2021;908
1;1100;2021;910
;;2021;904
1;1528;2009;909
1;1808;2013;909
1;848;2021;909
;;2010;911
1;1033;2012;911
1;1137;2013;911
;;2020;911
1;388;2021;911
1;1547;2009;912
1;1576;2013;912
1;761;2021;912
1;925;2009;919
1;528;2009;917
1;528;2009;916
1;925;2009;918
1;993;2013;919
1;550;2013;917
1;550;2013;916
1;993;2013;918
1;294;2021;919
1;16;2021;917
1;16;2021;916
1;294;2021;918
1;90;2009;920
1;90;2013;920
1;3;2021;920
1;2565;2009;921
;;2010;921
1;377;2018;921
1;233;2021;921
1;2482;2009;940
1;228;2009;935
1;228;2009;937
1;1127;2009;931
1;1132;2009;927
1;228;2009;936
1;1140;2009;922
1;1161;2009;939
1;1127;2009;932
1;1140;2009;925
1;1127;2009;930
1;1140;2009;926
1;228;2009;938
1;1140;2009;924
1;1140;2009;923
1;1132;2009;929
1;1132;2009;928
1;228;2009;933
1;228;2009;934
1;673;2018;940
1;55;2018;935
1;55;2018;937
1;422;2018;931
1;314;2018;927
1;55;2018;936
1;437;2018;922
1;247;2018;939
1;422;2018;932
1;437;2018;925
1;422;2018;930
1;437;2018;926
1;55;2018;938
1;437;2018;924
1;437;2018;923
1;314;2018;929
1;314;2018;928
1;55;2018;933
1;55;2018;934
1;636;2021;940
1;38;2021;935
1;38;2021;937
1;418;2021;931
1;286;2021;927
1;38;2021;936
1;428;2021;922
1;262;2021;939
1;418;2021;932
1;428;2021;925
1;418;2021;930
1;428;2021;926
1;38;2021;938
1;428;2021;924
1;428;2021;923
1;286;2021;929
1;286;2021;928
1;38;2021;933
