max;sum;vuosi;ASTA_ID
1;2410;2016;1263
1;2410;2016;1264
1;30;2016;1260
1;30;2016;1261
1;2410;2016;283
1;609;2019;1265
1;2317;2019;284
1;2317;2019;285
1;2317;2019;1262
1;30;2019;1259
1;2317;2019;1263
1;2317;2019;1264
1;30;2019;1260
1;30;2019;1261
1;2317;2019;283
1;6788;2009;287
1;2501;2009;286
1;1836;2016;287
1;392;2016;286
;;2019;287
;;2019;286
1;3093;2009;288
;;2015;288
1;1066;2016;288
1;1106;2009;294
1;708;2009;292
1;78;2009;289
1;629;2009;291
1;629;2009;290
1;1106;2009;293
1;951;2017;294
1;140;2017;292
1;79;2017;289
1;575;2017;291
1;575;2017;290
1;951;2017;293
1;3761;2011;295
1;2725;2016;295
1;2974;2020;295
1;77;2011;304
1;2466;2011;296
1;92;2011;301
1;92;2011;300
1;77;2011;303
1;92;2011;299
1;2466;2011;297
1;77;2011;302
1;2466;2011;298
1;87;2016;304
1;3490;2016;296
1;103;2016;301
1;103;2016;300
1;87;2016;303
1;103;2016;299
1;3490;2016;297
1;87;2016;302
1;3490;2016;298
1;87;2020;304
1;2432;2020;296
1;50;2020;301
1;50;2020;300
1;87;2020;303
1;50;2020;299
1;2432;2020;297
1;87;2020;302
1;2432;2020;298
1;2965;2011;308
1;196;2011;305
1;2965;2011;307
1;196;2011;306
1;3450;2016;308
1;195;2016;305
1;3450;2016;307
1;195;2016;306
1;3076;2020;308
1;178;2020;305
1;3076;2020;307
1;178;2020;306
1;544;2011;309
1;1035;2019;309
;;2020;309
1;1047;2021;309
1;886;2011;313
1;1263;2011;311
1;886;2011;312
1;1263;2011;310
1;3532;2019;313
1;4988;2019;311
1;3532;2019;312
1;4988;2019;310
1;99;2011;317
1;99;2011;316
1;674;2011;315
1;674;2011;314
1;52;2019;317
1;52;2019;316
1;2525;2019;315
1;2525;2019;314
1;688;2011;348
1;956;2011;319
1;503;2011;345
1;688;2011;347
1;503;2011;346
1;503;2011;344
1;956;2011;318
1;1813;2020;348
1;2030;2020;319
1;1496;2020;345
1;1813;2020;347
1;1496;2020;346
1;1496;2020;344
1;2030;2020;318
1;157;2011;339
1;305;2011;329
1;1325;2011;323
1;1325;2011;325
1;140;2011;334
1;55;2011;332
1;1714;2011;320
1;280;2011;338
1;1714;2011;322
1;305;2011;330
1;354;2011;328
1;55;2011;333
1;305;2011;331
1;1325;2011;324
1;354;2011;327
1;904;2011;337
1;140;2011;335
1;1714;2011;321
1;488;2011;336
1;1325;2011;326
1;605;2020;339
1;81;2020;329
1;1484;2020;323
1;1484;2020;325
1;399;2020;334
1;136;2020;332
1;3062;2020;320
1;1170;2020;338
1;3062;2020;322
1;81;2020;330
1;35;2020;328
1;136;2020;333
1;81;2020;331
1;1484;2020;324
1;35;2020;327
1;1657;2020;337
1;399;2020;335
1;3062;2020;321
1;976;2020;336
1;1484;2020;326
1;640;2011;340
1;303;2019;340
;;2020;340
1;837;2011;341
1;607;2020;341
1;1052;2011;343
1;355;2011;342
;;2016;343
;;2016;342
1;637;2020;343
1;836;2020;342
1;453;2013;353
1;1525;2013;352
1;1959;2013;349
1;35;2013;350
;;2017;353
;;2017;352
;;2017;349
;;2017;350
;;2018;353
;;2018;352
;;2018;349
;;2018;350
1;155;2020;353
1;1547;2020;352
1;1510;2020;349
1;35;2020;350
1;9688;2013;351
;;2017;351
1;4274;2020;351
1;1360;2013;354
;;2020;354
1;1535;2013;387
1;872;2013;356
1;916;2013;375
1;151;2013;383
1;743;2013;386
1;872;2013;362
1;611;2013;367
1;611;2013;364
1;872;2013;359
1;611;2013;374
1;611;2013;365
1;611;2013;368
1;611;2013;371
1;611;2013;373
1;916;2013;380
1;916;2013;379
1;743;2013;385
1;611;2013;372
1;916;2013;376
1;151;2013;384
1;872;2013;357
1;611;2013;369
1;916;2013;378
1;872;2013;358
1;611;2013;363
1;872;2013;361
1;916;2013;382
1;611;2013;370
1;611;2013;366
1;872;2013;360
1;916;2013;377
1;872;2013;355
1;916;2013;381
1;1572;2013;391
1;1572;2013;389
1;1572;2013;388
1;1572;2013;390
1;2583;2013;392
1;3316;2013;393
;;2020;393
1;2651;2013;395
1;1231;2013;394
1;1678;2013;396
1;1048;2012;400
1;1047;2012;397
1;1047;2012;398
1;1048;2012;399
;;2014;400
;;2014;397
;;2014;398
;;2014;399
1;874;2019;400
1;871;2019;397
1;871;2019;398
1;874;2019;399
1;1660;2012;401
1;1969;2019;401
1;1550;2010;480
1;3615;2010;478
1;2501;2010;476
1;3615;2010;477
1;1808;2010;402
1;1550;2010;479
1;827;2012;480
1;2865;2012;478
1;1975;2012;476
1;2865;2012;477
1;1189;2012;402
1;827;2012;479
1;841;2017;480
1;1157;2017;478
1;917;2017;476
1;1157;2017;477
1;431;2017;402
1;841;2017;479
1;820;2018;480
1;1118;2018;478
1;875;2018;476
1;1118;2018;477
1;478;2018;402
1;820;2018;479
1;876;2020;480
1;1210;2020;478
1;916;2020;476
1;1210;2020;477
1;698;2020;402
1;876;2020;479
1;2680;2008;505
1;4553;2008;403
1;231;2008;405
1;2724;2012;505
1;4669;2012;403
1;230;2012;405
1;287;2019;505
1;992;2019;403
1;202;2019;405
1;1485;2008;404
1;1518;2012;404
1;1095;2019;404
1;2030;2008;406
1;2169;2012;406
1;361;2019;406
1;1481;2012;424
1;4000;2012;420
1;1084;2012;409
1;1923;2012;417
1;1538;2012;421
1;27;2012;408
1;1741;2012;419
1;27;2012;407
1;8624;2012;413
1;3520;2012;418
1;1923;2012;416
1;1875;2012;414
1;1481;2012;423
1;1538;2012;422
1;1084;2012;410
1;1875;2012;415
1;8624;2012;412
1;8624;2012;411
1;2360;2008;426
1;2044;2008;425
1;2449;2012;426
1;2134;2012;425
1;924;2012;442
1;765;2012;433
1;765;2012;432
1;765;2012;431
1;765;2012;434
1;1237;2012;437
1;924;2012;439
1;924;2012;440
1;619;2012;428
1;619;2012;430
1;619;2012;429
1;1237;2012;435
1;1237;2012;436
1;619;2012;427
1;1237;2012;438
1;924;2012;441
1;502;2015;442
1;53;2015;433
1;53;2015;432
1;53;2015;431
1;53;2015;434
1;687;2015;437
1;502;2015;439
1;502;2015;440
1;13;2015;428
1;13;2015;430
1;13;2015;429
1;687;2015;435
1;687;2015;436
1;13;2015;427
1;687;2015;438
1;502;2015;441
1;9661;2008;443
1;10833;2012;443
1;1425;2015;443
1;3234;2008;444
1;3657;2012;444
1;3655;2015;444
1;1040;2012;445
1;1213;2015;445
1;761;2008;450
1;18419;2008;448
1;17881;2008;447
1;17881;2008;446
1;18419;2008;449
1;920;2015;450
1;20482;2015;448
1;19763;2015;447
1;19763;2015;446
1;20482;2015;449
1;4076;2008;454
1;4076;2008;453
1;3958;2008;451
1;3958;2008;452
1;4212;2015;454
1;4212;2015;453
1;4070;2015;451
1;4070;2015;452
;;2019;454
;;2019;453
;;2019;451
;;2019;452
1;1299;2008;458
1;2165;2008;456
1;2165;2008;455
1;1299;2008;457
1;1367;2015;458
1;2448;2015;456
1;2448;2015;455
1;1367;2015;457
1;751;2008;459
;;2010;459
1;866;2012;459
;;2020;459
1;1061;2010;460
1;1030;2012;460
;;2019;460
;;2020;460
1;1200;2010;461
1;1217;2012;461
1;983;2012;461
;;2017;461
1;1229;2020;461
1;8768;2008;462
1;9682;2010;462
1;4719;2020;462
1;19449;2008;465
1;950;2008;463
1;1422;2008;464
1;21905;2010;465
1;1058;2010;463
1;1419;2010;464
1;16863;2020;465
1;464;2020;463
1;951;2020;464
;;2008;466
1;3569;2010;466
1;3510;2012;466
;;2019;466
1;791;2020;466
1;3907;2008;470
1;1718;2008;467
1;4069;2010;470
1;2021;2010;467
1;702;2019;470
;;2019;467
1;771;2020;470
1;681;2020;467
1;1363;2008;516
1;97;2008;515
1;3172;2008;468
1;2829;2008;469
1;1357;2010;516
1;100;2010;515
1;3272;2010;468
1;3240;2010;469
;;2019;516
;;2019;515
;;2019;468
;;2019;469
1;460;2020;516
;;2020;515
1;2420;2020;468
1;1942;2020;469
1;736;2019;470
1;3423;2008;521
1;3088;2008;473
1;5909;2008;471
1;1596;2008;472
;;2010;521
;;2010;473
1;5619;2010;471
1;1648;2010;472
1;1486;2019;521
1;452;2019;473
1;673;2019;471
1;837;2019;472
1;1433;2019;521
1;481;2019;473
1;626;2019;471
1;814;2019;472
1;1268;2010;474
1;1300;2012;474
1;863;2012;474
1;1126;2017;474
1;1092;2020;474
1;1296;2012;475
1;1131;2012;475
1;518;2017;475
1;506;2020;475
1;2976;2010;481
1;1711;2012;481
;;2015;481
;;2017;481
1;1920;2020;481
1;97;2010;1190
1;1514;2010;1188
1;1514;2010;1187
1;3134;2010;483
1;589;2010;482
1;97;2010;1189
1;57;2012;1190
1;596;2012;1188
1;596;2012;1187
1;2722;2012;483
1;399;2012;482
1;57;2012;1189
1;97;2015;1190
1;1598;2015;1188
1;1598;2015;1187
1;1406;2015;483
1;607;2015;482
1;97;2015;1189
1;97;2017;1190
1;1593;2017;1188
1;1593;2017;1187
1;1441;2017;483
1;590;2017;482
1;97;2017;1189
;;2018;1190
;;2018;1188
;;2018;1187
;;2018;482
;;2018;1189
1;51;2020;1190
1;135;2020;1188
1;135;2020;1187
1;1431;2020;483
1;592;2020;482
1;51;2020;1189
1;1056;2012;485
1;2348;2012;484
1;1024;2019;485
1;1591;2019;484
1;3733;2008;487
1;5042;2008;486
1;3968;2012;487
1;5665;2012;486
1;870;2019;487
1;3148;2019;486
1;3708;2008;488
1;4410;2012;488
1;4338;2019;488
1;2264;2012;504
1;698;2012;489
1;12299;2012;501
1;12299;2012;502
1;412;2012;493
1;412;2012;494
1;190;2012;496
1;1204;2012;497
1;1204;2012;498
1;4426;2012;499
1;2264;2012;503
1;698;2012;490
1;190;2012;495
1;4426;2012;500
1;1675;2012;491
1;1675;2012;492
1;687;2019;504
1;130;2019;489
1;3479;2019;501
