OBJECTID_1;max;sum;vuosi;ASTA_ID
;1;1508;2015;649
;1;154;2015;649
;1;1068;2021;651
;1;1666;2021;649
;1;360;2021;649
;1;329;2013;654
;1;593;2013;652
;1;34;2013;650
;1;593;2013;653
;1;372;2015;654
;1;789;2015;652
;1;44;2015;650
;1;789;2015;653
;1;224;2021;654
;1;2360;2021;652
;1;823;2021;650
;1;2360;2021;653
;;;2011;655
;1;3614;2014;658
;1;1965;2014;655
;1;3739;2015;658
;1;1992;2015;655
;;;2020;658
;1;1951;2020;655
;1;3800;2021;658
;1;1953;2021;655
;1;5705;2013;663
;1;1170;2013;661
;1;5696;2013;659
;1;5696;2013;660
;1;887;2013;662
;1;5685;2015;663
;1;1250;2015;661
;1;7105;2015;659
;1;7105;2015;660
;1;872;2015;662
;1;4751;2021;663
;1;1247;2021;661
;1;8457;2021;659
;1;8457;2021;660
;1;698;2021;662
;1;981;2013;671
;1;1019;2013;666
;1;1019;2013;668
;1;6209;2013;664
;1;6209;2013;665
;1;1019;2013;667
;1;981;2013;669
;1;981;2013;670
;1;1108;2015;671
;1;1132;2015;666
;1;1132;2015;668
;1;6494;2015;664
;1;6494;2015;665
;1;1132;2015;667
;1;1108;2015;669
;1;1108;2015;670
;1;1112;2021;671
;1;1585;2021;666
;1;1585;2021;668
;1;5634;2021;664
;1;5634;2021;665
;1;1585;2021;667
;1;1112;2021;669
;1;1112;2021;670
;1;4005;2013;674
;1;666;2013;673
;1;6202;2013;672
;1;4493;2015;674
;1;730;2015;673
;1;6793;2015;672
;1;4150;2021;674
;1;835;2021;673
;1;6524;2021;672
;1;1693;2013;675
;1;1734;2015;675
;1;1060;2021;675
;1;18049;2014;678
;1;1411;2014;676
;1;17995;2015;678
;1;1438;2015;676
;;;2020;678
;;;2020;676
;1;18646;2021;678
;1;792;2021;676
;1;31;2013;677
;1;32;2015;677
;1;32;2021;677
;1;996;2013;679
;1;1177;2015;679
;1;1348;2021;679
;1;3359;2013;7347
;1;1073;2013;686
;1;4667;2013;691
;1;3517;2013;681
;1;3517;2013;680
;1;4490;2013;685
;1;4443;2013;687
;1;351;2013;690
;1;2124;2015;7347
;1;1124;2015;686
;1;5499;2015;691
;1;3802;2015;681
;1;3802;2015;680
;1;4791;2015;685
;1;4561;2015;687
;1;371;2015;690
;1;2424;2021;7347
;1;1185;2021;686
;1;1278;2021;691
;1;4071;2021;681
;1;4071;2021;680
;1;5223;2021;685
;1;4727;2021;687
;1;363;2021;690
;1;4430;2013;7346
;1;928;2013;682
;1;1725;2013;683
;1;4654;2014;7346
;1;973;2014;682
;1;1784;2014;683
;1;4759;2015;7346
;1;920;2015;682
;1;1693;2015;683
;1;4811;2021;7346
;1;808;2021;682
;1;1574;2021;683
;1;6551;2010;684
;1;7037;2015;684
;;;2020;684
;1;7102;2021;684
;1;1466;2013;695
;1;2286;2013;688
;1;929;2013;693
;1;929;2013;692
;1;2286;2013;689
;1;1466;2013;694
;1;1642;2015;695
;1;2382;2015;688
;1;1048;2015;693
;1;1048;2015;692
;1;2382;2015;689
;1;1642;2015;694
;1;461;2021;695
;1;2790;2021;688
;1;1171;2021;693
;1;1171;2021;692
;1;2790;2021;689
;1;461;2021;694
;1;418;2013;712
;1;2151;2013;696
;1;5779;2013;701
;1;683;2013;699
;1;469;2015;712
;1;2306;2015;696
;1;5654;2015;701
;1;765;2015;699
;;;2021;712
;1;3578;2021;696
;;;2021;701
;;;2021;699
;1;4104;2010;702
;1;2491;2010;700
;1;1433;2010;697
;1;4990;2010;698
;1;5752;2015;702
;1;2946;2015;700
;1;1484;2015;697
;1;5822;2015;698
;;;2019;702
;;;2019;700
;1;1342;2019;697
;1;5923;2019;698
;;;2021;702
;;;2021;700
;;;2021;697
;;;2021;698
;1;4411;2013;711
;1;4411;2013;710
;1;572;2013;708
;1;2645;2013;705
;1;2645;2013;704
;1;7863;2013;707
;1;2003;2013;703
;1;539;2013;709
;1;365;2013;706
;1;1379;2013;703
;1;4322;2015;711
;1;4322;2015;710
;1;677;2015;708
;1;2948;2015;705
;1;2948;2015;704
;1;8425;2015;707
;1;2082;2015;703
;1;609;2015;709
;1;491;2015;706
;1;1446;2015;703
;;;2021;711
;;;2021;710
;;;2021;708
;;;2021;705
;;;2021;704
;;;2021;707
;;;2021;703
;;;2021;709
;;;2021;706
;1;5218;2013;712
;1;5813;2015;712
;;;2013;714
;1;4551;2013;713
;;;2015;714
;1;4588;2015;713
;1;4761;2010;715
;1;5573;2015;715
;1;450;2013;726
;1;9991;2013;719
;1;3316;2013;722
;1;450;2013;725
;1;3316;2013;721
;1;9991;2013;718
;1;5119;2013;724
;1;9991;2013;717
;1;5119;2013;723
;1;3316;2013;720
;1;4065;2013;716
;1;520;2015;726
;1;10224;2015;719
;1;3540;2015;722
;1;520;2015;725
;1;3540;2015;721
;1;10224;2015;718
;1;5468;2015;724
;1;10224;2015;717
;1;5468;2015;723
;1;3540;2015;720
;1;4402;2015;716
;1;2536;2010;727
;1;2863;2015;727
;1;7113;2013;734
;1;2621;2013;732
;1;4772;2013;728
;1;2571;2013;731
;1;7491;2015;734
;1;2720;2015;732
;1;3042;2015;728
;1;2823;2015;731
;1;1660;2013;729
;1;2119;2015;729
;1;626;2013;730
;1;726;2015;730
;1;1422;2011;733
;1;1864;2013;733
;1;2033;2015;733
;1;5494;2011;734
;1;1313;2011;736
;1;1313;2011;735
;1;548;2013;736
;1;548;2013;735
;1;1807;2015;736
;1;1807;2015;735
;1;2868;2011;738
;1;2868;2011;737
;1;3616;2015;738
;1;3616;2015;737
;1;2604;2011;739
;1;2977;2015;739
;1;2418;2011;741
;1;2418;2011;740
;1;2897;2015;741
;1;2897;2015;740
;1;2470;2011;744
;1;4641;2011;742
;1;4439;2015;744
;1;6413;2015;742
;1;1532;2011;743
;1;2090;2015;743
;1;3220;2011;746
;1;3220;2011;745
;1;3368;2012;746
;1;3368;2012;745
;1;3420;2015;746
;1;3420;2015;745
;1;1048;2011;769
;1;1974;2011;765
;1;9386;2011;747
;1;1974;2011;766
;1;9386;2011;748
;1;3746;2011;750
;1;3746;2011;749
;1;4488;2011;756
;1;3258;2011;753
;1;1048;2011;767
;1;4488;2011;754
;1;4488;2011;755
;1;1974;2011;764
;1;1048;2011;768
;1;1132;2012;769
;1;1880;2012;765
;1;9775;2012;747
;1;1880;2012;766
;1;9775;2012;748
;1;6169;2012;750
;1;6169;2012;749
;1;4978;2012;756
;1;3813;2012;753
;1;1132;2012;767
;1;4978;2012;754
;1;4978;2012;755
;1;1880;2012;764
;1;1132;2012;768
;1;935;2015;769
;1;1521;2015;765
;1;9480;2015;747
;1;1521;2015;766
;1;9480;2015;748
;1;6428;2015;750
;1;6428;2015;749
;1;4763;2015;756
;1;3904;2015;753
;1;935;2015;767
;1;4763;2015;754
;1;4763;2015;755
;1;1521;2015;764
;1;935;2015;768
;1;388;2011;751
;1;598;2012;751
;1;683;2015;751
;1;3798;2011;761
;1;5485;2011;759
;1;3102;2011;752
;1;3798;2011;760
;1;5485;2011;758
;1;5485;2011;757
;1;4431;2012;761
;1;7286;2012;759
;1;3196;2012;752
;1;4431;2012;760
;1;7286;2012;758
;1;7286;2012;757
;1;4570;2015;761
;1;7592;2015;759
;1;3181;2015;752
;1;4570;2015;760
;1;7592;2015;758
;1;7592;2015;757
;1;4191;2009;762
;1;4908;2012;762
;1;2250;2009;763
;1;2762;2012;763
;1;3985;2009;776
;1;3813;2009;771
;1;1933;2009;773
;1;1721;2009;774
;1;3813;2009;770
;1;4138;2012;776
;1;4325;2012;771
;1;2068;2012;773
;1;1670;2012;774
;1;4325;2012;770
;1;192;2011;772
;1;202;2012;772
;1;1703;2011;785
;1;1705;2011;778
;1;1249;2011;780
;1;1705;2011;777
;1;4506;2011;775
;1;2225;2012;785
;1;2034;2012;778
;1;2005;2012;780
;1;2034;2012;777
;1;5591;2012;775
;1;288;2015;775
;1;1525;2011;788
;1;612;2011;779
;1;1941;2011;787
;1;1559;2012;788
;1;874;2012;779
;1;2684;2012;787
;1;4940;2011;783
;1;1812;2011;781
;1;4940;2011;782
;1;5972;2012;783
;1;2028;2012;781
;1;5972;2012;782
;1;5709;2011;784
;1;5552;2012;784
;1;2877;2009;968
;1;3323;2009;786
;1;3474;2012;968
;1;3586;2012;786
;1;4521;2019;968
;1;4067;2019;786
;1;1459;2009;799
;1;94;2009;793
;1;7265;2009;791
;1;1459;2009;798
;1;12889;2009;796
;1;429;2009;794
;1;2314;2009;789
;1;1478;2012;799
;1;113;2012;793
;1;7912;2012;791
;1;1478;2012;798
;1;11886;2012;796
;1;402;2012;794
;1;2696;2012;789
;1;2990;2009;790
;1;3946;2012;790
;1;3250;2011;792
;1;3785;2012;792
;1;3353;2011;797
;1;2422;2011;795
;1;1755;2012;797
;1;2780;2012;795
;1;1070;2009;7348
;1;157;2009;800
;1;1143;2012;7348
;1;136;2012;800
;1;11542;2011;7350
;1;2446;2011;801
;1;217;2011;7349
;1;5811;2011;802
;1;13159;2012;7350
;1;2564;2012;801
;1;475;2012;7349
;1;6884;2012;802
;1;1764;2011;805
;1;1235;2011;803
;1;1832;2012;805
;1;2104;2012;803
;1;1074;2011;808
;1;3873;2011;804
;1;1351;2012;808
;1;4355;2012;804
;1;2333;2011;806
;1;2399;2012;806
;1;854;2011;809
;1;801;2011;807
;1;1051;2012;809
;1;1019;2012;807
;1;2685;2010;810
;1;3034;2012;810
;1;3392;2016;810
;;;2019;810
;;;2021;810
;1;720;2010;820
;1;4353;2010;816
;1;836;2010;811
;1;720;2010;819
;1;980;2012;820
;1;4734;2012;816
;1;917;2012;811
;1;980;2012;819
;1;2367;2021;820
;;;2021;816
;;;2021;811
;1;2367;2021;819
;1;4345;2010;815
;1;4345;2010;813
;1;1424;2010;812
;1;4345;2010;814
;1;6383;2012;815
;1;6383;2012;813
;1;2883;2012;812
;1;6383;2012;814
;;;2021;815
;;;2021;813
;;;2021;812
;;;2021;814
;1;1042;2010;7351
;1;4822;2010;818
;1;2356;2010;817
;1;2557;2012;7351
;1;6035;2012;818
;1;3020;2012;817
;;;2021;7351
;1;3899;2021;818
;;;2021;817
;1;3740;2010;822
;1;152;2010;821
;1;3808;2012;822
;1;13;2012;821
;1;3932;2021;822
;1;173;2021;821
;1;549;2010;823
;1;1662;2012;823
;1;1693;2021;823
;1;1749;2010;829
;1;402;2010;827
;1;3554;2010;824
;1;2425;2012;829
;1;448;2012;827
;1;6063;2012;824
;1;3062;2021;829
;1;309;2021;827
;1;15802;2021;824
;1;2648;2010;832
;1;5826;2010;825
;1;401;2010;828
;1;7812;2010;831
;1;7812;2010;830
;1;2803;2012;832
;1;8414;2012;825
;1;588;2012;828
;1;6911;2012;831
;1;6911;2012;830
;1;3844;2021;832
;1;9049;2021;825
;1;1042;2021;828
;1;6584;2021;831
;1;6584;2021;830
;1;3736;2010;826
;1;4056;2012;826
;1;4663;2021;826
;1;211;2010;850
;1;7567;2010;833
;1;3882;2010;836
;1;3882;2010;835
;1;715;2010;834
;1;421;2010;849
;1;1656;2010;844
;1;506;2010;840
;1;329;2012;850
;1;7437;2012;833
;1;3575;2012;836
;1;3575;2012;835
;1;690;2012;834
;1;672;2012;849
;1;1854;2012;844
;1;562;2012;840
;;;2013;849
;;;2013;833
;;;2013;836
;;;2013;835
;;;2013;844
;;;2013;840
;1;886;2021;850
;1;9675;2021;833
;1;4414;2021;836
;1;4414;2021;835
;1;706;2021;834
;1;1601;2021;849
;1;1996;2021;844
;1;572;2021;840
;1;694;2010;847
;1;694;2010;846
;1;1869;2010;837
;1;905;2012;847
;1;905;2012;846
;1;3768;2012;837
;1;4050;2021;847
;1;4050;2021;846
;1;5793;2021;837
;1;2690;2010;838
;1;2582;2012;838
;1;2326;2013;838
;1;1616;2021;838
;1;2831;2010;843
;1;179;2010;839
;1;2831;2010;842
;1;5436;2012;843
;1;387;2012;839
;1;5436;2012;842
;1;8013;2016;843
;1;341;2016;839
;1;8013;2016;842
;;;2021;843
;;;2021;839
;;;2021;842
;1;801;2010;841
;1;1155;2012;841
;1;1674;2016;841
;1;1721;2021;841
;1;1150;2010;845
;1;1576;2012;845
;1;1710;2021;845
;1;5702;2010;848
;1;6673;2012;848
;1;5144;2021;848
;1;1804;2010;852
;1;1804;2010;851
;1;3825;2012;852
;1;3825;2012;851
;1;5483;2016;852
;1;5483;2016;851
;1;4510;2018;852
;1;4510;2018;851
;1;5911;2021;852
;1;5911;2021;851
;1;701;2010;853
;1;3170;2012;853
;1;2247;2014;853
;1;869;2021;853
;;;2010;855
;1;778;2010;854
;;;2012;855
;1;1378;2012;854
;1;30;2016;855
;1;1651;2016;854
;1;210;2021;855
;1;1501;2021;854
;;;2018;855
;1;596;2009;856
;1;511;2010;856
;;;2012;856
;1;1366;2014;856
;1;2484;2016;856
;1;2346;2018;856
;1;2805;2021;856
;1;2149;2009;857
;;;2010;857
;1;2474;2014;857
;1;2592;2021;857
;1;1124;2009;858
;1;1365;2014;858
;1;1589;2018;858
;1;1592;2021;858
;1;2822;2009;859
;1;3753;2014;859
;1;4320;2018;859
;1;6576;2021;859
;1;656;2013;860
;1;785;2020;860
;1;1852;2011;861
;1;5450;2013;861
;1;6749;2020;861
;1;889;2011;862
;1;2504;2013;862
;1;3479;2020;862
;1;604;2013;871
;1;964;2013;869
;1;1048;2013;863
;1;964;2013;870
;1;665;2020;871
;1;3332;2020;869
;1;1323;2020;863
;1;3332;2020;870
;1;5698;2013;868
;1;5698;2013;867
;1;5698;2013;866
;1;975;2013;864
;1;9233;2020;868
;1;9233;2020;867
;1;9233;2020;866
;1;148;2020;864
;1;1411;2011;865
;1;2671;2013;865
;1;4171;2020;865
;1;6573;2013;872
;1;11380;2020;872
;1;244;2013;876
;1;302;2013;873
;1;244;2013;875
;1;302;2013;874
;1;1145;2020;876
;1;626;2020;873
;1;1145;2020;875
;1;626;2020;874
;1;2538;2013;897
;1;3028;2013;875
;1;3028;2013;876
;1;3884;2020;897
;1;5058;2020;875
;1;5058;2020;876
;1;3676;2013;877
;1;4151;2020;877
;1;3874;2013;882
;1;3874;2013;881
;1;2107;2013;878
;1;4467;2020;882
;1;4467;2020;881
;1;2257;2020;878
;1;2825;2013;880
;1;9283;2013;879
;1;2255;2020;880
;1;11205;2020;879
;1;9504;2013;886
;1;613;2013;884
;1;9504;2013;885
;1;1142;2013;883
;;;2018;886
;;;2018;884
;;;2018;885
;;;2018;883
;1;2387;2013;895
;1;14786;2013;889
;1;2401;2013;891
;1;10350;2013;887
;;;2020;895
;;;2020;889
;;;2020;891
;;;2020;887
;1;3707;2013;888
;;;2018;888
;1;2024;2011;893
;1;216;2011;890
;1;2024;2011;892
;1;5551;2014;893
;1;834;2014;890
;1;5551;2014;892
;1;5865;2020;893
;1;832;2020;890
;1;5865;2020;892
;1;945;2011;896
;1;2022;2011;894
;1;4400;2014;896
;1;8456;2014;894
;1;2571;2015;896
;1;4206;2015;894
;1;3018;2020;896
;1;4926;2020;894
;1;3863;2013;901
;1;1339;2013;898
;1;2473;2013;900
;1;6162;2020;901
;1;1557;2020;898
;1;5261;2020;900
;1;628;2011;899
;1;2399;2014;899
;;;2015;899
;1;2665;2020;899
;;;2015;901
;1;2297;2013;902
;1;3820;2020;902
;1;2814;2013;904
;1;2814;2013;903
;;;2020;904
;;;2020;903
;1;438;2013;909
;1;959;2013;905
;1;127;2013;906
;1;577;2013;908
;1;4364;2013;907
;1;5357;2015;907
;1;5649;2020;907
;1;2757;2013;910
;1;4898;2010;7356
;1;4898;2010;7355
;1;5173;2010;915
;1;5173;2010;914
;1;5173;2010;916
;1;584;2010;918
;1;4081;2010;917
;1;7003;2010;911
;1;7003;2010;912
;1;7003;2010;913
;1;5779;2015;7356
;1;5779;2015;7355
;1;5098;2015;915
;1;5098;2015;914
;1;5098;2015;916
;1;497;2015;918
;1;4108;2015;917
;1;9712;2015;911
;1;9712;2015;912
;1;9712;2015;913
;;;2019;7356
;;;2019;7355
;;;2019;915
;;;2019;914
;;;2019;916
;;;2019;918
;;;2019;917
;;;2019;911
;;;2019;912
;;;2019;913
;1;5285;2020;7356
;1;5285;2020;7355
;;;2020;915
;;;2020;914
;;;2020;916
;;;2020;918
;;;2020;917
;;;2020;911
;;;2020;912
;;;2020;913
;1;5140;2010;919
;1;1696;2015;919
;1;2761;2019;919
;;;2020;919
;1;3236;2010;930
;1;4024;2010;920
;1;4251;2010;928
;1;4251;2010;927
;1;13214;2010;923
;1;6844;2010;925
;1;845;2010;921
;1;2262;2010;922
;1;1842;2010;924
;1;1440;2010;929
;1;1195;2010;920
;1;7290;2010;926
;1;1519;2015;930
;1;4713;2015;920
;1;6129;2015;928
;1;6129;2015;927
;1;16670;2015;923
;1;8571;2015;925
;1;1209;2015;921
;1;2521;2015;922
;1;1840;2015;924
;1;1512;2015;929
;1;1454;2015;920
;1;9518;2015;926
;1;1320;2019;930
;1;5187;2019;920
;1;5140;2019;928
;1;5140;2019;927
;1;16736;2019;923
;1;8688;2019;925
;1;1647;2019;921
;1;2742;2019;922
;1;2547;2019;924
;1;1514;2019;929
;1;1567;2019;920
;1;10395;2019;926
;1;14;2008;932
;1;14;2008;931
;1;1649;2011;932
;1;1649;2011;931
;1;5855;2013;932
;1;5855;2013;931
;1;6073;2019;932
;1;6073;2019;931
;1;74;2008;937
;1;3640;2008;933
;1;719;2008;934
;1;25;2011;937
;1;1193;2011;933
;1;203;2011;934
;1;75;2019;937
;1;5816;2019;933
;1;795;2019;934
;1;1504;2008;935
;1;486;2011;935
;1;903;2019;935
;1;2630;2008;936
;1;904;2011;936
;1;4869;2019;936
;1;8793;2010;940
;1;3291;2010;939
;1;2451;2010;938
;1;10791;2015;940
;1;5452;2015;939
;1;2874;2015;938
;1;11214;2019;940
;1;5710;2019;939
;1;3046;2019;938
;1;2966;2010;942
;1;2966;2010;941
;1;4680;2012;942
;1;4680;2012;941
;1;5157;2015;942
;1;5157;2015;941
;1;5605;2019;942
;1;5605;2019;941
;1;2449;2010;944
;1;188;2010;943
;;;2012;944
;;;2012;943
;1;2817;2019;944
;1;187;2019;943
;1;335;2010;950
;1;5572;2010;947
;1;1680;2010;945
;1;416;2010;946
;1;469;2012;950
;1;5949;2012;947
;1;2270;2012;945
;1;539;2012;946
;1;382;2019;950
;1;5910;2019;947
;1;2826;2019;945
;1;600;2019;946
;1;16245;2010;952
;1;16245;2010;951
;1;562;2010;949
;1;1361;2010;948
;1;17023;2012;952
;1;17023;2012;951
;1;612;2012;949
;1;1644;2012;948
;1;15014;2019;952
;1;15014;2019;951
;1;619;2019;949
;1;1872;2019;948
;1;3362;2008;953
;1;3655;2013;953
;1;3647;2019;953
;1;3083;2008;955
;1;3083;2008;954
;;;2011;955
;;;2011;954
;1;3156;2019;955
;1;3156;2019;954
;1;13;2008;960
;1;4068;2008;956
;1;11;2019;960
;1;3725;2019;956
;1;2590;2010;957
;1;2862;2012;957
;1;3066;2019;957
;1;1148;2008;958
;;;2013;958
;1;1182;2019;958
;1;2251;2010;959
;1;2254;2012;959
;1;2631;2019;959
;1;1860;2008;961
;;;2013;961
;1;2251;2019;961
;1;4435;2010;963
;1;2411;2010;962
;1;8918;2019;963
;1;4462;2019;962
;1;332;2008;964
;1;173;2019;964
;1;1915;2010;965
;1;2684;2012;965
;1;2760;2019;965
;1;18;2008;966
;1;633;2019;966
;1;1946;2008;967
;;;2015;967
;1;1976;2019;967
;1;4111;2008;969
;1;3447;2019;969
;1;2911;2009;970
;1;3358;2012;970
;1;3415;2019;970
;1;2897;2008;984
;1;2610;2008;971
;1;801;2008;972
;1;4027;2008;973
;1;2191;2019;984
;1;4261;2019;971
;1;1286;2019;972
;1;6312;2019;973
;1;2207;2021;984
;;;2021;971
;;;2021;972
;;;2021;973
;1;73;2008;974
;1;186;2015;974
;1;706;2019;974
;1;5291;2009;976
;1;5291;2009;975
;1;6145;2015;976
;1;6145;2015;975
;1;6152;2019;976
;1;6152;2019;975
;1;988;2009;983
;1;568;2009;977
;1;1192;2012;983
;1;604;2012;977
;1;1099;2019;983
;1;637;2019;977
;1;2568;2008;979
;1;2568;2008;978
;1;3760;2019;979
;1;3760;2019;978
;;;2021;979
;;;2021;978
;1;478;2008;982
;1;982;2008;980
;1;478;2008;981
;1;475;2015;982
;1;1126;2015;980
;1;475;2015;981
;1;458;2019;982
;1;1173;2019;980
;1;458;2019;981
;1;2700;2009;985
;1;2842;2015;985
;1;3063;2016;985
;1;2934;2019;985
;1;4309;2009;986
;1;3031;2012;986
;1;4369;2016;986
;1;4472;2019;986
;1;3614;2008;988
;1;4484;2008;987
;1;5194;2019;988
;1;4491;2019;987
;1;5386;2021;988
;1;4580;2021;987
;1;3981;2008;989
;;;2015;989
;1;1666;2019;989
;1;1960;2021;989
;1;1255;2008;990
;1;1129;2009;990
;1;1470;2015;990
;1;1507;2019;990
;;;2021;990
;1;2730;2009;993
;1;2762;2009;991
;1;591;2009;992
;1;3586;2019;993
;1;5627;2019;991
;1;930;2019;992
;1;2675;2021;993
;1;6363;2021;991
;1;1238;2021;992
;1;5;2009;997
;1;5;2009;995
;1;5;2009;994
;1;5;2009;996
;1;738;2010;997
;1;738;2010;995
;1;738;2010;994
;1;738;2010;996
;1;1586;2016;997
;1;1586;2016;995
;1;1586;2016;994
;1;1586;2016;996
;1;1469;2019;997
;1;1469;2019;995
;1;1469;2019;994
;1;1469;2019;996
;1;1125;2009;1000
;1;3649;2009;999
;1;1795;2009;998
;1;1670;2016;1000
;1;4611;2016;999
;1;1948;2016;998
;;;2019;1000
;;;2019;999
;1;581;2019;998
;1;833;2009;1001
;1;1010;2015;1001
;1;1299;2016;1001
;;;2019;1001
;1;1252;2010;1002
;1;1755;2016;1002
;;;2019;1002
;1;2741;2009;1003
;1;2677;2015;1003
;1;3258;2016;1003
;1;2252;2010;1004
;1;3959;2016;1004
;;;2021;1004
;1;366;2009;7361
;1;1967;2009;1005
;1;3964;2009;1006
;1;3964;2009;1007
;1;4013;2010;1007
;1;4013;2010;1006
;1;1706;2010;1005
;1;1196;2016;7361
;1;2498;2016;1005
;1;4950;2016;1006
;1;4950;2016;1007
;1;2341;2009;1009
;1;2460;2009;1008
;1;1707;2010;1009
;1;2453;2010;1008
;1;3962;2016;1009
;1;2579;2016;1008
;1;1731;2009;1010
;1;2139;2016;1010
;1;3371;2009;1011
;1;3548;2015;1011
;1;3797;2021;1011
;1;2181;2010;1012
;1;4644;2016;1012
;;;2021;1012
;1;1159;2009;7366
;1;1159;2009;7365
;1;91;2009;1013
;1;1159;2009;7363
;1;126;2009;1014
;1;1159;2009;7364
;1;1853;2014;7366
;1;1853;2014;7365
;1;744;2014;1013
;1;1853;2014;7363
;1;552;2014;1014
;1;1853;2014;7364
;1;4314;2016;7366
;1;4314;2016;7365
;1;2013;2016;1013
;1;4314;2016;7363
;1;3086;2016;1014
;1;4314;2016;7364
;;;2021;7366
;;;2021;7365
;;;2021;1013
;;;2021;7363
;;;2021;1014
;;;2021;7364
;1;4398;2009;1802
;1;1111;2009;1015
;1;4398;2009;1801
;1;537;2009;1015
;1;5764;2015;1802
;1;1333;2015;1015
;1;5764;2015;1801
;1;652;2015;1015
;1;8879;2021;1802
;1;2483;2021;1015
;1;8879;2021;1801
;1;660;2021;1015
;1;6076;2009;1016
;1;4449;2015;1016
;1;7285;2021;1016
;1;3490;2009;1017
;1;2499;2015;1017
;1;1834;2016;1017
;1;94;2009;1019
;1;1242;2009;1018
;;;2016;1019
;;;2016;1018
;1;3936;2009;1036
;1;4415;2009;1020
;1;4101;2009;1026
;1;4101;2009;1027
;1;2231;2009;1024
;1;4101;2009;1028
;1;2231;2009;1022
;1;1198;2009;1035
;1;1162;2009;1034
;1;1162;2009;1033
;1;2231;2009;1023
;1;4101;2009;1025
;1;4579;2015;1036
;1;4663;2015;1020
;1;5334;2015;1026
;1;5334;2015;1027
;1;2769;2015;1024
;1;5334;2015;1028
;1;2769;2015;1022
;1;802;2015;1035
;1;849;2015;1034
;1;849;2015;1033
;1;2769;2015;1023
;1;5334;2015;1025
;1;5198;2017;1036
;;;2017;1020
;;;2017;1026
;;;2017;1027
;;;2017;1024
;;;2017;1028
;;;2017;1022
;1;1089;2017;1035
;1;1010;2017;1034
;1;1010;2017;1033
;;;2017;1023
;;;2017;1025
;1;5873;2021;1036
;1;5362;2021;1020
;1;6352;2021;1026
;1;6352;2021;1027
;1;3302;2021;1024
;1;6352;2021;1028
;1;3302;2021;1022
;1;1644;2021;1035
;1;1318;2021;1034
;1;1318;2021;1033
;1;3302;2021;1023
;1;6352;2021;1025
;1;1466;2009;1032
;;;2009;1021
;1;745;2016;1032
;1;25;2016;1021
;1;5274;2009;1030
;1;5274;2009;1029
;1;850;2016;1030
;1;850;2016;1029
;1;1235;2009;1031
;1;343;2015;1031
;;;2017;1031
;1;914;2021;1031
;1;237;2009;1037
;1;179;2016;1037
;1;3284;2009;1038
;1;3935;2016;1038
;;;2015;1043
;;;2015;1039
;;;2015;1042
;1;1880;2017;1043
;1;5980;2017;1039
;1;1880;2017;1042
;1;1854;2009;1041
;1;1854;2009;1040
;;;2015;1041
;;;2015;1040
;1;1074;2017;1041
;1;1074;2017;1040
;;;2015;1052
;;;2015;1051
;;;2015;1049
;;;2015;1044
;;;2015;1050
;1;3327;2017;1052
;1;3197;2017;1051
;1;1074;2017;1049
;1;2706;2017;1044
;1;3197;2017;1050
;1;5661;2009;1048
;1;2564;2009;1046
;1;2564;2009;1045
;1;8255;2016;1048
;1;4431;2016;1046
;1;4431;2016;1045
;1;7687;2017;1048
;1;4012;2017;1046
;1;4012;2017;1045
;;;2015;1053
;;;2015;1047
;1;412;2017;1053
;1;4024;2017;1047
;1;396;2009;1053
;;;2012;1054
;1;768;2013;1054
;1;513;2018;1054
;1;484;2019;1054
;1;2218;2012;1056
;1;3538;2012;1055
;1;2358;2013;1056
;1;4049;2013;1055
;1;2629;2015;1056
;1;4495;2015;1055
;;;2018;1056
;;;2018;1055
;1;2717;2019;1056
;1;4810;2019;1055
;1;37;2013;1057
;1;74;2018;1057
;1;10;2019;1057
;1;17;2012;7367
;1;613;2012;1058
;1;1;2013;7367
;1;526;2013;1059
;1;3271;2013;1061
;1;554;2013;1058
;1;3091;2013;1063
;1;584;2013;1064
;1;1;2015;7367
;1;550;2015;1059
;1;3569;2015;1061
;1;642;2015;1058
;1;3444;2015;1063
;1;612;2015;1064
;;;2018;7367
;;;2018;1059
;;;2018;1061
;;;2018;1058
;;;2018;1063
;;;2018;1064
;1;3;2019;7367
;1;552;2019;1059
;1;3566;2019;1061
;1;392;2019;1058
;1;2756;2019;1063
;1;574;2019;1064
;1;555;2014;1064
;1;513;2014;1059
;1;3334;2014;1061
;1;154;2013;1062
;1;2859;2013;1060
;;;2015;1062
;;;2015;1060
;1;158;2018;1062
;1;3255;2018;1060
;1;158;2019;1062
;1;1337;2019;1060
;1;1538;2011;7368
;1;27;2011;1065
;1;1554;2018;7368
;1;28;2018;1065
;1;1545;2019;7368
;1;28;2019;1065
;1;511;2013;1066
;1;557;2015;1066
;;;2018;1066
;1;759;2019;1066
;1;4557;2013;1068
;1;4557;2013;1067
;;;2015;1068
;;;2015;1067
;1;5290;2018;1068
;1;5290;2018;1067
;1;5188;2019;1068
;1;5188;2019;1067
;;;2013;1069
;;;2015;1069
;1;487;2018;1069
;1;514;2019;1069
;1;5486;2011;1070
;;;2014;1070
;1;4870;2018;1070
;1;4774;2019;1070
;1;366;2011;1071
;1;576;2014;1071
;1;504;2018;1071
;1;493;2019;1071
;1;1212;2011;1075
;1;1440;2011;1073
;1;3797;2011;1074
;1;1440;2011;1072
;1;1411;2014;1075
;1;1655;2014;1073
;1;4173;2014;1074
;1;1655;2014;1072
;;;2018;1075
;;;2018;1073
