OBJECTID_1;max;sum;vuosi;ASTA_ID
;1;177;2009;123
;1;403;2009;7301
;1;2356;2018;7305
;1;1763;2018;108
;1;2356;2018;7304
;1;4432;2018;7300
;1;796;2018;7302
;1;970;2018;122
;1;9630;2018;124
;1;796;2018;7303
;1;9630;2018;125
;1;970;2018;123
;1;796;2018;7301
;;;2021;7305
;;;2021;108
;;;2021;7304
;1;2463;2021;7300
;;;2021;7302
;;;2021;122
;;;2021;124
;;;2021;7303
;;;2021;125
;;;2021;123
;;;2021;7301
;1;2256;2009;120
;1;6376;2009;111
;1;6376;2009;112
;1;6060;2009;109
;1;5818;2009;113
;1;313;2009;119
;1;6432;2009;116
;1;6060;2009;110
;1;5818;2009;114
;1;6432;2009;117
;1;2646;2010;120
;1;6617;2010;111
;1;6617;2010;112
;1;7028;2010;109
;1;6124;2010;113
;1;368;2010;119
;1;6827;2010;116
;1;7028;2010;110
;1;6124;2010;114
;1;6827;2010;117
;1;2709;2018;120
;1;6517;2018;111
;1;6517;2018;112
;1;7191;2018;109
;1;6111;2018;113
;1;386;2018;119
;1;6673;2018;116
;1;7191;2018;110
;1;6111;2018;114
;1;6673;2018;117
;1;5998;2010;126
;;;2010;115
;1;5655;2012;126
;1;13;2012;115
;1;6312;2013;126
;1;20;2013;115
;;;2021;126
;;;2021;115
;1;398;2009;121
;1;590;2018;121
;;;2021;121
;1;4111;2010;125
;1;236;2010;122
;1;4111;2010;124
;1;236;2010;123
;1;1372;2010;137
;1;96;2010;135
;1;8186;2010;127
;1;8026;2012;127
;1;1626;2013;137
;1;115;2013;135
;1;8235;2013;127
;;;2018;137
;;;2018;135
;;;2018;127
;1;2467;2010;129
;1;1731;2010;128
;1;9207;2012;129
;1;2103;2012;128
;1;9971;2013;129
;1;2150;2013;128
;;;2020;129
;;;2020;128
;1;4562;2010;7306
;1;4126;2010;140
;1;3898;2010;130
;1;7131;2010;139
;;;2012;7306
;;;2012;140
;1;4241;2012;130
;;;2012;139
;1;4729;2013;7306
;1;3358;2013;140
;1;4860;2013;130
;1;5773;2013;139
;;;2018;7306
;;;2018;140
;;;2018;130
;;;2018;139
;1;2307;2010;142
;1;2307;2010;141
;1;3347;2010;131
;1;542;2010;134
;1;2741;2010;136
;1;1044;2010;132
;1;1894;2015;134
;1;1448;2015;132
;1;4695;2015;131
;1;4719;2018;142
;1;4719;2018;141
;1;4939;2018;131
;1;2929;2018;134
;1;3472;2018;136
;1;1559;2018;132
;1;1739;2010;133
;1;2325;2018;133
;;;2010;137
;;;2010;135
;1;3931;2015;142
;1;2828;2015;136
;1;3931;2015;141
;1;2804;2010;138
;1;3446;2018;138
;;;2010;140
;;;2010;139
;1;1916;2010;7307
;1;4164;2010;143
;1;10498;2010;156
;1;1873;2018;7307
;1;4274;2018;143
;1;11528;2018;156
;1;12324;2010;146
;1;12324;2010;144
;1;12324;2010;145
;1;10700;2012;146
;1;10700;2012;144
;1;10700;2012;145
;;;2018;146
;;;2018;144
;;;2018;145
;1;67;2010;147
;;;2010;147
;1;404;2015;147
;1;560;2018;147
;1;3849;2010;151
;1;2169;2010;148
;1;3849;2010;150
;1;692;2015;148
;1;4860;2018;151
;1;1170;2018;148
;1;4860;2018;150
;1;11009;2010;149
;1;1251;2010;149
;1;12720;2018;149
;1;1783;2018;149
;1;1283;2015;151
;1;1283;2015;150
;1;3348;2015;151
;1;3348;2015;150
;1;8547;2010;155
;1;8547;2010;154
;1;5625;2010;153
;1;8161;2010;152
;1;6086;2015;153
;1;8261;2015;152
;1;11504;2018;155
;1;11504;2018;154
;1;5815;2018;153
;1;8575;2018;152
;1;9552;2015;155
;1;9552;2015;154
;;;2015;7307
;1;10284;2015;156
;1;2404;2010;158
;1;2404;2010;157
;1;2328;2019;158
;1;2328;2019;157
;1;897;2008;159
;;;2013;159
;1;520;2015;159
;1;506;2018;159
;1;744;2020;159
;1;3077;2010;160
;1;3401;2019;160
;1;4961;2010;164
;1;1146;2010;163
;1;1146;2010;162
;1;563;2010;161
;1;8669;2020;164
;1;3016;2020;163
;1;3016;2020;162
;1;2188;2020;161
;1;8390;2019;164
;1;1957;2008;165
;1;2692;2015;165
;1;3422;2020;165
;1;3822;2008;174
;1;3086;2008;169
;1;4585;2008;171
;1;3086;2008;167
;1;4585;2008;172
;1;10232;2008;166
;1;4585;2008;173
;1;3086;2008;168
;1;3948;2015;174
;1;3502;2015;169
;1;4809;2015;171
;1;3502;2015;167
;1;4809;2015;172
;1;10870;2015;166
;1;4809;2015;173
;1;3502;2015;168
;1;4106;2020;174
;1;3766;2020;169
;1;4836;2020;171
;1;3766;2020;167
;1;4836;2020;172
;1;13081;2020;166
;1;4836;2020;173
;1;3766;2020;168
;1;1920;2010;170
;1;2462;2019;170
;1;498;2010;176
;1;498;2010;175
;1;1676;2019;176
;1;1676;2019;175
;1;28;2008;7308
;1;925;2008;177
;1;820;2008;178
;1;218;2015;7308
;1;1040;2015;177
;1;996;2015;178
;;;2020;7308
;;;2020;177
;;;2020;178
;1;4437;2010;185
;1;4437;2010;183
;1;991;2010;179
;1;4437;2010;184
;1;991;2010;180
;1;5698;2019;185
;1;5698;2019;183
;1;1391;2019;179
;1;5698;2019;184
;1;1391;2019;180
;;;2020;185
;;;2020;183
;;;2020;179
;;;2020;184
;;;2020;180
;1;467;2009;189
;1;1330;2009;182
;1;8199;2009;188
;1;856;2009;181
;1;8199;2009;187
;1;1273;2018;189
;1;1317;2018;182
;1;9750;2018;188
;1;856;2018;181
;1;9750;2018;187
;1;1296;2019;189
;1;1324;2019;182
;1;7516;2019;188
;1;864;2019;181
;1;7516;2019;187
;1;1752;2010;186
;;;2020;186
;1;118;2010;194
;1;2546;2010;193
;1;2546;2010;192
;1;1240;2010;190
;1;157;2019;194
;1;6416;2019;193
;1;6416;2019;192
;1;1546;2019;190
;1;148;2010;191
;1;24;2010;191
;1;251;2019;191
;1;30;2019;191
;;;2020;191
;1;12713;2010;196
;1;12713;2010;195
;1;15971;2019;196
;1;15971;2019;195
;1;1426;2010;200
;1;764;2010;199
;1;3949;2010;197
;1;2758;2009;198
;1;2371;2010;198
;1;3396;2018;198
;1;29;2009;202
;1;931;2009;201
;1;81;2016;202
;1;2735;2016;201
;1;147;2018;202
;1;3197;2018;201
;1;5108;2010;204
;1;5108;2010;203
;1;3970;2015;204
;1;3970;2015;203
;1;4318;2010;206
;1;4318;2010;205
;1;7163;2016;206
;1;7163;2016;205
;1;3354;2010;224
;1;1423;2010;218
;;;2010;208
;1;10518;2010;213
;1;10518;2010;212
;1;10518;2010;210
;1;10518;2010;211
;1;1423;2010;217
;1;1058;2010;207
;1;2157;2010;223
;1;3458;2015;224
;1;3946;2015;218
;;;2015;208
;1;15518;2015;213
;1;15518;2015;212
;1;15518;2015;210
;1;15518;2015;211
;1;3946;2015;217
;1;1727;2015;207
;1;2278;2015;223
;1;650;2010;209
;1;1851;2016;209
;1;602;2010;7310
;1;9784;2010;221
;1;1338;2010;215
;1;410;2010;214
;1;9784;2010;220
;1;602;2010;7309
;1;660;2010;216
;1;200;2010;219
;1;751;2016;7310
;1;1996;2016;215
;1;733;2016;214
;1;751;2016;7309
;1;729;2016;216
;1;12255;2016;221
;1;323;2016;219
;1;12255;2016;220
;1;5123;2009;222
;1;2663;2016;222
;1;3646;2018;222
;1;3521;2016;224
;1;2257;2016;223
;1;5844;2010;7312
;1;42;2010;225
;1;5844;2010;7311
;1;1404;2010;225
;1;7479;2015;7312
;1;53;2015;225
;1;7479;2015;7311
;1;2376;2015;225
;1;61;2016;225
;1;2205;2016;225
;1;1948;2009;228
;1;4145;2009;227
;1;4145;2009;226
;1;2200;2016;228
;1;6363;2016;227
;1;6363;2016;226
;1;2400;2018;228
;1;7568;2018;227
;1;7568;2018;226
;;;2010;251
;1;231;2010;232
;1;231;2010;234
;1;324;2010;241
;1;231;2010;233
;1;613;2010;238
;1;1154;2010;249
;1;613;2010;239
;1;613;2010;237
;1;1154;2010;248
;1;324;2010;244
;1;613;2010;236
;1;613;2010;240
;1;231;2010;235
;1;1154;2010;247
;1;13;2010;229
;1;324;2010;243
;1;4787;2010;250
;1;324;2010;245
;1;324;2010;242
;1;324;2010;246
;;;2010;230
;1;17;2015;251
;1;680;2015;232
;1;680;2015;234
;1;1376;2015;241
;1;680;2015;233
;1;1486;2015;238
;1;2082;2015;249
;1;1486;2015;239
;1;1486;2015;237
;1;2082;2015;248
;1;1376;2015;244
;1;1486;2015;236
;1;1486;2015;240
;1;680;2015;235
;1;2082;2015;247
;1;44;2015;229
;1;1376;2015;243
;1;6415;2015;250
;1;1376;2015;245
;1;1376;2015;242
;1;1376;2015;246
;1;56;2015;230
;1;21;2016;251
;1;713;2016;232
;1;713;2016;234
;1;1527;2016;241
;1;713;2016;233
;1;1523;2016;238
;1;2077;2016;249
;1;1523;2016;239
;1;1523;2016;237
;1;2077;2016;248
;1;1527;2016;244
;1;1523;2016;236
;1;1523;2016;240
;1;713;2016;235
;1;2077;2016;247
;1;39;2016;229
;1;1527;2016;243
;1;6832;2016;250
;1;1527;2016;245
;1;1527;2016;242
;1;1527;2016;246
;1;49;2016;230
;1;3758;2008;265
;1;12545;2008;231
;1;698;2008;260
;1;3758;2008;263
;1;3758;2008;261
;1;882;2008;257
;1;698;2008;258
;1;3758;2008;264
;1;698;2008;259
;1;3758;2008;262
;1;3984;2015;265
;1;7237;2015;231
;1;984;2015;260
;1;3984;2015;263
;1;3984;2015;261
;1;972;2015;257
;1;984;2015;258
;1;3984;2015;264
;1;984;2015;259
;1;3984;2015;262
;1;1666;2010;256
;1;4267;2010;253
;1;789;2010;254
;1;7231;2010;252
;1;1354;2010;255
;1;4759;2016;252
;1;1730;2016;256
;1;5033;2016;252
;1;6810;2016;253
;1;2175;2016;255
;1;2008;2016;254
;1;5417;2010;7314
;1;1053;2010;255
;1;9429;2016;7314
;1;1398;2016;255
;1;407;2010;266
;1;605;2016;266
;1;9597;2008;268
;1;9597;2008;267
;1;10173;2010;271
;1;5909;2010;268
;1;5909;2010;267
;1;5528;2015;271
;1;6288;2015;268
;1;6288;2015;267
;1;5988;2016;271
;1;6180;2016;268
;1;6180;2016;267
;1;4615;2010;269
;1;1052;2010;270
;1;1051;2010;269
;1;5046;2015;269
;1;192;2015;270
;1;655;2015;269
;1;5255;2016;269
;1;254;2016;270
;1;749;2016;269
;1;1904;2010;275
;1;322;2010;274
;1;112;2010;272
;1;2535;2015;275
;1;1430;2015;274
;1;279;2015;272
;1;857;2010;7315
;1;25;2010;273
;1;948;2015;7315
;1;55;2015;273
;1;1019;2016;7315
;1;64;2016;273
;1;6481;2010;310
;1;6481;2010;309
;1;1183;2010;276
;1;1854;2016;276
;1;3073;2010;312
;1;3073;2010;311
;1;1789;2010;282
;1;3594;2010;288
;1;418;2010;308
;1;592;2010;283
;1;6803;2010;292
;1;592;2010;285
;1;592;2010;286
;1;9071;2010;277
;1;592;2010;284
;1;3695;2010;289
;1;1789;2010;281
;1;4501;2010;280
;1;1457;2010;291
;1;2634;2010;290
;1;9071;2010;278
;1;3613;2010;293
;1;274;2016;288
;1;12135;2016;277
;1;12135;2016;278
;1;2804;2016;280
;1;13;2010;287
;1;779;2010;279
;1;826;2016;279
;1;669;2016;286
;1;669;2016;283
;1;669;2016;285
;1;59;2016;282
;1;59;2016;281
;1;669;2016;284
;1;51;2016;287
;1;4423;2016;289
;1;4802;2016;288
;1;2806;2016;312
;1;8675;2016;292
;1;1695;2016;291
;1;2806;2016;311
;1;539;2016;308
;1;3788;2016;290
;1;5226;2016;293
;1;48;2010;307
;1;5176;2010;296
;1;5176;2010;295
;1;514;2010;301
;1;514;2010;300
;1;881;2010;303
;1;881;2010;305
;1;514;2010;299
;1;5176;2010;294
;1;881;2010;304
;1;5176;2010;297
;1;48;2010;306
;1;881;2010;302
;1;514;2010;298
;;;2015;307
;;;2015;296
;;;2015;295
;;;2015;301
;;;2015;300
;;;2015;303
;;;2015;305
;;;2015;299
;;;2015;294
;;;2015;304
;;;2015;297
;;;2015;306
;;;2015;302
;;;2015;298
;1;66;2016;307
;1;5902;2016;296
;1;5902;2016;295
;1;707;2016;301
;1;707;2016;300
;1;1210;2016;303
;1;1210;2016;305
;1;707;2016;299
;1;5902;2016;294
;1;1210;2016;304
;1;5902;2016;297
;1;66;2016;306
;1;1210;2016;302
;1;707;2016;298
;1;3005;2010;2123
;;;2010;309
;;;2010;310
;1;2417;2010;313
;1;7786;2016;310
;1;7786;2016;309
;1;3701;2016;313
;1;26;2016;309
;1;26;2016;310
;1;4902;2010;2124
;1;5418;2010;2118
;1;10488;2010;2123
;1;1286;2010;311
;1;1286;2010;312
;1;7993;2016;2118
;1;867;2016;311
;1;867;2016;312
;1;293;2010;315
;1;391;2010;314
;1;606;2016;315
;1;531;2016;314
;;;2010;2124
;1;1317;2010;316
;1;541;2010;2122
;1;411;2010;2119
;1;1531;2016;316
;1;213;2008;317
;1;274;2015;317
;;;2020;317
;1;249;2021;317
;1;307;2008;319
;1;46;2008;318
;1;475;2013;319
;1;61;2013;318
;1;559;2021;319
;1;30;2021;318
;1;6587;2008;320
;1;6772;2015;320
;1;6792;2020;320
;;;2021;320
;1;4880;2008;323
;1;975;2008;321
;1;4880;2008;322
;1;5362;2013;323
;1;967;2013;321
;1;5362;2013;322
;1;7330;2021;323
;1;791;2021;321
;1;7330;2021;322
;1;6884;2008;329
;1;463;2008;325
;1;1755;2008;327
;1;435;2008;326
;1;515;2008;328
;1;3877;2008;324
;1;6757;2013;329
;1;532;2013;325
;1;1594;2013;327
;1;441;2013;326
;1;517;2013;328
;1;4189;2013;324
;1;2384;2021;329
;1;763;2021;325
;1;1519;2021;327
;1;438;2021;326
;1;751;2021;328
;1;3853;2021;324
;1;8;2008;335
;1;3748;2008;331
;1;6259;2008;330
;1;1142;2008;334
;1;168;2015;335
;1;3881;2015;331
;1;6881;2015;330
;1;1444;2015;334
;;;2020;335
;;;2020;331
;;;2020;330
;;;2020;334
;1;175;2021;335
;1;3737;2021;331
;1;6416;2021;330
;1;1390;2021;334
;1;5041;2008;332
;1;6322;2013;332
;;;2015;332
;;;2019;332
;1;7665;2021;332
;1;5753;2008;333
;1;5965;2013;333
;;;2019;333
;1;6909;2021;333
;1;3556;2008;336
;1;3491;2015;336
;1;3318;2018;336
;1;3596;2020;336
;1;3469;2008;337
;1;3821;2013;337
;1;4355;2015;337
;1;4450;2021;337
;;;2008;338
;1;187;2008;338
;;;2015;338
;1;409;2015;338
;;;2018;338
;1;417;2018;338
;;;2020;338
;1;489;2020;338
;1;4251;2008;354
;1;1112;2008;344
;1;2846;2008;340
;1;504;2008;346
;1;4251;2008;351
;1;2846;2008;339
;1;2303;2008;349
;1;1112;2008;342
;1;2303;2008;347
;1;2303;2008;348
;1;504;2008;345
;1;4251;2008;352
;1;4251;2008;353
;1;2846;2008;341
;1;1112;2008;343
;1;2303;2008;350
;1;3955;2015;354
;1;1161;2015;344
;1;2803;2015;340
;1;1629;2015;346
;1;3955;2015;351
;1;2803;2015;339
;1;2266;2015;349
;1;1161;2015;342
;1;2266;2015;347
;1;2266;2015;348
;1;1629;2015;345
;1;3955;2015;352
;1;3955;2015;353
;1;2803;2015;341
;1;1161;2015;343
;1;2266;2015;350
;1;3785;2018;354
;1;1107;2018;344
;1;2753;2018;340
;1;1568;2018;346
;1;3785;2018;351
;1;2753;2018;339
;1;1996;2018;349
;1;1107;2018;342
;1;1996;2018;347
;1;1996;2018;348
;1;1568;2018;345
;1;3785;2018;352
;1;3785;2018;353
;1;2753;2018;341
;1;1107;2018;343
;1;1996;2018;350
;1;3995;2020;354
;1;1140;2020;344
;1;2792;2020;340
;1;2213;2020;346
;1;3995;2020;351
;1;2792;2020;339
;1;2380;2020;349
;1;1140;2020;342
;1;2380;2020;347
;1;2380;2020;348
;1;2213;2020;345
;1;3995;2020;352
;1;3995;2020;353
;1;2792;2020;341
;1;1140;2020;343
;1;2380;2020;350
;1;1781;2008;355
;;;2013;355
;1;2179;2019;355
;1;2162;2019;355
;1;2038;2021;355
;1;502;2008;356
;1;534;2011;356
;1;392;2015;356
;1;404;2021;356
;1;2864;2011;361
;1;6302;2011;360
;1;1229;2011;357
;1;2014;2011;359
;1;2683;2015;361
;1;7743;2015;360
;1;1327;2015;357
;1;2317;2015;359
;1;2736;2019;361
;1;7972;2019;360
;1;1325;2019;357
;1;2255;2019;359
;1;2685;2019;361
;1;7896;2019;360
;1;1324;2019;357
;1;2209;2019;359
;;;2021;361
;;;2021;360
;;;2021;357
;;;2021;359
;1;15253;2008;358
;1;17559;2015;358
;1;9837;2015;358
;1;17262;2020;358
;1;2850;2011;362
;;;2013;362
;1;3263;2019;362
;1;3133;2019;362
;;;2021;362
;1;981;2008;369
;1;3793;2008;367
;1;2847;2008;366
;1;2198;2008;368
;1;3577;2008;363
;1;1113;2015;369
;1;3836;2015;367
;1;2191;2015;366
;1;2476;2015;368
;1;3699;2015;363
;1;1130;2020;369
;1;4426;2020;367
;1;2829;2020;366
;1;2714;2020;368
;1;3736;2020;363
;;;2008;365
;;;2008;364
;1;805;2011;365
;1;805;2011;364
;1;1279;2015;365
;1;1279;2015;364
;1;7051;2011;373
