ASTA_ID;post_raster_id;vuosi;5m_sum;sum_total;Canopy _percent
1562;15254;2021;1872;1936;96.6942148760331
1563;15248;2013;815;1074;75.8845437616387
1563;15253;2021;1008;1098;91.8032786885246
1564;15246;2013;738;879;83.9590443686007
1564;15251;2021;872;899;96.9966629588432
1565;15196;2013;6427;7118;90.2922169148637
1565;15205;2017;5922;7015;84.4191019244476
1565;15261;2013;25;26;96.1538461538462
1565;15272;2017;23;23;100
1566;15193;2013;6427;7118;90.2922169148637
1566;15202;2017;5922;7015;84.4191019244476
1566;15259;2013;25;26;96.1538461538462
1566;15270;2017;23;23;100
1567;15245;2013;1625;1705;95.3079178885631
1567;15250;2021;1692;1730;97.8034682080925
1567;15280;2013;1482;1617;91.6512059369202
1567;15288;2017;;;0
1567;15296;2021;1546;1629;94.9048496009822
1568;15283;2013;124;134;92.5373134328358
1568;15291;2017;;;0
1568;15299;2021;132;134;98.5074626865672
1569;15282;2013;735;904;81.3053097345133
1569;15290;2017;;;0
1569;15298;2021;853;906;94.1501103752759
1570;15197;2013;30;34;88.2352941176471
1570;15206;2017;32;34;94.1176470588235
1570;15264;2013;13577;16547;82.0511270925243
1570;15275;2017;7456;15829;47.103417777497
1571;15195;2013;30;34;88.2352941176471
1571;15204;2017;32;34;94.1176470588235
1571;15260;2013;13577;16547;82.0511270925243
1571;15271;2017;7456;15829;47.103417777497
1572;15191;2013;30;34;88.2352941176471
1572;15200;2017;32;34;94.1176470588235
1572;15262;2013;13577;16547;82.0511270925243
1572;15273;2017;7456;15829;47.103417777497
1573;15257;2013;15261;16126;94.6359915664145
1573;15268;2017;13450;16032;83.8947105788423
1574;15256;2013;15261;16126;94.6359915664145
1574;15267;2017;13450;16032;83.8947105788423
1575;15265;2013;15261;16126;94.6359915664145
1575;15276;2017;13450;16032;83.8947105788423
1576;15307;2013;9269;9799;94.5912848249822
1576;15322;2017;4749;9435;50.3338632750397
1576;15337;2019;;;0
1577;15309;2013;9269;9799;94.5912848249822
1577;15324;2017;4749;9435;50.3338632750397
1577;15339;2019;;;0
1578;15347;2008;6209;13826;44.9081440763778
1578;15349;2013;6369;15091;42.2039626267312
1578;15351;2019;7603;15361;49.4954755549769
1579;15346;2008;6209;13826;44.9081440763778
1579;15348;2013;6369;15091;42.2039626267312
1579;15350;2019;7603;15361;49.4954755549769
1580;15353;2008;1095;1407;77.8251599147122
1580;15355;2013;1238;1456;85.0274725274725
1580;15357;2019;1362;1453;93.7370956641431
1581;15263;2013;540;591;91.3705583756345
1581;15274;2017;540;580;93.1034482758621
1581;15360;2013;4038;5976;67.570281124498
1581;15363;2017;3735;5870;63.6286201022146
1582;15278;2013;7820;10061;77.7258721797038
1582;15286;2017;;;0
1582;15294;2021;;;0
1583;15284;2013;3653;4016;90.9611553784861
1583;15292;2017;;;0
1583;15300;2021;;;0
1584;15258;2013;2082;2333;89.2413201885984
1584;15269;2017;1367;2334;58.5689802913453
1585;15255;2013;2082;2333;89.2413201885984
1585;15266;2017;1367;2334;58.5689802913453
1586;15281;2013;5197;5448;95.3928046989721
1586;15289;2017;;;0
1586;15297;2021;;;0
1587;15359;2013;9913;13677;72.4793448855743
1587;15362;2017;8437;13487;62.5565359234819
1588;15358;2013;9913;13677;72.4793448855743
1588;15361;2017;8437;13487;62.5565359234819
1589;15315;2013;1492;1599;93.3083176985616
1589;15330;2017;449;1512;29.6957671957672
1589;15345;2019;;;0
1590;15366;2013;1173;1445;81.1764705882353
1590;15371;2021;1341;1455;92.1649484536083
1591;15365;2013;1173;1445;81.1764705882353
1591;15370;2021;1341;1455;92.1649484536083
1592;15367;2013;1992;3924;50.7645259938838
1592;15372;2021;2670;3940;67.7664974619289
1593;15368;2013;1992;3924;50.7645259938838
1593;15373;2021;2670;3940;67.7664974619289
1594;15376;2013;2769;4609;60.0781080494684
1594;15379;2019;2624;4678;56.0923471569047
1594;15382;2021;3262;4739;68.8330871491876
1595;15375;2013;1974;3643;54.1861103486138
1595;15378;2019;2069;3622;57.1231363887355
1595;15381;2021;2472;3709;66.648692369911
1595;15384;2017;;;0
1596;15364;2013;1774;2187;81.1156835848194
1596;15369;2021;1777;2244;79.1889483065954
1597;15374;2013;3250;4105;79.1717417783191
1597;15377;2019;3077;4075;75.5092024539877
1597;15380;2021;3354;4185;80.1433691756272
1597;15383;2017;;;0
1598;15388;2013;3861;4120;93.7135922330097
1598;15394;2019;3300;4060;81.2807881773399
1598;15400;2021;3561;4130;86.2227602905569
1599;15390;2013;1920;2026;94.7680157946693
1599;15396;2019;1695;2001;84.7076461769115
1599;15402;2021;1661;2027;81.9437592501233
1600;15279;2013;1270;4988;25.4611066559743
1600;15287;2017;2083;4943;42.1404005664576
1600;15295;2021;1747;2445;71.4519427402863
1601;15304;2013;9138;10562;86.5177049801174
1601;15319;2017;9817;10593;92.6744076276787
1601;15334;2019;;;0
1602;15308;2013;9138;10562;86.5177049801174
1602;15323;2017;9817;10593;92.6744076276787
1602;15338;2019;;;0
1603;15303;2013;9138;10562;86.5177049801174
1603;15318;2017;9817;10593;92.6744076276787
1603;15333;2019;;;0
1604;15306;2013;9138;10562;86.5177049801174
1604;15321;2017;9817;10593;92.6744076276787
1604;15336;2019;;;0
1605;15313;2013;9138;10562;86.5177049801174
1605;15328;2017;9817;10593;92.6744076276787
1605;15343;2019;;;0
1606;15314;2013;3771;4717;79.9448802204791
1606;15329;2017;4091;4750;86.1263157894737
1606;15344;2019;;;0
1607;15310;2013;3771;4717;79.9448802204791
1607;15325;2017;4091;4750;86.1263157894737
1607;15340;2019;;;0
1608;15305;2013;3771;4717;79.9448802204791
1608;15320;2017;4091;4750;86.1263157894737
1608;15335;2019;;;0
1609;15302;2013;3771;4717;79.9448802204791
1609;15317;2017;4091;4750;86.1263157894737
1609;15332;2019;;;0
1610;15312;2013;3771;4717;79.9448802204791
1610;15327;2017;4091;4750;86.1263157894737
1610;15342;2019;;;0
1611;15311;2013;3771;4717;79.9448802204791
1611;15326;2017;4091;4750;86.1263157894737
1611;15341;2019;;;0
1612;15301;2013;3771;4717;79.9448802204791
1612;15316;2017;4091;4750;86.1263157894737
1612;15331;2019;;;0
1613;15277;2013;1717;2605;65.9117082533589
1613;15285;2017;1287;2608;49.3481595092025
1613;15293;2021;;;0
1614;15389;2013;1442;6713;21.4807090719499
1614;15395;2019;1257;6453;19.4793119479312
1614;15401;2021;1492;6717;22.2122971564687
1614;15406;2013;10251;21257;48.224114409371
1614;15410;2019;8386;20138;41.6426656073096
1614;15414;2021;9475;21211;44.6702182829664
1615;15386;2013;1442;6713;21.4807090719499
1615;15392;2019;1257;6453;19.4793119479312
1615;15398;2021;1492;6717;22.2122971564687
1615;15404;2013;10251;21257;48.224114409371
1615;15408;2019;8386;20138;41.6426656073096
1615;15412;2021;9475;21211;44.6702182829664
1616;15387;2013;1442;6713;21.4807090719499
1616;15393;2019;1257;6453;19.4793119479312
1616;15399;2021;1492;6717;22.2122971564687
1616;15405;2013;10251;21257;48.224114409371
1616;15409;2019;8386;20138;41.6426656073096
1616;15413;2021;9475;21211;44.6702182829664
1617;15385;2013;1442;6713;21.4807090719499
1617;15391;2019;1257;6453;19.4793119479312
1617;15397;2021;1492;6717;22.2122971564687
1617;15403;2013;10251;21257;48.224114409371
1617;15407;2019;8386;20138;41.6426656073096
1617;15411;2021;9475;21211;44.6702182829664
1618;15418;2013;2105;2197;95.8124715521165
1618;15425;2017;2123;2208;96.1503623188406
1618;15432;2019;2081;2192;94.9361313868613
1618;15439;2021;2137;2210;96.6968325791855
1619;15417;2013;906;1030;87.9611650485437
1619;15424;2017;897;1044;85.9195402298851
1619;15431;2019;853;1036;82.3359073359073
1619;15438;2021;924;1046;88.3365200764818
1620;15444;2013;3240;3431;94.4331098805013
1620;15446;2013;977;1015;96.256157635468
1620;15450;2017;2629;3411;77.0741717971269
1620;15452;2017;909;1005;90.4477611940299
1620;15456;2021;;;0
1621;15443;2013;3240;3431;94.4331098805013
1621;15448;2013;977;1015;96.256157635468
1621;15449;2017;2629;3411;77.0741717971269
1621;15454;2017;909;1005;90.4477611940299
1621;15455;2021;;;0
1622;15416;2013;2264;2512;90.1273885350318
1622;15423;2017;1926;2559;75.263774912075
1622;15430;2019;1826;2571;71.022948269156
1622;15437;2021;;;0
1623;15421;2013;2264;2512;90.1273885350318
1623;15428;2017;1926;2559;75.263774912075
1623;15435;2019;1826;2571;71.022948269156
1623;15442;2021;;;0
1624;15420;2013;5333;6049;88.1633327822781
1624;15427;2017;5052;6053;83.4627457459111
1624;15434;2019;4953;6036;82.0576540755467
1624;15441;2021;;;0
1625;15419;2013;5333;6049;88.1633327822781
1625;15426;2017;5052;6053;83.4627457459111
1625;15433;2019;4953;6036;82.0576540755467
1625;15440;2021;;;0
1626;15415;2013;5333;6049;88.1633327822781
1626;15422;2017;5052;6053;83.4627457459111
1626;15429;2019;4953;6036;82.0576540755467
1626;15436;2021;;;0
1627;15462;2008;1289;2195;58.7243735763098
1627;15467;2013;;;0
1627;15472;2019;1600;2633;60.7671857197114
1628;15447;2013;1185;1225;96.734693877551
1628;15453;2017;1184;1223;96.8111201962388
1628;15459;2021;;;0
1629;15445;2013;922;937;98.3991462113127
1629;15451;2017;906;936;96.7948717948718
1629;15457;2021;;;0
1630;15476;2008;1357;1652;82.1428571428571
1630;15477;2013;1477;1655;89.2447129909366
1630;15478;2017;1246;1650;75.5151515151515
1630;15479;2019;1350;1653;81.6696914700544
1631;15480;2013;851;1118;76.1180679785331
1631;15481;2017;879;1130;77.787610619469
1632;15484;2013;8785;11489;76.4644442510227
1632;15487;2017;9024;11343;79.5556731023539
1632;15490;2019;;;0
1632;15493;2021;;;0
1633;15483;2013;8785;11489;76.4644442510227
1633;15486;2017;9024;11343;79.5556731023539
1633;15489;2019;;;0
1633;15492;2021;;;0
1634;15464;2008;1520;1584;95.959595959596
1634;15469;2013;;;0
1634;15474;2019;1575;1586;99.3064312736444
1635;15463;2008;914;957;95.5067920585162
1635;15468;2013;;;0
1635;15473;2019;934;957;97.5966562173459
1636;15482;2013;940;1011;92.9772502472799
1636;15485;2017;778;1008;77.1825396825397
1636;15488;2019;;;0
1636;15491;2021;;;0
1637;15494;2013;5071;7719;65.6950382173857
1637;15495;2017;3346;7702;43.4432614905219
1638;15496;2013;1008;1536;65.625
1638;15497;2017;1097;1535;71.4657980456026
1638;15498;2019;1155;1508;76.5915119363395
1638;15499;2021;;;0
1639;15501;2013;2058;2194;93.8012762078395
1639;15503;2017;1828;2182;83.7763519706691
1640;15500;2013;5312;6119;86.8115705180585
1640;15502;2017;5375;6108;87.9993451211526
1641;15509;2013;897;942;95.2229299363057
1641;15515;2017;892;932;95.7081545064378
1641;15521;2019;878;912;96.2719298245614
1642;15508;2013;1514;1689;89.6388395500296
1642;15514;2017;1564;1686;92.7639383155397
1642;15520;2019;1554;1669;93.1096464949071
1643;15523;2013;6098;7905;77.1410499683744
1643;15528;2017;2969;7550;39.3245033112583
1643;15533;2019;;;0
1644;15537;2008;3559;4695;75.80404685836
1644;15539;2013;3715;4695;79.1267305644302
1644;15541;2017;1949;4647;41.9410372283193
1644;15543;2019;2164;4566;47.3937801138852
1645;15545;2013;1396;1505;92.7574750830565
1645;15547;2019;1315;1488;88.3736559139785
1646;15544;2013;2369;2447;96.8124233755619
1646;15546;2019;2252;2419;93.0963207937164
1647;15505;2013;4702;6120;76.8300653594771
1647;15511;2017;3732;6038;61.8085458761179
1647;15517;2019;4034;5967;67.6051617228088
1648;15549;2013;5827;8718;66.8387244780913
1648;15554;2017;2692;8551;31.481698047012
1649;15550;2013;5827;8718;66.8387244780913
1649;15555;2017;2692;8551;31.481698047012
1650;15525;2013;513;633;81.042654028436
1650;15530;2017;552;646;85.4489164086687
1650;15535;2019;545;635;85.8267716535433
1651;15524;2013;513;633;81.042654028436
1651;15529;2017;552;646;85.4489164086687
1651;15534;2019;545;635;85.8267716535433
1652;15526;2013;1424;1720;82.7906976744186
1652;15531;2017;1515;1712;88.4929906542056
1652;15536;2019;1526;1715;88.9795918367347
1653;15522;2013;1424;1720;82.7906976744186
1653;15527;2017;1515;1712;88.4929906542056
1653;15532;2019;1526;1715;88.9795918367347
1654;15506;2013;4191;6025;69.5601659751037
1654;15512;2017;538;5685;9.46350043975374
1654;15518;2019;844;5723;14.7475100471781
1655;15558;2008;601;1815;33.1129476584022
1655;15559;2019;1210;1952;61.9877049180328
1656;15552;2013;35;134;26.1194029850746
1656;15557;2017;111;134;82.8358208955224
1657;15551;2013;1779;3617;49.1844069670998
1657;15556;2017;2996;3610;82.9916897506925
1658;15548;2013;3571;7125;50.119298245614
1658;15553;2017;5672;7114;79.7301096429575
1659;15538;2013;778;1298;59.9383667180277
1659;15540;2017;325;1218;26.6830870279146
1659;15542;2019;;;0
1659;15560;2012;;;0
1660;15507;2013;540;548;98.5401459854015
1660;15513;2017;318;536;59.3283582089552
1660;15519;2019;276;482;57.2614107883817
1660;15562;2012;533;551;96.7332123411978
1661;15564;2012;137;157;87.2611464968153
1661;15566;2013;128;156;82.0512820512821
1661;15568;2017;134;157;85.3503184713376
1661;15570;2019;146;156;93.5897435897436
1662;15572;2012;3751;5552;67.5612391930836
1662;15574;2013;3591;5523;65.0190114068441
1663;15571;2012;3090;5096;60.6357927786499
1663;15573;2013;3413;4931;69.2151693368485
1664;15575;2012;374;1113;33.6028751123091
1664;15576;2013;491;1113;44.115004492363
1664;15577;2019;;;0
1665;15579;2012;5180;6422;80.6602304578013
1665;15581;2013;5380;6441;83.5274025772396
1666;15578;2012;3917;5029;77.8882481606681
1666;15580;2013;1654;4930;33.5496957403651
1667;15585;2012;11195;12633;88.6171139080187
1667;15589;2013;11539;12642;91.2751146970416
1667;15593;2019;11286;12467;90.5269912569183
1668;15595;2012;289;615;46.9918699186992
1668;15597;2013;335;604;55.4635761589404
1669;15594;2012;370;755;49.0066225165563
1669;15596;2013;237;732;32.3770491803279
1670;15599;2012;1706;2173;78.508973768983
1670;15603;2013;1780;2339;76.100897819581
1671;15601;2012;1706;2173;78.508973768983
1671;15605;2013;1780;2339;76.100897819581
1672;15600;2012;2420;4060;59.6059113300493
1672;15604;2013;2783;4141;67.2059888915721
1673;15598;2012;2420;4060;59.6059113300493
1673;15602;2013;2783;4141;67.2059888915721
1674;15583;2012;1478;3122;47.3414477898783
1674;15587;2013;1647;3122;52.7546444586803
1674;15591;2019;1509;2906;51.927047487956
1675;15584;2012;4617;6032;76.5417771883289
1675;15588;2013;4937;6061;81.4552054116482
1675;15592;2019;;;0
1676;15582;2012;853;1177;72.4723874256585
1676;15586;2013;828;1207;68.5998342999171
1676;15590;2019;;;0
1677;15609;2010;654;1338;48.8789237668161
1677;15613;2012;632;1355;46.6420664206642
1677;15617;2013;783;1349;58.0429948109711
1677;15621;2019;;;0
1678;15625;2010;493;497;99.1951710261569
1678;15629;2013;490;496;98.7903225806452
1678;15633;2019;477;497;95.9758551307847
1679;15637;2012;3549;4528;78.3789752650177
1679;15641;2013;3774;4601;82.0256465985655
1679;15645;2021;;;0
1680;15635;2012;2082;6269;33.2110384431329
1680;15639;2013;3223;6343;50.8119186504808
1680;15643;2021;;;0
1681;15607;2010;55;459;11.9825708061002
1681;15611;2012;30;449;6.6815144766147
1681;15615;2013;44;476;9.2436974789916
1681;15619;2019;;;0
1682;15608;2010;1456;2015;72.258064516129
1682;15612;2012;1600;2027;78.9343857918106
1682;15616;2013;1594;2036;78.2907662082515
1682;15620;2019;;;0
1683;15606;2010;1456;2015;72.258064516129
1683;15610;2012;1600;2027;78.9343857918106
1683;15614;2013;1594;2036;78.2907662082515
1683;15618;2019;;;0
1684;15636;2012;454;523;86.8068833652008
1684;15640;2013;473;539;87.7551020408163
1684;15644;2021;;;0
1685;15647;2010;;;0
1685;15649;2012;791;830;95.3012048192771
1685;15651;2013;797;828;96.256038647343
1685;15653;2021;;;0
1686;15646;2010;199;245;81.2244897959184
1686;15648;2012;225;276;81.5217391304348
1686;15650;2013;198;282;70.2127659574468
1686;15652;2021;;;0
1687;15623;2010;3675;8378;43.8648842205777
1687;15627;2013;4816;8534;56.4330911647528
1687;15631;2019;5985;8459;70.7530440950467
1688;15654;2008;239;351;68.0911680911681
1688;15657;2012;219;347;63.1123919308357
1688;15660;2013;263;353;74.5042492917847
1688;15663;2019;223;355;62.8169014084507
1688;15666;2021;;;0
1689;15624;2010;4031;4164;96.8059558117195
1689;15628;2013;3965;4148;95.5882352941177
1689;15632;2019;3834;4030;95.136476426799
1690;15622;2010;4031;4164;96.8059558117195
1690;15626;2013;3965;4148;95.5882352941177
1690;15630;2019;3834;4030;95.136476426799
1691;15667;2012;1864;3722;50.0806018269747
1691;15668;2013;1942;3651;53.1909066009312
1691;15669;2021;;;0
1692;15671;2012;1128;1323;85.2607709750567
1692;15674;2013;1187;1337;88.7808526551982
1692;15677;2021;1166;1342;86.8852459016393
1693;15656;2012;4055;5289;76.6685573832483
1693;15659;2013;4549;5341;85.1713162329152
1693;15662;2019;;;0
1693;15665;2021;4929;5370;91.7877094972067
1694;15655;2012;10430;12510;83.3733013589129
1694;15658;2013;11488;12713;90.3641941319909
1694;15661;2019;;;0
1694;15664;2021;12160;12740;95.447409733124
1695;15672;2012;13093;25672;51.0010906824556
1695;15675;2013;14362;28764;49.9304686413573
1695;15678;2021;15365;26139;58.7818967825854
1695;15680;2012;3063;4545;67.3927392739274
1695;15686;2013;3468;4665;74.3408360128617
1695;15692;2021;3753;4656;80.6056701030928
1696;15670;2012;13093;25672;51.0010906824556
1696;15673;2013;14362;28764;49.9304686413573
1696;15676;2021;15365;26139;58.7818967825854
1696;15681;2012;3063;4545;67.3927392739274
1696;15687;2013;3468;4665;74.3408360128617
1696;15693;2021;3753;4656;80.6056701030928
1697;15684;2012;1538;1609;95.5873213175886
1697;15690;2013;1592;1609;98.9434431323804
1697;15696;2021;1607;1610;99.8136645962733
1698;15683;2012;541;715;75.6643356643357
1698;15689;2013;518;686;75.5102040816327
1698;15695;2021;629;712;88.3426966292135
1699;15697;2010;1892;2533;74.6940386893012
1699;15698;2013;2076;2595;80
1699;15699;2019;;;0
1700;15700;2010;2173;2567;84.6513439813011
1700;15701;2013;2100;2555;82.1917808219178
1700;15702;2019;1765;2465;71.6024340770791
1701;15708;2012;1999;4496;44.461743772242
1701;15715;2013;1972;4445;44.3644544431946
1701;15722;2019;;;0
1701;15729;2021;2758;4514;61.0988037217545
1702;15706;2012;285;720;39.5833333333333
1702;15713;2013;306;722;42.382271468144
1702;15720;2019;;;0
1702;15727;2021;419;761;55.0591327201051
1703;15704;2012;285;720;39.5833333333333
1703;15711;2013;306;722;42.382271468144
1703;15718;2019;;;0
1703;15725;2021;419;761;55.0591327201051
1704;15709;2012;285;720;39.5833333333333
1704;15716;2013;306;722;42.382271468144
1704;15723;2019;;;0
1704;15730;2021;419;761;55.0591327201051
1705;15707;2012;565;5032;11.2281399046105
1705;15714;2013;608;4808;12.6455906821963
1705;15721;2019;;;0
1705;15728;2021;1280;5042;25.386751289171
1706;15705;2012;565;5032;11.2281399046105
1706;15712;2013;608;4808;12.6455906821963
1706;15719;2019;;;0
1706;15726;2021;1280;5042;25.386751289171
1707;15703;2012;565;5032;11.2281399046105
1707;15710;2013;608;4808;12.6455906821963
1707;15717;2019;;;0
1707;15724;2021;1280;5042;25.386751289171
1708;15731;2010;1424;2552;55.7993730407524
1708;15732;2013;1130;2541;44.4706808343172
1708;15733;2019;1115;2513;44.3692797453243
1709;15682;2012;7024;8973;78.2792822913184
1709;15688;2013;7315;9011;81.178559538342
1709;15694;2021;7891;9052;87.1741051701281
1710;15734;2012;442;521;84.8368522072937
1710;15735;2013;517;521;99.232245681382
1710;15736;2021;496;518;95.7528957528958
1711;15737;2012;1855;2777;66.7987036370184
1711;15738;2013;2086;2802;74.446823697359
1711;15739;2021;1171;2813;41.6281549946676
1712;15679;2012;638;708;90.1129943502825
1712;15685;2013;666;741;89.8785425101214
1712;15691;2021;720;742;97.0350404312668
1713;15742;2012;501;667;75.1124437781109
1713;15748;2013;549;672;81.6964285714286
1713;15754;2021;593;678;87.4631268436578
1714;15745;2012;10049;14470;69.4471319972357
1714;15751;2013;11727;14768;79.4081798483207
1714;15757;2021;11888;14787;80.3949415026713
1715;15741;2012;1129;1474;76.5943012211669
1715;15747;2013;1258;1504;83.6436170212766
1715;15753;2021;1367;1489;91.8065815983882
1716;15760;2010;2628;6435;40.8391608391608
1716;15763;2013;;;0
1716;15766;2019;4108;6589;62.346334800425
1717;15767;2012;6642;8420;78.8836104513064
1717;15768;2013;7337;8799;83.3844755085805
1717;15769;2021;;;0
1718;15744;2012;4016;4727;84.958747620055
1718;15750;2013;4243;4799;88.4142529693686
1718;15756;2021;4633;4829;95.9411886518948
1719;15743;2012;10580;11805;89.6230410842863
1719;15749;2013;11147;11871;93.90110352961
1719;15755;2021;11612;11892;97.6454759502186
1720;15740;2012;10580;11805;89.6230410842863
1720;15746;2013;11147;11871;93.90110352961
1720;15752;2021;11612;11892;97.6454759502186
1721;15759;2010;3049;4803;63.4811576098272
1721;15762;2013;;;0
1721;15765;2019;3456;4658;74.1949334478317
1722;15773;2012;7911;12785;61.8771998435667
1722;15777;2013;9490;12785;74.2276104810325
1722;15781;2021;9518;12650;75.2411067193676
1723;15771;2012;7911;12785;61.8771998435667
1723;15775;2013;9490;12785;74.2276104810325
1723;15779;2021;9518;12650;75.2411067193676
1724;15758;2010;6105;8391;72.7565248480515
1724;15761;2013;;;0
1724;15764;2019;6295;8055;78.1502172563625
1725;15782;2010;1572;1746;90.0343642611684
1725;15783;2013;1590;1777;89.4766460326393
1725;15784;2019;;;0
1726;15785;2010;4042;4685;86.2753468516542
1726;15786;2013;3674;4691;78.3201875932637
1726;15787;2019;3663;4490;81.5812917594655
1727;15789;2009;996;1029;96.7930029154519
1727;15791;2013;;;0
1727;15793;2019;996;1025;97.1707317073171
1727;15795;2021;1005;1027;97.8578383641675
1728;15788;2009;359;624;57.5320512820513
1728;15790;2013;;;0
1728;15792;2019;383;622;61.5755627009646
1728;15794;2021;440;624;70.5128205128205
1729;15772;2012;2945;3592;81.9877505567929
1729;15776;2013;945;3551;26.6122219093213
1729;15780;2021;2797;3599;77.7160322311753
1730;15796;2012;1544;2051;75.2803510482691
1730;15797;2013;1785;2066;86.3988383349468
1730;15798;2021;1452;2052;70.7602339181286
1731;15800;2012;738;787;93.7738246505718
1731;15802;2013;745;787;94.6632782719187
1731;15804;2021;740;774;95.6072351421189
1732;15799;2012;1498;2323;64.4855789926819
1732;15801;2013;1658;2337;70.9456568249893
1732;15803;2021;1942;2331;83.3118833118833
1733;15770;2012;629;1415;44.452296819788
1733;15774;2013;832;1465;56.7918088737201
1733;15778;2021;1276;1512;84.3915343915344
1734;15805;2012;903;998;90.4809619238477
1734;15806;2013;901;1008;89.3849206349206
1734;15807;2015;;;0
1734;15808;2021;;;0
1735;15810;2012;414;455;90.989010989011
1735;15812;2013;451;458;98.471615720524
1735;15814;2015;;;0
1735;15816;2021;370;439;84.2824601366743
1736;15822;2012;5251;10839;48.4454285450687
1736;15828;2013;7372;11291;65.290939686476
1736;15834;2015;;;0
1736;15840;2021;9014;11360;79.3485915492958
1737;15818;2012;5251;10839;48.4454285450687
1737;15824;2013;7372;11291;65.290939686476
1737;15830;2015;;;0
1737;15836;2021;9014;11360;79.3485915492958
1738;15842;2012;4792;5881;81.482741030437
1738;15844;2013;4858;6000;80.9666666666667
1738;15846;2015;;;0
1738;15848;2021;5343;6031;88.5922732548499
1739;15841;2012;4792;5881;81.482741030437
1739;15843;2013;4858;6000;80.9666666666667
1739;15845;2015;;;0
1739;15847;2021;5343;6031;88.5922732548499
1740;15809;2012;2542;4080;62.3039215686275
1740;15811;2013;1759;4053;43.3999506538367
1740;15813;2015;;;0
1740;15815;2021;2810;4066;69.1096901131333
1741;15819;2012;4696;8138;57.7045957237651
1741;15825;2013;5291;8439;62.6970020144567
1741;15831;2015;;;0
1741;15837;2021;5851;8419;69.4975650314764
1742;15820;2012;204;574;35.5400696864112
1742;15826;2013;373;589;63.3276740237691
1742;15832;2015;;;0
1742;15838;2021;460;581;79.1738382099828
1742;15850;2016;321;586;54.778156996587
1743;15821;2012;133;593;22.4283305227656
1743;15827;2013;37;617;5.9967585089141
1743;15833;2015;;;0
1743;15839;2021;136;619;21.9709208400646
1743;15851;2016;98;604;16.2251655629139
1744;15817;2012;660;718;91.9220055710306
1744;15823;2013;642;705;91.0638297872341
1744;15829;2015;;;0
1744;15835;2021;676;721;93.7586685159501
1744;15849;2016;662;702;94.3019943019943
1745;15852;2012;1024;7044;14.5371947756956
1745;15853;2013;1188;7282;16.3141993957704
1745;15854;2015;1400;7340;19.0735694822888
1745;15855;2016;1417;7207;19.6614402664077
1745;15856;2021;2721;7302;37.2637633525062
1746;15858;2009;7867;10322;76.2158496415423
1746;15860;2015;7413;10333;71.7410239039969
1746;15862;2019;7985;10355;77.1125060357315
1746;15864;2021;8101;10323;78.4752494429914
1747;15865;2012;2834;5102;55.546844374755
1747;15874;2013;4845;6612;73.2758620689655
1747;15884;2015;5657;6610;85.5824508320726
1747;15894;2016;4589;6586;69.6781050713635
1747;15904;2021;4956;6488;76.387176325524
1748;15857;2009;5871;7030;83.5135135135135
1748;15859;2015;5649;6951;81.2688821752266
1748;15861;2019;5921;7005;84.5253390435403
1748;15863;2021;6083;6993;86.986986986987
1749;15907;2010;3483;4603;75.6680425809255
1749;15909;2016;4074;4609;88.3922759817748
1749;15911;2019;;;0
1750;15913;2013;1301;1389;93.6645068394528
1750;15915;2015;1241;1401;88.5795860099929
1750;15917;2016;1259;1403;89.736279401283
1750;15919;2021;1297;1406;92.2475106685633
1751;15912;2013;;123;0
1751;15914;2015;2;128;1.5625
1751;15916;2016;;122;0
1751;15918;2021;1;124;0.806451612903226
1752;15906;2010;6289;14436;43.5646993627044
1752;15908;2016;8264;14519;56.9185205592672
1752;15910;2019;;;0
1753;15921;2013;3030;3253;93.144789425146
1753;15925;2015;3002;3252;92.3124231242312
1753;15929;2016;2957;3239;91.293609138623
1753;15933;2021;3110;3243;95.8988590810978
1754;15923;2013;3030;3253;93.144789425146
1754;15927;2015;3002;3252;92.3124231242312
1754;15931;2016;2957;3239;91.293609138623
1754;15935;2021;3110;3243;95.8988590810978
1755;15922;2013;5410;5513;98.1316887357156
1755;15926;2015;5332;5491;97.1043525769441
1755;15930;2016;5357;5505;97.3115349682107
1755;15934;2021;5360;5495;97.5432211101001
1756;15920;2013;5410;5513;98.1316887357156
1756;15924;2015;5332;5491;97.1043525769441
1756;15928;2016;5357;5505;97.3115349682107
1756;15932;2021;5360;5495;97.5432211101001
1757;15938;2010;1203;4788;25.125313283208
1757;15943;2013;;;0
1757;15948;2015;;;0
1757;15953;2016;1952;4761;40.9997899600924
1757;15958;2019;;;0
1758;15939;2010;1203;4788;25.125313283208
1758;15944;2013;;;0
1758;15949;2015;;;0
1758;15954;2016;1952;4761;40.9997899600924
1758;15959;2019;;;0
1759;15937;2010;1717;2983;57.5595038551794
1759;15942;2013;;;0
1759;15947;2015;;;0
1759;15952;2016;1787;2982;59.9262240107311
1759;15957;2019;;;0
1760;15940;2010;1717;2983;57.5595038551794
1760;15945;2013;;;0
1760;15950;2015;;;0
1760;15955;2016;1787;2982;59.9262240107311
1760;15960;2019;;;0
1761;15936;2010;1717;2983;57.5595038551794
1761;15941;2013;;;0
1761;15946;2015;;;0
1761;15951;2016;1787;2982;59.9262240107311
1761;15956;2019;;;0
1762;15962;2013;4254;4356;97.6584022038567
1762;15964;2015;4172;4341;96.1068878138678
1762;15966;2016;4278;4353;98.2770503101309
1762;15968;2021;4328;4353;99.4256834367103
1763;15970;2010;175;537;32.5884543761639
1763;15973;2013;;;0
