ASTA_ID;post_raster_id;vuosi;5m_sum;sum_total;Canopy _percent
3828;22595;2011;;;0
3828;22602;2013;2632;16229;16.217881570029
3828;22609;2020;3098;14540;21.3067400275103
3829;22597;2011;;;0
3829;22604;2013;2632;16229;16.217881570029
3829;22611;2020;3098;14540;21.3067400275103
3830;22598;2011;;;0
3830;22605;2013;2285;4393;52.0145686319144
3830;22612;2020;2462;4159;59.1969223371003
3830;22619;2013;21;21;100
3830;22632;2020;;10;0
3831;22599;2011;;;0
3831;22606;2013;2285;4393;52.0145686319144
3831;22613;2020;2462;4159;59.1969223371003
3831;22626;2013;21;21;100
3831;22639;2020;;10;0
3832;22596;2011;;;0
3832;22603;2013;1;31;3.2258064516129
3832;22610;2020;1;34;2.94117647058824
3832;22617;2013;904;1476;61.2466124661247
3832;22630;2020;463;1260;36.7460317460317
3833;22600;2011;;;0
3833;22607;2013;1;31;3.2258064516129
3833;22614;2020;1;34;2.94117647058824
3833;22623;2013;904;1476;61.2466124661247
3833;22636;2020;463;1260;36.7460317460317
3834;22594;2011;;;0
3834;22601;2013;1;31;3.2258064516129
3834;22608;2020;1;34;2.94117647058824
3834;22616;2013;904;1476;61.2466124661247
3834;22629;2020;463;1260;36.7460317460317
3835;22620;2013;2539;8085;31.4038342609771
3835;22633;2020;2215;7276;30.4425508521165
3836;22618;2013;2539;8085;31.4038342609771
3836;22631;2020;2215;7276;30.4425508521165
3837;22624;2013;2539;8085;31.4038342609771
3837;22637;2020;2215;7276;30.4425508521165
3838;22621;2013;2539;8085;31.4038342609771
3838;22634;2020;2215;7276;30.4425508521165
3839;22627;2013;2539;8085;31.4038342609771
3839;22640;2020;2215;7276;30.4425508521165
3840;22622;2013;1547;4443;34.8188161152375
3840;22635;2020;1569;4251;36.908962597036
3841;22625;2013;1547;4443;34.8188161152375
3841;22638;2020;1569;4251;36.908962597036
3842;22615;2013;1547;4443;34.8188161152375
3842;22628;2020;1569;4251;36.908962597036
3843;22642;2012;4461;10318;43.2351230858694
3844;22645;2012;4461;10318;43.2351230858694
3845;22644;2012;9998;16935;59.0374963094184
3846;22647;2012;385;448;85.9375
3846;22662;2020;;;0
3847;22652;2012;1473;1777;82.8925154755205
3847;22667;2020;;;0
3848;22658;2012;1473;1777;82.8925154755205
3848;22673;2020;;;0
3849;22648;2012;869;983;88.4028484231943
3849;22663;2020;;;0
3850;22649;2012;869;983;88.4028484231943
3850;22664;2020;;;0
3851;22676;2012;1301;5949;21.8692217179358
3851;22677;2019;;;0
3852;22643;2012;6170;10885;56.6835094166284
3853;22655;2012;4416;4920;89.7560975609756
3853;22670;2020;;;0
3854;22650;2012;4416;4920;89.7560975609756
3854;22665;2020;;;0
3855;22656;2012;760;5663;13.4204485255165
3855;22671;2020;;;0
3856;22653;2012;760;5663;13.4204485255165
3856;22668;2020;;;0
3857;22660;2012;760;5663;13.4204485255165
3857;22675;2020;;;0
3858;22651;2012;760;5663;13.4204485255165
3858;22666;2020;;;0
3859;22654;2012;1238;4830;25.6314699792961
3859;22669;2020;;;0
3860;22657;2012;1238;4830;25.6314699792961
3860;22672;2020;;;0
3861;22659;2012;1238;4830;25.6314699792961
3861;22674;2020;;;0
3862;22646;2012;1238;4830;25.6314699792961
3862;22661;2020;;;0
3863;22681;2013;5503;11357;48.4546975433653
3863;22685;2020;5833;11080;52.64440433213
3864;22680;2013;5503;11357;48.4546975433653
3864;22684;2020;5833;11080;52.64440433213
3865;22688;2012;4247;8647;49.1153001040823
3865;22692;2020;4949;8578;57.6941011890884
3866;22687;2012;4247;8647;49.1153001040823
3866;22691;2020;4949;8578;57.6941011890884
3867;22695;2011;;;0
3867;22697;2013;661;685;96.4963503649635
3867;22699;2020;654;674;97.0326409495549
3867;22701;2021;;;0
3868;22679;2013;8280;24661;33.5752808077531
3868;22683;2020;10361;21790;47.5493345571363
3869;22678;2013;8280;24661;33.5752808077531
3869;22682;2020;10361;21790;47.5493345571363
3870;22694;2011;;;0
3870;22696;2013;532;549;96.9034608378871
3870;22698;2020;539;542;99.4464944649446
3870;22700;2021;;;0
3871;22689;2012;984;3907;25.1855643716406
3871;22693;2020;1418;4086;34.7038668624572
3871;22703;2012;1004;15397;6.52075079560953
3871;22705;2020;6060;15906;38.098830629951
3872;22686;2012;984;3907;25.1855643716406
3872;22690;2020;1418;4086;34.7038668624572
3872;22702;2012;1004;15397;6.52075079560953
3872;22704;2020;6060;15906;38.098830629951
3873;22706;2013;5018;7026;71.420438371762
3873;22707;2020;5556;7022;79.1227570492737
3874;22708;2013;98;614;15.9609120521173
3874;22711;2013;5705;10383;54.9455841279014
3874;22714;2020;105;642;16.3551401869159
3874;22717;2020;5684;9990;56.8968968968969
3875;22710;2013;10516;31279;33.6200006394066
3875;22716;2020;12785;30556;41.8412095824061
3876;22712;2013;10516;31279;33.6200006394066
3876;22718;2020;12785;30556;41.8412095824061
3877;22713;2013;5360;9741;55.0251514218253
3877;22719;2020;5640;9657;58.4032308170239
3877;22721;2013;586;600;97.6666666666667
3877;22742;2020;549;592;92.7364864864865
3878;22709;2013;5360;9741;55.0251514218253
3878;22715;2020;5640;9657;58.4032308170239
3878;22731;2013;586;600;97.6666666666667
3878;22752;2020;549;592;92.7364864864865
3879;22736;2013;1652;1660;99.5180722891566
3879;22757;2020;126;1131;11.1405835543767
3880;22737;2013;1652;1660;99.5180722891566
3880;22758;2020;126;1131;11.1405835543767
3881;22728;2013;1652;1660;99.5180722891566
3881;22749;2020;126;1131;11.1405835543767
3882;22730;2013;1652;1660;99.5180722891566
3882;22751;2020;126;1131;11.1405835543767
3883;22722;2013;1652;1660;99.5180722891566
3883;22743;2020;126;1131;11.1405835543767
3884;22723;2013;12019;15977;75.2268886524379
3884;22744;2020;4415;12660;34.8736176935229
3885;22729;2013;12019;15977;75.2268886524379
3885;22750;2020;4415;12660;34.8736176935229
3886;22739;2013;12019;15977;75.2268886524379
3886;22760;2020;4415;12660;34.8736176935229
3887;22725;2013;12019;15977;75.2268886524379
3887;22746;2020;4415;12660;34.8736176935229
3888;22724;2013;12019;15977;75.2268886524379
3888;22745;2020;4415;12660;34.8736176935229
3889;22726;2013;12019;15977;75.2268886524379
3889;22747;2020;4415;12660;34.8736176935229
3890;22727;2013;4618;4659;99.1199828289333
3890;22748;2020;1611;3848;41.8659043659044
3891;22734;2013;4618;4659;99.1199828289333
3891;22755;2020;1611;3848;41.8659043659044
3892;22735;2013;4618;4659;99.1199828289333
3892;22756;2020;1611;3848;41.8659043659044
3893;22733;2013;4618;4659;99.1199828289333
3893;22754;2020;1611;3848;41.8659043659044
3894;22738;2013;4492;13425;33.4599627560521
3894;22759;2020;5721;13355;42.8378884312991
3895;22740;2013;4492;13425;33.4599627560521
3895;22761;2020;5721;13355;42.8378884312991
3896;22763;2012;1105;4269;25.8842820332631
3896;22766;2019;2180;4553;47.8805183395563
3897;22732;2013;10358;30307;34.1769228231102
3897;22753;2020;10030;27606;36.3326813011664
3898;22720;2013;10358;30307;34.1769228231102
3898;22741;2020;10030;27606;36.3326813011664
3899;22764;2012;3879;7964;48.7066800602712
3899;22767;2019;4920;8023;61.3236943786613
3900;22762;2012;6294;7320;85.983606557377
3900;22765;2019;6947;7480;92.8743315508021
3901;22770;2011;1867;4354;42.8801102434543
3901;22773;2019;2855;4585;62.26826608506
3902;22769;2011;1867;4354;42.8801102434543
3902;22772;2019;2855;4585;62.26826608506
3903;22778;2011;113;272;41.5441176470588
3903;22784;2013;141;269;52.4163568773234
3903;22790;2020;177;262;67.5572519083969
3904;22795;2013;539;557;96.7684021543986
3904;22800;2020;550;555;99.0990990990991
3905;22794;2013;790;1197;65.9983291562239
3905;22799;2020;949;1143;83.0271216097988
3906;22793;2013;790;1197;65.9983291562239
3906;22798;2020;949;1143;83.0271216097988
3907;22796;2013;2742;7379;37.159506708226
3907;22801;2020;3619;7297;49.595724270248
3908;22792;2013;2742;7379;37.159506708226
3908;22797;2020;3619;7297;49.595724270248
3909;22810;2011;10649;12558;84.7985347985348
3909;22820;2020;10016;12168;82.3142669296515
3910;22811;2011;10649;12558;84.7985347985348
3910;22821;2020;10016;12168;82.3142669296515
3911;22803;2011;12864;14791;86.9718071800419
3911;22813;2020;11185;14438;77.4691785565868
3912;22805;2011;12864;14791;86.9718071800419
3912;22815;2020;11185;14438;77.4691785565868
3913;22804;2011;12864;14791;86.9718071800419
3913;22814;2020;11185;14438;77.4691785565868
3914;22807;2011;12864;14791;86.9718071800419
3914;22817;2020;11185;14438;77.4691785565868
3915;22808;2011;14384;17330;83.000577034045
3915;22818;2020;12706;16035;79.2391643280324
3916;22809;2011;14384;17330;83.000577034045
3916;22819;2020;12706;16035;79.2391643280324
3917;22806;2011;14384;17330;83.000577034045
3917;22816;2020;12706;16035;79.2391643280324
3918;22802;2011;14384;17330;83.000577034045
3918;22812;2020;12706;16035;79.2391643280324
3919;22822;2013;1427;13989;10.2008721138037
3919;22823;2020;2183;13403;16.2873983436544
3920;22768;2011;1804;4662;38.6958386958387
3920;22771;2019;;;0
3921;22828;2013;675;1107;60.9756097560976
3921;22833;2020;783;1071;73.109243697479
3922;22825;2013;675;1107;60.9756097560976
3922;22830;2020;783;1071;73.109243697479
3923;22827;2013;7687;11568;66.4505532503458
3923;22832;2020;8476;10972;77.2511848341232
3924;22826;2013;7687;11568;66.4505532503458
3924;22831;2020;8476;10972;77.2511848341232
3925;22842;2011;1585;2030;78.0788177339901
3925;22853;2019;1559;2039;76.4590485532124
3926;22857;2013;4081;10992;37.1270014556041
3926;22860;2020;5080;10944;46.4181286549708
3927;22862;2011;352;1011;34.8170128585559
3927;22863;2020;;;0
3928;22858;2013;566;1465;38.6348122866894
3928;22861;2020;554;1295;42.7799227799228
3929;22856;2013;2128;2247;94.7040498442367
3929;22859;2020;149;1591;9.36517913262099
3930;22841;2011;925;1062;87.0998116760829
3930;22852;2019;743;1079;68.8600556070436
3931;22835;2011;276;418;66.0287081339713
3931;22846;2019;310;420;73.8095238095238
3932;22867;2013;1783;15939;11.1863981429199
3932;22871;2020;2155;12671;17.0073395943493
3933;22865;2013;1783;15939;11.1863981429199
3933;22869;2020;2155;12671;17.0073395943493
3934;22866;2013;4221;8891;47.4749746935103
3934;22870;2020;4325;8013;53.9747909646824
3935;22875;2011;2668;4685;56.9477054429029
3935;22881;2013;2481;4468;55.5282005371531
3935;22887;2020;302;3725;8.10738255033557
3936;22876;2011;2668;4685;56.9477054429029
3936;22882;2013;2481;4468;55.5282005371531
3936;22888;2020;302;3725;8.10738255033557
3937;22873;2011;2668;4685;56.9477054429029
3937;22879;2013;2481;4468;55.5282005371531
3937;22885;2020;302;3725;8.10738255033557
3938;22877;2011;3120;5391;57.8742348358375
3938;22883;2013;3593;5327;67.448845504036
3938;22889;2020;1847;4589;40.2484201351057
3938;22893;2011;77;80;96.25
3938;22898;2013;80;80;100
3938;22903;2020;80;80;100
3939;22874;2011;3120;5391;57.8742348358375
3939;22880;2013;3593;5327;67.448845504036
3939;22886;2020;1847;4589;40.2484201351057
3939;22892;2011;77;80;96.25
3939;22897;2013;80;80;100
3939;22902;2020;80;80;100
3940;22872;2011;3120;5391;57.8742348358375
3940;22878;2013;3593;5327;67.448845504036
3940;22884;2020;1847;4589;40.2484201351057
3940;22894;2011;77;80;96.25
3940;22899;2013;80;80;100
3940;22904;2020;80;80;100
3941;22864;2013;880;1339;65.7206870799104
3941;22868;2020;636;1123;56.6340160284951
3942;22905;2011;7820;12326;63.4431283465845
3943;22824;2013;10742;13594;79.0201559511549
3943;22829;2020;2761;11728;23.5419508867667
3944;22906;2013;3139;3510;89.4301994301994
3944;22907;2018;;;0
3944;22908;2020;3211;3404;94.3301997649824
3945;22909;2013;894;1081;82.7012025901943
3945;22910;2018;;;0
3945;22911;2020;;;0
3946;22914;2011;9165;15626;58.6522462562396
3946;22919;2018;;;0
3946;22924;2020;;;0
3947;22916;2011;9165;15626;58.6522462562396
3947;22921;2018;;;0
3947;22926;2020;;;0
3948;22928;2011;13736;30118;45.6072780397105
3948;22931;2018;;;0
3948;22934;2019;;;0
3949;22929;2011;13736;30118;45.6072780397105
3949;22932;2018;;;0
3949;22935;2019;;;0
3950;22927;2011;2655;4512;58.843085106383
3950;22930;2018;;;0
3950;22933;2019;;;0
3950;22937;2011;1106;1433;77.1807397069086
3951;22946;2013;2799;7636;36.6553169198533
3951;22949;2018;;;0
3951;22952;2020;;;0
3952;22938;2011;638;975;65.4358974358974
3952;22941;2018;;;0
3952;22944;2019;;;0
3953;22936;2011;424;466;90.9871244635193
3953;22939;2018;;;0
3953;22942;2019;;;0
3954;22913;2011;840;3296;25.4854368932039
3954;22918;2018;1148;3371;34.055176505488
3954;22923;2020;;;0
3955;22915;2011;840;3296;25.4854368932039
3955;22920;2018;1148;3371;34.055176505488
3955;22925;2020;;;0
3956;22955;2011;8322;12460;66.7897271268058
3956;22957;2019;9380;12499;75.0460036802944
3957;22947;2013;12178;13225;92.0831758034027
3957;22950;2018;12404;13211;93.8914540912876
3957;22953;2020;;;0
3958;22945;2013;12178;13225;92.0831758034027
3958;22948;2018;12404;13211;93.8914540912876
3958;22951;2020;;;0
3959;22912;2011;2260;6725;33.6059479553903
3959;22917;2018;3214;6849;46.9265586216966
3959;22922;2020;;;0
3960;22954;2011;5344;6070;88.0395387149918
3960;22956;2019;3180;6078;52.319842053307
3960;22959;2011;241;245;98.3673469387755
3960;22961;2019;245;245;100
3961;22963;2011;636;1008;63.0952380952381
3961;22965;2020;3377;4343;77.7573106147824
3962;21477;2012;1094;2233;48.9923869234214
3962;21488;2013;1473;2327;63.3003867640739
3962;21499;2020;;;0
3963;21435;2010;619;668;92.6646706586826
3963;21441;2013;600;665;90.2255639097744
3963;21454;2020;;;0
3964;21434;2010;619;668;92.6646706586826
3964;21440;2013;600;665;90.2255639097744
3964;21453;2020;;;0
3965;21475;2012;4759;6875;69.2218181818182
3965;21486;2013;5600;6942;80.6683952751368
3965;21497;2020;;;0
3966;21468;2012;10080;15092;66.7903525046382
3966;21479;2013;11496;15380;74.7464239271782
3966;21490;2020;;;0
3967;21474;2012;10080;15092;66.7903525046382
3967;21485;2013;11496;15380;74.7464239271782
3967;21496;2020;;;0
3968;21470;2012;9343;19408;48.1399422918384
3968;21481;2013;12727;19472;65.3605176663928
3968;21492;2020;;;0
3969;21471;2012;9343;19408;48.1399422918384
3969;21482;2013;12727;19472;65.3605176663928
3969;21493;2020;;;0
3970;21469;2012;9343;19408;48.1399422918384
3970;21480;2013;12727;19472;65.3605176663928
3970;21491;2020;;;0
3971;21467;2012;9343;19408;48.1399422918384
3971;21478;2013;12727;19472;65.3605176663928
3971;21489;2020;;;0
3972;22967;2011;195;200;97.5
3972;22969;2020;752;839;89.6305125148987
3973;22966;2011;195;200;97.5
3973;22968;2020;752;839;89.6305125148987
3974;21437;2010;1255;2635;47.6280834914611
3974;21443;2013;1119;2701;41.4291003332099
3974;21456;2020;;;0
3975;21438;2010;1255;2635;47.6280834914611
3975;21444;2013;1119;2701;41.4291003332099
3975;21457;2020;;;0
3976;21433;2010;1255;2635;47.6280834914611
3976;21439;2013;1119;2701;41.4291003332099
3976;21452;2020;;;0
3977;22973;2012;2390;2801;85.326669046769
3977;22984;2013;1660;2739;60.6060606060606
3977;22995;2015;;;0
3978;23004;2011;941;1831;51.392681594757
3978;23009;2020;4175;7219;57.8334949438981
3979;23014;2011;196;251;78.0876494023904
3979;23017;2020;963;972;99.0740740740741
3980;23005;2011;623;1252;49.7603833865815
3980;23010;2020;2524;5075;49.7339901477833
3980;23020;2011;7;7;100
3980;23023;2020;13;24;54.1666666666667
3981;23007;2011;623;1252;49.7603833865815
3981;23012;2020;2524;5075;49.7339901477833
3981;23021;2011;7;7;100
3981;23024;2020;13;24;54.1666666666667
3982;23019;2011;1205;1862;64.7153598281418
3982;23022;2020;5870;7415;79.1638570465273
3983;23026;2011;186;253;73.5177865612648
3983;23034;2013;;;0
3983;23050;2020;944;996;94.7791164658635
3984;23028;2011;427;879;48.5779294653015
3984;23036;2013;;;0
3984;23052;2020;2953;3399;86.8784936746102
3985;23027;2011;1922;2949;65.1746354696507
3985;23035;2013;;;0
3985;23051;2020;10130;11692;86.6404379062607
3986;23058;2012;8717;17704;49.2374604609128
3986;23060;2013;12449;19045;65.3662378577054
3986;23062;2020;14155;19181;73.7969866013242
3987;23029;2011;22;48;45.8333333333333
3987;23037;2013;;;0
3987;23053;2020;174;226;76.9911504424779
3988;23057;2012;433;490;88.3673469387755
3988;23059;2013;472;493;95.7403651115619
3988;23061;2020;432;493;87.6267748478702
3989;23032;2011;2549;3359;75.8856802619827
3989;23040;2013;;;0
3989;23056;2020;9638;13180;73.1259484066768
3990;22976;2012;836;1277;65.4659357870008
3990;22987;2013;974;1260;77.3015873015873
3990;22998;2015;;;0
3991;23030;2011;779;1192;65.3523489932886
3991;23038;2013;;;0
3991;23054;2020;1286;4795;26.8196037539103
3992;23031;2011;179;188;95.2127659574468
3992;23039;2013;;;0
3992;23055;2020;407;718;56.6852367688022
3993;22974;2012;680;862;78.8863109048724
3993;22985;2013;790;865;91.3294797687861
3993;22996;2015;;;0
3994;23025;2011;1114;1518;73.3860342555995
3994;23033;2013;;;0
3994;23049;2020;4055;6154;65.8921026974326
3995;22980;2012;12757;15814;80.6690274440369
3995;22991;2013;12447;16082;77.3970899141898
3995;23002;2015;;;0
3996;22979;2012;12757;15814;80.6690274440369
3996;22990;2013;12447;16082;77.3970899141898
3996;23001;2015;;;0
3997;22978;2012;12757;15814;80.6690274440369
3997;22989;2013;12447;16082;77.3970899141898
3997;23000;2015;;;0
3998;22977;2012;12757;15814;80.6690274440369
3998;22988;2013;12447;16082;77.3970899141898
3998;22999;2015;;;0
3999;22971;2012;2743;3241;84.6343721073743
3999;22982;2013;2768;3238;85.4848672019765
3999;22993;2015;;;0
4000;22975;2012;2743;3241;84.6343721073743
4000;22986;2013;2768;3238;85.4848672019765
4000;22997;2015;;;0
4001;22972;2012;3616;5186;69.7261858850752
4001;22983;2013;4627;5257;88.0159786950732
4001;22994;2015;;;0
4002;23064;2011;1885;3027;62.2728774364057
4002;23068;2020;7454;12320;60.5032467532467
4003;23066;2011;1885;3027;62.2728774364057
4003;23070;2020;7454;12320;60.5032467532467
4004;23065;2011;762;1250;60.96
4004;23069;2020;4796;4996;95.9967974379504
4005;23063;2011;163;233;69.9570815450644
4005;23067;2020;771;908;84.9118942731277
4005;23071;2019;778;880;88.4090909090909
4006;22970;2012;8039;9449;85.0777860091015
4006;22981;2013;9506;9917;95.8556014923868
4006;22992;2015;;;0
4007;23075;2011;1996;3306;60.3750756200847
4007;23079;2019;12453;13939;89.3392639357199
4007;23083;2020;12792;13996;91.3975421549014
4008;23086;2012;279;541;51.5711645101664
4008;23089;2013;535;571;93.6952714535902
4008;23092;2015;437;569;76.8014059753954
4009;23094;2011;62;906;6.84326710816777
4009;23096;2019;1241;3567;34.7911410148584
4009;23098;2020;2462;3591;68.5602896129212
4010;23093;2011;89;504;17.6587301587302
4010;23095;2019;947;1954;48.4646878198567
4010;23097;2020;;;0
4011;23074;2011;1197;1864;64.2167381974249
4011;23078;2019;5200;7409;70.1849102442975
4011;23082;2020;;;0
4012;23099;2011;57;170;33.5294117647059
4012;23100;2013;572;658;86.9300911854103
4012;23101;2019;654;658;99.3920972644377
4012;23102;2020;;;0
4013;23085;2012;4750;9345;50.8293204922418
4013;23088;2013;6561;9430;69.575821845175
4013;23091;2015;5292;9324;56.7567567567568
4014;23104;2012;1992;2271;87.7146631439894
4014;23109;2013;2151;2427;88.627935723115
4014;23114;2019;2275;2435;93.429158110883
4014;23119;2020;;;0
4015;23125;2011;148;175;84.5714285714286
4015;23131;2019;331;494;67.0040485829959
4015;23137;2020;;;0
4016;23126;2011;148;175;84.5714285714286
4016;23132;2019;331;494;67.0040485829959
4016;23138;2020;;;0
4017;23124;2011;75;277;27.0758122743682
4017;23130;2019;492;903;54.485049833887
4017;23136;2020;;;0
4018;23106;2012;50;125;40
4018;23111;2013;115;215;53.4883720930233
4018;23116;2019;165;227;72.6872246696035
4018;23121;2020;;;0
4019;23107;2012;27;30;90
4019;23112;2013;31;32;96.875
4019;23117;2019;32;32;100
4019;23122;2020;;;0
4020;23105;2012;;5;0
4020;23110;2013;18;18;100
4020;23115;2019;12;18;66.6666666666667
4020;23120;2020;;;0
4021;23103;2012;30;42;71.4285714285714
4021;23108;2013;84;105;80
4021;23113;2019;92;106;86.7924528301887
4021;23118;2020;;;0
4022;23142;2011;142;370;38.3783783783784
4022;23146;2013;;;0
4022;23154;2019;675;1365;49.4505494505495
4022;23158;2020;;;0
4023;23144;2011;1145;1888;60.646186440678
4023;23148;2013;;;0
4023;23156;2019;3664;6800;53.8823529411765
4023;23160;2020;;;0
4024;23143;2011;1145;1888;60.646186440678
4024;23147;2013;;;0
4024;23155;2019;3664;6800;53.8823529411765
4024;23159;2020;;;0
4025;23141;2011;1145;1888;60.646186440678
4025;23145;2013;;;0
4025;23153;2019;3664;6800;53.8823529411765
4025;23157;2020;;;0
4026;23084;2012;2236;4012;55.7328015952144
4026;23087;2013;2622;4230;61.9858156028369
4026;23090;2015;2495;4062;61.4229443623831
4027;23177;2011;191;257;74.3190661478599
4027;23196;2019;779;995;78.2914572864322
4028;23200;2011;590;1033;57.1151984511133
4028;23206;2015;;;0
4028;23212;2019;3203;4138;77.4045432576124
4029;23201;2011;590;1033;57.1151984511133
4029;23207;2015;;;0
4029;23213;2019;3203;4138;77.4045432576124
4030;23204;2011;590;1033;57.1151984511133
4030;23210;2015;;;0
4030;23216;2019;3203;4138;77.4045432576124
4031;23179;2011;246;440;55.9090909090909
4031;23198;2019;1475;1770;83.3333333333333
4032;23173;2011;246;440;55.9090909090909
4032;23192;2019;1475;1770;83.3333333333333
4033;23203;2011;211;334;63.1736526946108
4033;23209;2015;;;0
4033;23215;2019;1281;1317;97.2665148063781
4034;23226;2011;629;766;82.1148825065274
4034;23240;2013;;;0
4034;23268;2019;2913;3052;95.4456094364351
4035;23202;2011;680;982;69.2464358452139
4035;23208;2015;;;0
4035;23214;2019;3587;3898;92.0215495125706
4036;23199;2011;680;982;69.2464358452139
4036;23205;2015;;;0
4036;23211;2019;3587;3898;92.0215495125706
4037;23170;2011;583;931;62.6208378088077
4037;23189;2019;3444;3808;90.4411764705882
4038;23166;2011;583;931;62.6208378088077
4038;23185;2019;3444;3808;90.4411764705882
4039;23279;2011;313;515;60.7766990291262
4039;23288;2019;1757;1959;89.6886166411434
4040;23275;2011;313;515;60.7766990291262
4040;23284;2019;1757;1959;89.6886166411434
4041;23274;2011;111;258;43.0232558139535
4041;23283;2019;980;1008;97.2222222222222
4042;23281;2011;111;258;43.0232558139535
4042;23290;2019;980;1008;97.2222222222222
4043;23228;2011;754;1081;69.750231267345
4043;23242;2013;;;0
4043;23270;2019;4067;4446;91.4754835807467
4044;23176;2011;334;363;92.0110192837466
4044;23195;2019;1219;1271;95.9087332808812
4045;23225;2011;260;724;35.9116022099448
4045;23239;2013;;;0
4045;23267;2019;2329;2821;82.5593761077632
4046;23167;2011;1353;1645;82.2492401215806
4046;23186;2019;4681;6334;73.9027470792548
4047;23229;2011;205;256;80.078125
4047;23243;2013;;;0
4047;23271;2019;978;997;98.0942828485456
4048;23222;2011;205;256;80.078125
4048;23236;2013;;;0
4048;23264;2019;978;997;98.0942828485456
4049;23221;2011;655;1245;52.6104417670683
4049;23235;2013;;;0
4049;23263;2019;4636;5081;91.2418815193859
4050;23230;2011;655;1245;52.6104417670683
4050;23244;2013;;;0
4050;23272;2019;4636;5081;91.2418815193859
4051;23276;2011;226;1054;21.4421252371917
4051;23285;2019;2938;4286;68.5487634157723
4052;23277;2011;226;1054;21.4421252371917
4052;23286;2019;2938;4286;68.5487634157723
4053;23278;2011;283;2655;10.6591337099812
4053;23287;2019;6494;11230;57.8272484416741
4054;23280;2011;283;2655;10.6591337099812
4054;23289;2019;6494;11230;57.8272484416741
4055;23273;2011;283;2655;10.6591337099812
4055;23282;2019;6494;11230;57.8272484416741
4056;23169;2011;2156;2963;72.7640904488694
4056;23188;2019;11404;12046;94.6704300182633
4057;23175;2011;2156;2963;72.7640904488694
4057;23194;2019;11404;12046;94.6704300182633
4058;23293;2012;3735;7818;47.7743668457406
4058;23299;2013;4764;7796;61.1082606464854
4058;23305;2015;;;0
4058;23311;2019;4977;7663;64.9484536082474
4059;23172;2011;797;1076;74.0706319702602
4059;23191;2019;3860;4189;92.1460969205061
4060;23162;2011;797;1076;74.0706319702602
4060;23181;2019;3860;4189;92.1460969205061
4061;23165;2011;46;244;18.8524590163934
4061;23184;2019;512;974;52.5667351129363
4062;23178;2011;46;244;18.8524590163934
4062;23197;2019;512;974;52.5667351129363
4063;23164;2011;46;244;18.8524590163934
4063;23183;2019;512;974;52.5667351129363
4064;23174;2011;1369;3861;35.4571354571355
4064;23193;2019;7084;14741;48.0564412183705
4065;23168;2011;1369;3861;35.4571354571355
4065;23187;2019;7084;14741;48.0564412183705
4066;23171;2011;1369;3861;35.4571354571355
4066;23190;2019;7084;14741;48.0564412183705
4067;23163;2011;1369;3861;35.4571354571355
4067;23182;2019;7084;14741;48.0564412183705
4068;23161;2011;1369;3861;35.4571354571355
4068;23180;2019;7084;14741;48.0564412183705
4069;23223;2011;1154;1648;70.0242718446602
4069;23237;2013;;;0
4069;23265;2019;4284;5981;71.6268182578164
4069;23315;2010;;;0
4070;23294;2012;2994;9273;32.2872856680686
4070;23300;2013;5031;9244;54.4244915620943
4070;23306;2015;;;0
4070;23312;2019;6770;9091;74.4692553074469
4071;23220;2011;178;207;85.9903381642512
4071;23234;2013;;;0
4071;23262;2019;658;718;91.6434540389972
4072;23218;2011;178;207;85.9903381642512
4072;23232;2013;;;0
4072;23260;2019;658;718;91.6434540389972
4073;23227;2011;1085;1323;82.010582010582
4073;23241;2013;;;0
4073;23269;2019;4410;4931;89.4341918474954
4074;23224;2011;1085;1323;82.010582010582
4074;23238;2013;;;0
4074;23266;2019;4410;4931;89.4341918474954
4075;23219;2011;1085;1323;82.010582010582
4075;23233;2013;;;0
4075;23261;2019;4410;4931;89.4341918474954
4076;23296;2012;5007;14734;33.9826252205783
4076;23302;2013;5951;14789;40.2393670971668
4076;23308;2015;3023;11483;26.3258730296961
4076;23314;2019;6154;14657;41.9867640035478
4076;23320;2012;334;349;95.702005730659
4076;23327;2015;329;349;94.269340974212
4076;23334;2019;349;349;100
4077;23292;2012;5007;14734;33.9826252205783
4077;23298;2013;5951;14789;40.2393670971668
4077;23304;2015;3023;11483;26.3258730296961
4077;23310;2019;6154;14657;41.9867640035478
4077;23317;2012;334;349;95.702005730659
4077;23324;2015;329;349;94.269340974212
4077;23331;2019;349;349;100
4078;23295;2012;104;521;19.9616122840691
4078;23301;2013;86;522;16.4750957854406
4078;23307;2015;80;523;15.2963671128107
4078;23313;2019;103;525;19.6190476190476
4078;23319;2012;960;1215;79.0123456790123
4078;23326;2015;828;1208;68.5430463576159
4078;23333;2019;976;1214;80.3953871499176
4079;23291;2012;104;521;19.9616122840691
4079;23297;2013;86;522;16.4750957854406
4079;23303;2015;80;523;15.2963671128107
4079;23309;2019;103;525;19.6190476190476
4079;23322;2012;960;1215;79.0123456790123
4079;23329;2015;828;1208;68.5430463576159
4079;23336;2019;976;1214;80.3953871499176
4080;23321;2012;3801;5619;67.6454885210892
4080;23328;2015;3761;5533;67.9739743358034
4080;23335;2019;4656;5524;84.2867487328023
4081;23318;2012;752;3266;23.0251071647275
4081;23325;2015;733;3297;22.2323324234152
4081;23332;2019;1264;3233;39.0968141045469
4082;23342;2011;467;818;57.0904645476773
4082;23349;2013;;;0
4082;23363;2019;2016;3028;66.5785997357992
4083;23365;2012;;74;0
